RN	DOCULECT	REFLEX	CONCEPT	NEPALI	GFN	ETYMON
719	Kulung	khǝ	he, that one (not present)	 unī.	dem.	196
720	Kulung	khǝbǝrma	burp	 ḍakār.	n.	
721	Kulung	wa:yɔN	henhouse.		n.	
722	Kulung	wartɔpɔwa	the alder tree Alnus nepalensis	 uttis.	n.	
723	Kulung	wasem	the fern Gleichenia linearis (Burm.) Clarke	 niŋro.	n.	
724	Kulung	wasnam	handspindle	 katuvā.	n.	
725	Kulung	waspɔwa	the fig tree Ficus roxburghii	 nebhāro.	n.	
726	Kulung	wasurem	wax	 main.	n.	
727	Kulung	watam	slow	 bistāro.	adj.	940
728	Kulung	watcha	male	 logne-mānche.	n.	35
729	Kulung	watthum	in five days.		adv.	
730	Kulung	wawakǝ	watery	 pātalo.	n.	595
731	Kulung	wema	strap on, gird on, put on	 bhirnu.	vt-2 [1: wes- 2: we-]	837
732	Kulung	we:pɔwa	the chestnut tree Castanopsis hystrix	 kaṭus.	n.	
733	Kulung	wǝima	slip off, open	 phuskanu.	vi-1 [1: wǝi-]	
734	Kulung	wǝima	untie (of a rope), loosen	 phukāunu.	vt-4 [1: wǝi- 2: wǝiy- 3: wǝi-]	
735	Kulung	wikimɔks	very quickly	 chiṭai, chiṭo.	adv.	
736	Kulung	wɔderpɔwa	the tree Sauraja nepalensis	 gogan.	n.	
737	Kulung	wɔkpɔldɔna	cross-legged.		adv.	
738	Kulung	wɔksipɔwa	the tree Engelhardtia spicata	 mahuvā.	n.	
739	Kulung	wɔmɔ	trap	 pāso.	n.	
740	Kulung	wɔmrɔ	loincloth	 dhothī.	n.	
741	Kulung	bǝmma	tie in a bundle, wind around, wrap up	 poko pārnu.	vt-2 [1: bǝps- 2: bǝm-]	
742	Kulung	bǝ:	tightly bamboo-woven large basket	 thunce.	n.	
743	Kulung	bǝ:nam	headtrap for carrying a sep or bǝ:	 nāmlo.	n.	
744	Kulung	bǝpa	a grain, pimple.		n.	
745	Kulung	bichu	ginger, Zingiber officinale Rosc.	 aduvā.	n.	
746	Kulung	bilma	be squeezed, be pressed out.		vi-1 [1: bil-]	
747	Kulung	bilma	1. squeeze, press out 2. milk	1. nicarnu. 2. duhunu.	vt-4 [1: bil- 2: bill- 3: bil-]	921
748	Kulung	bimma	thrust in (e.g. wall of a house, balk)	 siuranu, ghusārnu	vt-4 [1: bip- 2: bipp- 3: bim-]	
749	Kulung	binippa	another	 arko.	adj.	
750	Kulung	bi:ma	pick, pluck	 ṭipnu.	vt-2 [1: bik- 2: bi:-]	
751	Kulung	birim	navel, umbilical cord	 nāiṭo.	n.	658
752	Kulung	bɔ	belly	 peṭ.	n.	720
753	Kulung	bɔ mama	be pregnant	 peṭ boknu.	vt-6 [1: mui- 2: mu- 3: mǝi- 4: mǝ-]	
754	Kulung	bɔhɔ	mud, earth	 hilo.	n.	717
755	Kulung	bɔkcha	piglet		n.	66
756	Kulung	bɔkkhɔN	bamboo water-channel, trough	 ḍuṃḍ.	n.	841
757	Kulung	bɔksa	pork	 suŋgur-ko māsu.	n.	
758	Kulung	bɔlɔ	quick	 chiṭo.	adj.	
759	Kulung	bɔma	help	 saghāunu.	vt-8 [1: bɔi- 2: bɔ- 3: bǝi- 4: bǝ- 5: bui- 6: bu- 7: ba- 8: bɔk-]	734
760	Kulung	bɔmme	woman married into the clan.		n.	
761	Kulung	i:bum	one.		num.	183
762	Kulung	i:bumNa	same.		adv.	
763	Kulung	ja	cooked rice, food (in general)	 bhāt, anna.	n.	312
764	Kulung	jakhilwa	whitewash; used in dying the fiber of khi (q.v.).		n.	
765	Kulung	jatǝlma	adam's apple.		n.	
766	Kulung	jeje	smile	 musmusāi.	n.	
767	Kulung	jemma	forge	 phalām kuṭnu.	vt-4 [1: jep- 2: jepp- 3: jem-]	
768	Kulung	jer	disgust, revulsion.		n.	801
769	Kulung	jer lǝma	disgust		vi-7 [1: lɔi- 2: lɔ- 3: lǝi- 4: lǝ-]	
770	Kulung	jerma	disgust, hate	ghīn lāgnu, ghināunu.	vt-1 [1: jer-]	801
771	Kulung	jǝkǝ	whatsoever	 je pani.	adv.	
772	Kulung	ji	happiness	 khusī.	n.	
773	Kulung	ji nǝma	be happy		vi-7 [1: nɔi- 2: nɔ- 3: nǝi- 4: nǝ-]	
774	Kulung	jicam	beer mash	 jāṃd-ko chokrā.	n.	
775	Kulung	jijis	a very little.		n.	
776	Kulung	jimma	be enough (of sleep)	 nidrā pugnu	vi-1 [1: jim-]	
777	Kulung	jirnampuchɔ	caterpillar	 jhusil-kīrā.	n.	
778	Kulung	jis	a little.		n.	
779	Kulung	jisna	in a minute	 ek chin-mā.	adv.	
780	Kulung	jɔ:ma	cross a river	 kholā tārnu.	vt-3 [1: jɔk- 2: jɔ:- 3: jɔk-]	
781	Kulung	ra	paddy, rice in the field, Oryza sativa L.	 dhān.	n.	466
782	Kulung	ramma	refrain from, give up, stop	 bārnu.	vt-4 [1: rap- 2: rapp- 3: ram-]	
783	Kulung	ra:ma	scold, swear at, rebuke, reprimand	 gālī garnu.	vt-4 [1: raN- 2: raNN- 3: ra:-]	
784	Kulung	rayikha	rice paddy	 dhān.	n.	
785	Kulung	reima	get scared	 tarsinu.	vi-6 [1: ret- 2: rei- 3: rett- 4: ren- 5: re:-]	
786	Kulung	remma	be long.		vi-3 [1: rep- 2: rem-]	
787	Kulung	remma	sprinkle with water	 parsanu.	vt-2 [1: reps- 2: rem-]	
788	Kulung	remma	obey	 mānnu, ṭernu.	vt-4 [1: rep- 2: repp- 3: rem-]	
789	Kulung	repa	tall, high	 aglo.	adj.	228
790	Kulung	retci	eight.		num.	225
791	Kulung	rǝ	large beam	 balo.	n.	
792	Kulung	rǝima	pierce, make a hole in	 cheḍnu.	vt-5 [1: rǝt- 2: rǝtt- 3: rǝi- 4: rǝn- 5: rǝ:-]	
793	Kulung	rǝmma	twist, entwine, plait	 bāṭnu.	vt-4 [1: rǝp- 2: rǝpp- 3: rǝm-]	478
794	Kulung	ribɔ	rope, cord.		n.	468
795	Kulung	ridɔ	last-born	 kānchā, kānchī.	adj.	
796	Kulung	ridum	rite	 rīti thiti.	n.	
797	Kulung	rima	turn, reel, spin, revolve, go around	 ghumnu.	vi-3 [1: ris- 2: ri-]	
798	Kulung	rima	turn, reel, spin, revolve, cause to go around	 ghumāunu.	vt-2 [1: ris- 2: ri-]	
799	Kulung	rimma	twist, plait string to make a rope, wring out	 bāṭnu, nicornu.	vt-4 [1: rip- 2: ripp- 3: rim-]	478
800	Kulung	riN	language, word	 kurā.	n.	
801	Kulung	tɔs	rite for good crops.		n.	
802	Kulung	tɔsbuN	cornsilk	 makai-ko juṃgā.	n.	
803	Kulung	tɔwa	monal pheasant, Lophophorus impejanus	 ḍāṃphe.	n.	514
804	Kulung	tukci	six.		num.	475
805	Kulung	tukkha	illness	 birā.	n.	
806	Kulung	tuktɔm	the big toe.		n.	
807	Kulung	tuktukulma	turtle dove Streptopelia ssp.	 ḍhukur.	n.	566
808	Kulung	tumbulsuma	cap made of nettle (khi).		n.	
809	Kulung	tumchi	knee	 ghuṃḍā.	n.	571
810	Kulung	tumma	be ripe (of grain)	 pāknu.	vt-4 [1: tum- 2: tumm- 3: tum-]	515
811	Kulung	tumma	meet, visit, join (horizontally)	 bheṭnu, joḍnu.	vt-4 [1: tup- 2: tupp- 3: tum-]	831
812	Kulung	tumma	hurt (of spirit or god)	 lāgnu.	vt-2 [1: tups- 2: tum-]	
813	Kulung	tuniwa	sorrow	 sD ok.	n.	
814	Kulung	tu:ma	hurt, have pain, have contractions, be ill	 dukhnu.	vi-3 [1: tuk- 2: tu:-]	832
815	Kulung	tu:ma	wipe off	 puchnu.	vt-2 [1: tuk- 2: tu:-]	532
816	Kulung	tupa	stick, walking stick	 laṭṭhī.	n.	
817	Kulung	tuppɔ	husband	 logne.	n.	
818	Kulung	tupri	bone	 hāḍ.	n.	454
819	Kulung	tusbui	older	 jeṭhā, jeṭhī.	adj.	
820	Kulung	tuskɔ	chair, place to sit.		n.	
821	Kulung	namma	smell, sniff	 suṃghnu.	vt-2 [1: naps- 2: nam-]	500
822	Kulung	Namma	snatch away	 khosnu.	vt-4 [1: Nap- 2: Napp- 3: Nam-]	872
823	Kulung	namme	1. daughter-in-law 2. wife of an elder or younger sibling's son	 buhārī.	n.	505
824	Kulung	nammɔ	next year	 āghuṃ.	adv.	
825	Kulung	namnamu	poor, pitiable	 bicarā.	adj.	505
826	Kulung	nampuchɔ	earthworm	 gaṃḍyauṃlo.	n.	490
827	Kulung	namsam	sunrise	 surje-udaya.	n.	
828	Kulung	na:	over there		adv.	
829	Kulung	na:ka	from there.		adv.	
830	Kulung	na:kǝ	dem. he, that (at same level); Nep tyo.		pron.	954
831	Kulung	na:kǝpa	further (medium distance)	 para.	adv.	
832	Kulung	na:pa	over there	 tyahāṃ para.	adv.	
833	Kulung	nap	nose	 nāk.	n.	494
834	Kulung	nap chuma	stink	 ganāunu.	vi-3 [1: nap chus- 2: nap chu-]	
835	Kulung	napchɔ	tip of the nose, the comb of cock	 siur.	n.	
836	Kulung	napcɔ	clitoris	 ṭisī.	n.	818
837	Kulung	naplam	nostril	 nāk-ko pvāl.	n.	
838	Kulung	Nappa	wive's elder brother	 jeṭhān.	n.	88
839	Kulung	napthemma	kind of insect.		n.	487
840	Kulung	nari	forest leopard or panther	 bāgh.	n.	819
841	Kulung	baks	lightning	 bijulī.	n.	677
842	Kulung	ba:ma	buckwheat	 phāpar.	n.	646
843	Kulung	ba:ram	inner wall of a house	 bhittā.	n.	
844	Kulung	baphu	bamboo	 bāṃs.	n.	770
845	Kulung	bati	axe	 bancaro.	n.	
846	Kulung	bayakɔsi	stone frame of the daplɔ 'fire-place'.		n.	
847	Kulung	bayayam	armpit (also with haplology: bayam)	 kākhī.	n.	
848	Kulung	bei	arrow	 bāṇ.	n.	394
849	Kulung	bel	the pod of maize when full	 ghogo.	n.	715
850	Kulung	belɔ	sickle	 haṃsiyā.	n.	676
851	Kulung	bema	fart	 pādnu.	vi-3 [1: bes- 2: be-]	691
852	Kulung	bemluwa	fart	 pād.	n.	
853	Kulung	bemma	carry under one's arm.		vt-2 [1: beps- 2: bem-]	
854	Kulung	be:ma	wipe off, e.g. with a broom	 puchnu.	vt-2 [1: bek- 2: be:-]	905
855	Kulung	beplem	butterfly	 o	n.	670
856	Kulung	besarwa	yellow	 paheṃlo.	adj.	
857	Kulung	bethɔ	khukurī, Nepalese knife	 khukurī.	n.	676
858	Kulung	bǝma	weave	 bunnu.	vt-6 [1: bui- 2: bu- 3: bǝi- 4: bǝ-]	700
859	Kulung	bǝma	cry	 karāunu.	vi-3 [1: bǝs- 2: bǝ-]	
860	Kulung	bǝmma	cage (birds, chickens, etc.).		vt-4 [1: bǝp- 2: bǝpp- 3: bǝm-]	
861	Kulung	gǝma	damage, destroy	 bigārnu.	vt-2 [1: gǝs- 2: gǝ-]	
862	Kulung	gǝmgǝmpa	weak, feeble	 kamjor.	adj.	
863	Kulung	gi	parrot	 sugā.	n.	
864	Kulung	gigippa	blue, green, young (of firewood), unripe, uncooked	 hariyo, nilo, kāco.	adj.	109
865	Kulung	gilu	Himalayan elk	 jhāral.	n.	
866	Kulung	gimju	shade	 chāyāṃ.	n.	452
867	Kulung	git	August/September	 bhādra.	n.	
868	Kulung	gɔN	subdivision of a clan.		n.	
869	Kulung	gɔ:	inside	 bhitra.	n.	120
870	Kulung	gɔ:di	hole, opening	 pvāl.	n.	
871	Kulung	gɔ:gɔ	lap	 kākh.	n.	
872	Kulung	gɔ:ma	hit, kick, strike, throw (stone)	 hānnu, hirkāunu.	vt-3 [1: gǝk- 2: gɔ:- 3: gɔk-]	
873	Kulung	gɔ:ma	carry by hand	 hāt-mā linu.	vt-4 [1: gɔN- 2: gɔNN- 3: gɔ:-]	127
874	Kulung	gɔ:ma	be dried at the fire	 sekinu.	vi-3 [1: gɔks- 2: gɔ:-]	106
875	Kulung	gɔ:ma	dry at the fire	 sekāunu.	vt-2 [1: gɔks- 2: gɔ:-]	106
876	Kulung	gɔpesum	moss	 jhyāu.	n.	
877	Kulung	gɔpsum	(archaic) trousers, made of nettle (khi).		n.	
878	Kulung	gɔskela	kind of lizard of brown-green colour	 chepāro.	n.	
879	Kulung	gɔswa	hollow of the knee, fossa poplitea.		n.	
880	Kulung	guculum	wet stone	 udhyāune ḍhuŋgā.	n.	
881	Kulung	pa	father	 buvā.	n.	692
882	Kulung	paima	leak, drip	 cuhinu.	vi-4 [1: pat- 2: pai- 3: pan-]	747
883	Kulung	pakha	outside, out	 bāhira.	adv.	703
884	Kulung	pakhɔluN	apex hearthstone.		n.	
885	Kulung	pakpɔwa	kind of bamboo species, Nep. siŋgāne.		n.	
886	Kulung	pal	small bird, that lives in mountains and runs along the ground	 piuro.	n.	
887	Kulung	palkɔkti	(archaic) sweet potato	 sVT_ou + Dakarkhaṇḍa.	n.	
888	Kulung	palma	bend (e.g. piece of wood), fold arms	 khumcyāunu.	vt-4 [1: pal- 2: pall- 3: pal-]	
889	Kulung	pama	vomit	 bāntā garnu.	vi-3 [1: pas- 2: pa-]	823
890	Kulung	pamma	scratch with the nails	 koparnu.	vt-4 [1: pam- 2: pamm- 3: pam-]	706
891	Kulung	paN	left hand	 bāyāṃ.	n.	701
892	Kulung	paNwa	bamboo water-vessel.		n.	
893	Kulung	pa:ma	break into pieces	 ṭukrinu.	vi-3 [1: paks- 2: pa:-]	763
894	Kulung	pa:ma	break into pieces	 ṭukryāunu.	vt-2 [1: paks- 2: pa:-]	722
895	Kulung	papa	forefather, ancestor	 purkhā.	n.	692
896	Kulung	papiwa	bat	 camero.	n.	
897	Kulung	pawa	slug	 ciple kīrā.	n.	716
898	Kulung	pel	spleen	 phiyo.	n.	650
899	Kulung	pemma	fill	 bharnu.	vt-4 [1: pep- 2: pepp- 3: pem-]	
900	Kulung	pe:ma	twist, braid	 bāṭnu.	vt-2 [1: pek- 2: pe:-]	683
901	Kulung	yuima	bring down	 māthi-dekhi lyāunu.	vt-5 [1: yut- 2: yutt- 3: yui- 4: yun- 5: yu:-]	206
902	Kulung	yul	haze	 tuvāṃlo.	n.	210
903	Kulung	yuma	come down	 māthi-dekhi āunu.	vi-3 [1: yu:- 2: yu-]	206
904	Kulung	yu:ma	put	 rākhnu.	vt-2 [1: yuks- 2: yu:-]	
905	Kulung	yu:pa	evening	 belukā.	n.	840
906	Kulung	yuwa	boiled millet paste	 ḍhiṃḍo.	n.	
907	Kulung	kimma	rot	 saḍnu, kuhunu.	vi-1 [1: kim-]	
908	Kulung	kimma	cut off (e.g. with a pair of scissors)	 kāṭnu.	vt-4 [1: kip- 2: kipp- 3: kim-]	170
909	Kulung	kiNkiNpa	aright, right side up	 sulṭo.	adj.	
910	Kulung	ki:ma	scare someone.		vt-5 [1: kit- 2: kitt- 3: ki:- 4: kin- 5: ki:-]	805
911	Kulung	ki:ma	be stretched	 tankinu.	vi-3 [1: kin- 2: ki:-]	194
912	Kulung	ki:ma	stretch	 tankāunu.	vt-2 [1: kin- 2: ki:-]	194
913	Kulung	kirippa	kind of black and brown insect with a yellow head.		n.	169
914	Kulung	kɔ	light	ujyālo	n.	70
915	Kulung	kɔkchumma	wooden tray for pounding of chilly.		n.	
916	Kulung	kɔkcilipa	kind of lizard with read head and white skin	 chepāro.	n.	929
917	Kulung	kɔkkɔrɔ	partridge	 titro.	n.	
918	Kulung	kɔkkɔsi	threshold (of door).		n.	
919	Kulung	kɔkɔrɔNma	snail.		n.	75
920	Kulung	kɔkpa	mother's brother	 māmā.	n.	198
921	Kulung	kɔma	cross a river.		vt-8 [1: kɔi- 2: kɔ- 3: kǝi- 4: kǝ- 5: kui- 6: ku- 7: ka- 8: kɔk-]	853
922	Kulung	kɔN	I	 ma.	pron.	12
923	Kulung	kɔNkhedum	hammer.		n.	177
924	Kulung	kɔNkhi	pestle	 muslī.	n.	177
925	Kulung	kɔ:m	hill	 ḍāṃḍā.	n.	
926	Kulung	kɔ:m	kind of frog.		n.	
927	Kulung	limma	set (of the sun)	 ghām astāunu.	vi-3 [1: lip- 2: lim-]	707
928	Kulung	limma	cross a ridge	 ḍāṃḍā kāṭnu.	vt-4 [1: lip- 2: lipp- 3: lim-]	
929	Kulung	liN	yeast, leaven	 marcā.	n.	445
930	Kulung	liNɔksi	(archaic) see liNɔ:si			393
931	Kulung	liNɔ:	the banana-tree Musu paradisiaca	 kerā-ko boṭ.	n.	393
932	Kulung	liNɔ:si	banana	 kerā	n.	393
933	Kulung	li:ci	four.		num.	651
934	Kulung	li:ma	pour into, insert	 hālnu, bhitra pasālnu.	vt-4 [1: liN- 2: liNN- 3: li:-]	653
935	Kulung	liphu	bow	 dhanu.	n.	394
936	Kulung	lipi	a sperical earthenware jug	 ghyāmpo.	n.	226
937	Kulung	lisi	millet; Eleusine coracana	 kodo.	n.	813
938	Kulung	lɔ	and	 ra.	conj.	
939	Kulung	lɔbei	bamboo libation spoon.		n.	
940	Kulung	lɔkceskɔ	Kulung name of ward no. 4 in Chemsīŋ.		n.	
941	Kulung	lɔma	tell, order	 bhannu.	vi-7 [1: lɔi- 2: lɔ- 3: lǝi- 4: lɔ-]	229
942	Kulung	lɔN	leg, foot	 khuṭṭā.	n.	401
943	Kulung	lɔnam	dry season known as the first part of the winter (November till January)	 hiuṃda.	n.	
944	Kulung	lɔnamma	January/February	 māgh.	n.	
945	Kulung	lɔnappa	February/March	 phālgun.	n.	
946	Kulung	lɔNma	shadow	 prativimva.	n.	938
947	Kulung	Nasa	fish (as food).		n.	
948	Kulung	nechɔ	1. younger sibling 2. wife's younger siblingis spouse 3. husband's younger sister's husband	 bhāi, bahinī.	n.	
949	Kulung	Nei	obstacle.		n.	
950	Kulung	NeibuN	male flower of maize	 dhān camarā.	n.	
951	Kulung	Nema	seem	 jasto lāgnu.	vi-3 [1: Nes- 2: Ne-]	448
952	Kulung	nemma	cover (e.g. with sand)	 chopnu.	vt-4 [1: nep- 2: nepp- 3: nem-]	
953	Kulung	ne:ma	talk	 bolnu.	vi-3 [1: nen- 2: ne:-]	
954	Kulung	Ne:ma	eat by nibbling or gnawing.		vt-2 [1: Nek- 2: Ne:-]	
955	Kulung	ne:tɔptɔ	up there	 māthi.	adv.	
956	Kulung	nerpɔwa	the fig-tree Ficus nemoralis	 dudhilo.	n.	
957	Kulung	Nǝ	mouth	 mukh.	n.	85
958	Kulung	Nǝcǝsuwa	lip	 oṭh.	n.	
959	Kulung	Nǝim lǝma	be ashamed		vi-7 [1: lɔi- 2: lɔ- 3: lǝi- 4: lǝ-]	
960	Kulung	nǝima	like	 man parāunu.	vt-5 [1: nǝt- 2: nǝtt- 3: nǝi- 4: nǝn- 5: nǝ:-]	
961	Kulung	Nǝima	shame	 lāj.	n.	820
962	Kulung	Nǝlma	mix	 misāunu.	vt-4 [1: Nǝl- 2: Nǝll- 3: Nǝl-]	87
963	Kulung	nǝma	be good, get better	 niko hunu.	vi-7 [1: nɔi- 2: nɔ- 3: nǝi- 4: nǝ-]	486
964	Kulung	Nǝma	fry	 bhuṭnu.	vt-2 [1: Nǝs- 2: Nǝ-]	877
965	Kulung	nǝmlɔ	well	 rāmrosaṃga.	adv.	
966	Kulung	Nǝmui	moustache	 juṃgā.	n.	
967	Kulung	ɔlɔnu	blessing	 dhanya.	interj.	
968	Kulung	ɔlɔnuwǝ	thank you	 dhanyabād.	interj.	
969	Kulung	ɔmlɔ:pa	white	 seto.	adj.	972
970	Kulung	ɔncɔma	slander	 cuklī.	n.	
971	Kulung	ɔntɔ	so	 yati.	adv.	
972	Kulung	ɔntɔdi	this much	 yati nai.	adv.	
973	Kulung	ɔntɔlɔ	now	 ahile.	adv.	
974	Kulung	ɔntɔNkǝ	like, similar	 jasto.	adv.	
975	Kulung	ɔntɔtɔ	this much	 yati nai.	adv.	
976	Kulung	ɔNwapɔwa	pine tree (or conifer)	 sallo.	n.	802
977	Kulung	ɔ:ma	crow	 bāsnu.	vi-5 [1: ǝk- 2: ɔ:- 3: ɔk-]	4
978	Kulung	ɔ:ma	be peeled off, be shed (of skin).		vi-5 [1: ǝk- 2: ɔ:- 3: ɔk-]	
979	Kulung	ɔ:ma	peel off, shed (of skin)	 tāchnu.	vt-3 [1: ǝk- 2: ɔ:- 3: ɔk-]	
980	Kulung	ɔ:ma	push through	 ghusārnu.	vt-2 [1: ɔks- 2: ɔ:-]	
981	Kulung	ɔrɔ:	very	 nikai.	adv.	
982	Kulung	ɔrɔ:	adv. long time ago	 dherai samay bhayo.	tatɔ	
983	Kulung	ɔrɔ:ka	on this side, via here	 allo paṭṭi, yatā bāṭa.	adv.	
984	Kulung	ɔrɔ:na	in this manner.		adv.	
985	Kulung	ɔrɔ:tɔ	very much, very many	 dherai.	adv.	
986	Kulung	ɔu	yes, okay (in response to an imperative)	 huncha.	interj.	
987	Kulung	lunma	earthquake	 bhuiṃcālo.	n.	
988	Kulung	luNma	husbandless wife	 nāṭn	n.	
989	Kulung	luNpa	wifeless man	 nāṭho.	n.	
990	Kulung	lu:bum	cave	 oḍār.	n.	
991	Kulung	lu:muksi	black flint stone	 cakmak.	n.	
992	Kulung	ma	not.		neg.	618
993	Kulung	ma	mother	 āmā.	n.	616
994	Kulung	maima	forget	 birsanu	vt-5 [1: mat- 2: matt- 3: mai- 4: man- 5: ma:-]	610
995	Kulung	makai	maize	 makai.	n.	
996	Kulung	makhɔluN	hearth-stone towards rear end of the house.		n.	
997	Kulung	malɔ:	just	 bharkhar.	adv.	
998	Kulung	malɔ: malɔ:	just now	 ahile bharkhar.	adv.	
999	Kulung	mama	lose	 harāunu.	vt-2 [1: mas- 2: ma-]	610
1000	Kulung	maNge:pa	blunt	 bhutte.	adj.	
1001	Kulung	mannǝpa	bad, useless, worthless.		adj.	
1002	Kulung	mari	very much	 dherai.	adv.	
1003	Kulung	marɔ:	otherwise, if not (cf. <u>marɔ:dɔ,</u> <u>marɔ:kǝ</u>)	 natrabhane.	conj.	
1004	Kulung	marɔ:dɔ	otherwise, if not (cf. <u>marɔ:,</u> <u>marɔ:kǝ</u>)	 natrabhane.	conj.	
1005	Kulung	marɔ:kǝ	otherwise, if not (cf. <u>marɔ,</u> <u>marɔ:dɔ</u>)	 natrabhane.	conj.	
1006	Kulung	matta	only	 mātra.	adv.	
1007	Kulung	deri	some species of bamboo suitable for making coyā	 coyā bāṃs.	n.	564
1008	Kulung	desa	tomorrow	 bholi.	adv.	528
1009	Kulung	detcha	morning	 bihān.	n.	528
1010	Kulung	detɔi	how many?	 kati.	pron.	
1011	Kulung	deu	place	 ṭhāuṃ.	n.	
1012	Kulung	dǝima	learn	 siknu.	vt-5 [1: dǝt- 2: dǝtt- 3: dǝi- 4: dǝn- 5: dǝ:-]	
1013	Kulung	dǝima	hit (e.g. ball)	 hānnu.	vt-5 [1: dǝt- 2: dǝtt- 3: dǝi- 4: dǝn- 5: dǝ:-]	
1014	Kulung	dǝima	set fire to, light, kindle	 salkāunu, bālnu.	vt-5 [1: dǝi- 2: dǝiy- 3: dǝi- 4: dǝn- 5: dǝ:-]	
1015	Kulung	di	millet beer, alcoholic drink (generical term)	 jāṃḍ.	n.	945
1016	Kulung	di mǝma	spread, spread out	 ochyāunu.	vt-6 [1: di mui- 2: di mu- 3: di mǝi- 4: di mǝ-]	555
1017	Kulung	dibuwa	moth.		n.	
1018	Kulung	dibuwa	hunting	 śikār.	n.	
1019	Kulung	dicardi	beer stand.		n.	
1020	Kulung	dicherwa	drunk	 māteko.	adj.	
1021	Kulung	didikham	firefly	 jūnkīrī.	n.	525
1022	Kulung	dilma	roll, wrape up	 bernu.	vt-4 [1: dil- 2: dill- 3: dil-]	
1023	Kulung	dim	time (always preceded by a numeral); e.g u-dim, nis-dim one time, two times etc.		n.	
1024	Kulung	dima	fall (at the same level)	 laḍnu.	vi-3 [1: dis- 2: di-]	538
1025	Kulung	dima	cause to fall, drop	 laḍāunu, khasalnu.	vt-4 [1: dis- 2: diss- 3: di-]	538
1026	Kulung	dima	patch up, mend, repair	 ṭālnu.	vt-4 [1: di:- 2: di:y- 3: di-]	
1027	Kulung	eksa	hither (horizontal level; towards speaker)	 yatā.	adv.	
1028	Kulung	ektɔ	towards up here	 māthi-nai.	adv.	
1029	Kulung	elma	flow (of a river)	 bagnu.	vi-1 [1: el-]	
1030	Kulung	ema	shit	 hagnu.	vi-3 [1: es- 2: e-]	5
1031	Kulung	emma	aim, aim at	 tāknu.	vt-2 [1: eps- 2: em-]	
1032	Kulung	e:ma	be torn	 cyātinu.	vi-3 [1: ek- 2: e:-]	18
1033	Kulung	e:ma	beat, tear	 kuṭnu, cyātnu.	vt-2 [1: ek- 2: e:-]	18
1034	Kulung	ese	today	 āja.	adv.	
1035	Kulung	eskɔ	anus.		n.	
1036	Kulung	espa	yesterday	 hijo.	adv.	944
1037	Kulung	ǝhɔmpi	about	 tira.	adv.	
1038	Kulung	ǝima	break	 bhāṃcnu.	vi-4 [1: ǝt- 2: ǝi- 3: ǝn-]	
1039	Kulung	ǝima	break	 bhāṃcnu.	vt-5 [1: ǝt- 2: ǝtt- 3: ǝi- 4: ǝn- 5: ǝ:-]	
1040	Kulung	ǝlma	rescue, set free	 ukāsnu.	vt-4 [1: ǝl- 2: ǝll- 3: ǝl-]	
1041	Kulung	ǝma	break through of first light of the day, kɔ ǝs-a eIt has become light (in the morning)i.		vi-3 [1: ǝs- 2: ǝ-]	
1042	Kulung	ǝnpa	here, in here (further, but at same level).		adv.	10
1043	Kulung	ǝnpi	here, in here.		adv.	10
1044	Kulung	ǝnpu	here, in here (down).		adv.	10
1045	Kulung	ǝntɔ	here, in here (up).		adv.	10
1046	Kulung	gagappa	crow	 kāg.	n.	113
1047	Kulung	saNsaNpa	clean, dirtless	 saphā, sukilo.	adj.	240
1048	Kulung	sa:ma	winnow (sitting with a winnowing basket), to purify (e.g. to purify cloths by a shaman (mɔ:bɔcha) in a ritual (mɔ:bɔ)	 kelāunu.	vt-2 [1: saks- 2: sa:-]	297
1049	Kulung	saplɔbɔ:	wild pig	 banel.	n.	
1050	Kulung	sara	very	 sāhro.	adv.	
1051	Kulung	sayɔ	musk-deer	 kasturi.	n.	230
1052	Kulung	se	fruit	 phalphūl.	n.	251
1053	Kulung	seima	kill, extinguish (fire), put off	 mārnu.	vt-5 [1: set- 2: sett- 3: sei- 4: sen- 5: se:-]	261
1054	Kulung	sel	iron	 phalām.	n.	257
1055	Kulung	selma	scrape.		vt-4 [1: sel- 2: sell- 3: sel-]	241
1056	Kulung	sema	bear fruit	 phalnu.	vi-3 [1: sei- 2: se-]	251
1057	Kulung	sen	fingernail (of the fingers and toes)	 naŋ.	n.	248
1058	Kulung	se:mɔ:	dream	 sapanā.	n.	245
1059	Kulung	se:pa	night	 rāti.	n.	273
1060	Kulung	se:ri	uncooked rice, ground maize	 cāmal.	n.	276
1061	Kulung	sepa	big eyed bamboo basket	 ḍoko.	n.	
1062	Kulung	serbɔ	grass, where a broom is made of.		n.	
1063	Kulung	serɔm	sand	 bāluvā.	n.	937
1064	Kulung	seser	all right, in good health	 sancai.	adj.	
1065	Kulung	sewa	hommage	 sevā.	n.	
1066	Kulung	sǝbei	flat pancake, ommelette	 roti.	n.	
1067	Kulung	chirwa	kind of bird.		n.	369
1068	Kulung	chɔ	top (e.g of a tree), moutain peak, summit	 ṭuppo, ṭākurī.	n.	761
1069	Kulung	chɔdɔwa	grease	 boso.	n.	326
1070	Kulung	chɔdɔwaluN	white flint	 dalsiŋ.	n.	
1071	Kulung	chɔkchɔ:me	finger, toe	 auṃlā.	n.	
