RN	DOCULECT	REFLEX	CONCEPT	NEPALI	GFN	ETYMON
633	Yamphu	topma I	1) <i>v.intr.</i> to suffocate, to not be able to breathe 2) <i>v.tr.</i> to cause to suffocate, to stop someone's breath		v.intr. &amp; v.tr.	
634	Yamphu	topma II	1) to cover up, e.g. food against the flies; 2) to make liquor by putting a porous vessel on top of the fermented grain being cooked.	 chopnu	v.intr. &amp; v.tr.	795
635	Yamphu	toptäʔwa	liquor, generally made from fermented millet or rice.	 raksi	n.	
636	Yamphu	triʔma	expresses that the situation denoted by the main verb was contrary to expectation		v.tr.aux.	
637	Yamphu	truma	expresses that the situation denoted by the main verb was contrary to expectation; intransitive counterpart of <i>-triʔma</i>		v.intr.aux.	
638	Yamphu	tu	vertical locative suffix indicating a place on or a direction to a higher level.		suffix.	
639	Yamphu	tuba	grandfather.		n.	382
640	Yamphu	tudak	a species of fish.	 hallūḍe māchā	n.	
641	Yamphu	remma III	to deceive, to hoodwink	 chakāunu, phakāunu	v.tr.	432
642	Yamphu	reploŋ	peeling of the skin.		n.	151
643	Yamphu	repma I	1) to flatten out dough for unleavened bread; 2) <i>v.intr.</i> to lie on your belly, to lie flat.		v.intr. &amp; v.tr.	
644	Yamphu	repma II	1) to mend, to patch, to repair, to stick something onto something; 2) to imprint, to make a print.	 ṭālnu	v.intr. &amp; v.tr.	883
645	Yamphu	rettiktoʔ	(pertaining to dying or killing) on the spot, instantaneously.	 ṭhaharai	adv.	
646	Yamphu	riʔum	four.		num.	651
647	Yamphu	rik	(of sweat) streaming, gushing		adv. redupl.	
648	Yamphu	rikma I	to take out.	 jhiknu	v.tr.	
649	Yamphu	rikma II	to keep back, to conceal, to keep secret, to hide	 kurā lukāunu	v.tr.	420
650	Yamphu	rikna	a species of leech which is found in water and is often found to attach itself to the nose of cattle.	 pānī jukā	n.	
651	Yamphu	rikpoŋ	forty.		num.	
652	Yamphu	rimʔiye	sweet		adj.	
653	Yamphu	rimma I	to be sweet		v.intr.	432
654	Yamphu	rimma II	<i>(v.intr.</i> only with auxiliary verbs) to swallow	 nilnu	v.intr. &amp; v.tr.	431
655	Yamphu	riŋ	sheaf of rice straw.		n.	
656	Yamphu	ri:-	(in combination with certain bound morphs and with the numeral quantifier for human referents <i>-paŋ)</i> four.		num.prefix.	
657	Yamphu	ri:ʔma I	to plant seedlings.	 ropnu	v.tr.	760
658	Yamphu	ri:ʔma II	to pour fluid from one vessel into another.	 khanyāunu	v.tr.	
659	Yamphu	ri:ʔma III	to spread out, to extend		v.tr.	760
660	Yamphu	ri:kma I	to go around, to swirl, to play on the swirling swing		v.intr.	
661	Yamphu	roŋma	to uproot, to take a plant out with roots and all	 ukhelnu	v.intr. &amp; v.tr.	
662	Yamphu	ro:pma	(of the rain) a) to pour, to come in torrents; b) to wash away, to shove away ground, to cause to erode (subject is always water).	 ṭhulo pānī āunu, sārera jānu	v.intr.	
663	Yamphu	ro:ppa	irrigated field.	 khet	n.	
664	Yamphu	ropma	to devour, to eat like a beast; an expression for 'to eat' with a negative connotation	 ghicnu	v.tr.	
665	Yamphu	ru	see <u>ru:goŋma.</u>		n.	
666	Yamphu	ruʔmi	earthquake.		n.	473
667	Yamphu	rukma I	a) to strike with the fist, to aim blows at somebody; b) (of cattle) to butt		v.intr. &amp; v.tr.	
668	Yamphu	rukma II	to be finished, to be exhausted, to be depleted.	 saknu	v.intr.	886
669	Yamphu	rukma III	to reach, to arrive at a certain place.	 pugnu	v.tr.	
670	Yamphu	rum	middle; <i>rumbeʔ</i> in the middle, in between, among		n.	849
671	Yamphu	rummuk	cave.	 oḍār	n.	419
672	Yamphu	ruŋdaŋ	cave, larger than a <i>rummuk.</i>	 oḍār	n.	
673	Yamphu	ruŋghak	something spread out to sleep on, bed, mattress, mat.	 ochyān	n.	
674	Yamphu	ru:goŋma	mat used for drying grains.	 māndro	n.	
675	Yamphu	ruŋguʔwa	stone.		n.	429
676	Yamphu	ruŋjira	stones and earth.		n.	
677	Yamphu	ruŋma	stomach.	 peṭ	n.	376
678	Yamphu	ruŋma I	to move forth on the belly, to glide or shove forth, e.g. like a snake or a small child.		v.intr.	
679	Yamphu	ruŋma II	1 <i>v.intr.</i> a to shoot through the air 2 <i>v.tr.</i> to throw a stick or a spearlike object.		v.intr. &amp; v.tr.	103
680	Yamphu	ruŋmajuwa	liver.	 kalejo	n.	376
681	Yamphu	tu:smamma	mother of an illegitimate child.		n.	
682	Yamphu	tupma I	to restart a fire from the coals		v.intr. &amp; v.tr.	
683	Yamphu	tupma II	to sow, to sprinkle, to strew.	 charnu	v.tr.	
684	Yamphu	tururu	in a small trickle		adv.	
685	Yamphu	turuwa	brow, forehead.		n.	897
686	Yamphu	ukcuŋgräk	naked.		adj.	
687	Yamphu	ukkhaisuma	miscarriage.		n.	
688	Yamphu	ukkha:ma	to be satiated, to have had enough food, to be satisfied.	 aghāunu	v.semi.tr-2.	913
689	Yamphu	ukkhäʔma	to crash down, to be a landslide.		v.intr.	
690	Yamphu	ukkhuba	landslide.		n.	
691	Yamphu	ulamenam tankhiyanam	the Supreme God, the Creator.		n.	
692	Yamphu	umbaŋ	whole, not cut up in pieces.	 ḍallo	adj.	
693	Yamphu	umma I	to track down, to trace, to trail.	 pahilyāunu	v.intr. &amp; v.tr.	
694	Yamphu	umma II	to suck on something in the mouth, to keep in the mouth without chewing.	 mukhmā cepnu	v.tr.	834
695	Yamphu	ummaʔ	the plant <i>Perilla</i> <i>frutescens.</i>	 silām	n.	
696	Yamphu	unamba	1) wife or husband's elder brother; 2) elder brother's wife's elder brother.	 jeṭhājyū	n.	
697	Yamphu	uŋ	flower.		n.	730
698	Yamphu	u:ʔuk	bent, bowed, stooping		adj.	
699	Yamphu	uŋbhu	a species of tree, <i>Prunus</i> <i>cerasoides,</i> Nepal cherry tree.	 paĩyū	n.	
700	Yamphu	uŋghäʔma	to be skinned.	 pilsinu	v.intr.	
701	Yamphu	cu:bhu	red Himalayan bamboo, <i>Arundinaria</i> <i>artistata.</i>	 māliŋgo	n.	
702	Yamphu	cu:kma I	to persist in asking something, to hem in.	 ḍhipī lāunu	v.intr.	
703	Yamphu	cu:kma II	to obstruct, to stop, to hinder, to prevent from going away, to hem in (cattle)	 cheknu	v.tr.	
704	Yamphu	cu:kma III	to pour fluid from one vessel into another		v.intr. &amp; v.tr.	
705	Yamphu	cuŋma I	to prepare food, to cook	 khānā pakāunu	v.intr. &amp; v.tr.	160
706	Yamphu	cu:ma I	to be a large amount	 baḍhtā hunu	v.intr.	
707	Yamphu	cuŋma II	to reflect, to ponder or ruminate, to apply the mind to, to cogitate	 socnu, kalpanik socnu	v.intr.	
708	Yamphu	cu:ma II	to fight, to quarrel	 jhagaḍā garnu	v.intr. &amp; v.tr.	
709	Yamphu	cuŋma III	to worship or offer to a deity	 pūjā garnu	v.intr.	
710	Yamphu	cu:ma III	1) <i>v.intr.</i> to turn around, to roll over 2) <i>v.tr.</i> a) to turn around something, to roll an object around b) to shove, to move a small distance		v.intr. &amp; v.tr.	
711	Yamphu	cuŋma IV	to wrestle.	 lākpāk khelnu	v.intr.	846
712	Yamphu	cu:ma IV	to throw with force	 jhaṭāri paṭhāunu	v.tr.	
713	Yamphu	cuŋma V	to harm, to bother, to be a nuisance, to give trouble.	 duḍkha dinu	v.tr.	
714	Yamphu	cuŋma VI	to pursue, to do as a habit, to keep on doing, to always be doing	 khedo garnu	v.tr.	
715	Yamphu	cup	confluence.	 dobhān	n.	
716	Yamphu	cupma I	to be found	 bheṭinu	v.intr.	
717	Yamphu	cupma II	to meet, to encounter, to come across.	 bheṭnu	v.tr.	336
718	Yamphu	curok	more	 baḍhī	adv.	
719	Yamphu	cwäk	full to the brim.	 nimṭho	adj.	
720	Yamphu	cwä:ŋdoʔ	with a sizzling or hissing noise, with a sizzle, with a hiss, as when water is heating up or when a drop of water evaporates from a hot surface.		adv.onom.	
721	Yamphu	hujuŋ II	with a nice and generous stream of water.		adv.	
722	Yamphu	huk	hand	 hāt	n.	116
723	Yamphu	hukcaŋgrikpa	lizard.	 chepāro	n.	
724	Yamphu	hukcem	things for worship, like rice, meat or money collected from everybody	 uṭhāeko annāharū	n.	
725	Yamphu	hukkhätciʔwa	fingers.		n.	
726	Yamphu	hukphäkma	palm of the hand.		n.	
727	Yamphu	huksimba	chap, cracked skin on the hand.		n.	
728	Yamphu	humma I	1) <i>v.intr.</i> to be buried 2) <i>v.intr.</i> to go under water, to get dunked, to get drowned 3) <i>v.intr.</i> <i>&amp;</i> <i>v.tr.</i> to bury, to put in the ground 4) <i>v.intr.</i> <i>&amp;</i> <i>v.tr.</i> to put under water, to dunk	 ḍubnu, gāḍnu, ḍubāunu	v.intr. &amp; v.tr.	31
729	Yamphu	humma II	1) <i>v.intr.</i> to awaken 2) <i>v.tr.</i> to wake somebody up.	 biūjhanu	v.intr. &amp; v.tr.	
730	Yamphu	hu:ma	1) <i>v.intr.</i> to swarm 2) <i>v.intr.</i> to be scattered, to be dispersed 3) <i>v.tr.</i> to sprinkle, to scatter, to strew; 4) <i>v.tr.</i> to winnow by means of the wind; 5) <i>v.tr.</i> to squander, to dissipate.		v.intr. &amp; v.tr.	
731	Yamphu	huŋma I	to shake violently, as when shaking the dust from clothes.	 ṭakṭakyāunu	v.intr. &amp; v.tr.	
732	Yamphu	huŋma II	to wait, to wait for somebody.	 parkhinu	v.intr. &amp; v.tr.	47
733	Yamphu	huŋma III	to bask in the sun, to warm oneself by the fire	 tāpnu	v.intr.	106
734	Yamphu	hup	with one's face in the hands.		adv.redupl.	
735	Yamphu	hupma I	1) <i>v.intr.</i> to be wrapped up 2) <i>v.intr.</i> <i>&amp;</i> <i>v.tr.</i> to wrap up, to make a bundle of something.	 poko pārnu	v.intr. &amp; v.tr.	
736	Yamphu	hupma II	1) <i>v.intr.</i> <i>&amp;</i> <i>v.tr.</i> to decide on something 2) <i>v.tr.</i> to be your fate, to be the decided course of your life		v.intr. &amp; v.tr.	
737	Yamphu	hurca	a species of tiny fish found in the pools of streamlets.	 gaḍeǖla	n.	
738	Yamphu	husiktoʔ	with the effect of being scalded.	 pilsieko, khulkieko	adv.	
739	Yamphu	huwa	wound.	 ghāu	n.	
740	Yamphu	iʔniŋ	one year.		adv.	
741	Yamphu	lä:kpujik	worm.	 gãḍyaulo	n.	417
742	Yamphu	lä:ŋa	testicles.		n.	636
743	Yamphu	le	contrary-to-expectation focus suffix.		suffix.	
744	Yamphu	leʔ	a) restrictive focus suffix, only; b) small, of little value, mere		suffix.	
745	Yamphu	leʔma I	(is realised as &lt;-red- ; -ret- ; -rez-> after vowels) expresses that the situation denoted by the main verb is either brief or intercurrent with some other occupation		v.intr.aux. &amp; v.tr.aux.	
746	Yamphu	leʔma II	a) to stop, to cease b) to let go c) to abandon	 choḍnu, choḍi rākhnu	v.tr.	863
747	Yamphu	lelle	the whole day, all day long.		adv.	
748	Yamphu	lem	tongue		n.	436
749	Yamphu	lema	(is realised as &lt;-res- ; -re- ; -re:-> after vowels) to know how to		v.intr.aux. &amp; v.tr.aux.	864
750	Yamphu	lemma I	to come.	 āunu	v.intr.	433
751	Yamphu	lemma II	to exchange, to swap.	 sāṭnu	v.intr. &amp; v.tr.	395
752	Yamphu	lenda	afternoon, or more precisely: the time of day after breakfast until about four o'clock.	 diūso	n.	485
753	Yamphu	lendawäʔ	in the afternoon.		adv.	
754	Yamphu	le:ghuwamba	wise, knowledgeable person, an intelligent or learned person, expert.		n.	
755	Yamphu	le:ma	to know, to have knowledge of	 jānnu, thāhā hunu	v.tr.	864
756	Yamphu	liʔlikkumma	a species of bird.		n.	
757	Yamphu	lik	adverbial participle		suffix.	
758	Yamphu	liŋghiʔ	a kind of bug.	 ṭhulo sallā	n.	
759	Yamphu	li:ma	to start to be, to become.		v.intr.	
760	Yamphu	lo I	hearsay evidential, marks reported or indirect speech.		suffix.	229
761	Yamphu	indok	like what; 1a) how, in what manner b) in whatever manner 2a) how much, how many b) whatever amount	 kati, kasarī, kasto	interrog.	
762	Yamphu	indokpeʔ	when, at what time	 kahile	interrog.	
763	Yamphu	indroʔ	how big.	&lt; katro	interrog.	
764	Yamphu	injama	to sell something.	 becnu	v.tr.	
765	Yamphu	i:	beer, locally produced from fermented cereals, especially from red millet or rice.	 jāḍ	n.	
766	Yamphu	i:ʔlam	across a horizontal plane, across a more or less level ground.	 terso	adj. &amp; adv.	
767	Yamphu	i:ʔma	a) to tell or inform somebody; b) to teach.	 sikāunu	v.tr.	
768	Yamphu	iŋbhu	Himalayan bamboo, <i>Arundinaria</i> <i>intermedia/falcata/aristata.</i>	 niŋgālo	n.	
769	Yamphu	i:kma I	to grind or crush with a pestle.	 pisnu	v.intr. &amp; v.tr.	209
770	Yamphu	i:kma II	to lift up.	 uṭhāunu	v.intr. &amp; v.tr.	
771	Yamphu	iŋma I	to lay eggs	 phul pārnu	v.intr. &amp; v.tr.	387
772	Yamphu	i:ma I	to be barred or blocked, to be fenced, to be checked or obstructed.	 bār bārnu	v.intr.	
773	Yamphu	iŋma II	to rinse, especially intestines by running water through them	 pakhālnu	v.intr. &amp; v.tr.	
774	Yamphu	i:ma II	a) to conduct water to fields by means of small channels, to irrigate; b) to change the course of a stream.		v.intr.	
775	Yamphu	iŋma III	to turn over, to dig up, to take out of the ground by digging around the object, e.g. large stones	 palṭāunu	v.intr. &amp; v.tr.	
776	Yamphu	i:ma III	1) <i>v.intr.</i> to converse, to talk with one another 2) to say something.	 bhannu	v.intr. &amp; v.tr.	
777	Yamphu	iŋma IV	to singe, to scald, to cauterise a wound, to remove feathers or hair from a slaughtered animal with boiling water	 ḍāmnu	v.tr.	
778	Yamphu	i:ma IV	(only with the intransitive process-oriented auxiliary -khäŋma) to get stuffed with food		v.intr.	
779	Yamphu	i:p	thin, flat.		adj.redupl.	851
780	Yamphu	i:pma	1) <i>v.intr.</i> a) to be squeezed; b) to make oneself thin; 2) <i>v.tr.</i> a to press or squeeze; b) to pick stinging nettle with pliers; c) to pick up or hold between your toes, like a cloth seller may do when folding or measuring cloth; d) to carry under the arm.		v.intr. &amp; v.tr.	851
781	Yamphu	nendhaŋ	near, close.	 najik	adv.	492
782	Yamphu	nenjama	to like, to love, to be fond of.	 man parāunu	v.tr-2.	405
783	Yamphu	ne:ma I	to cut down, to slash down, to chop away.	 phāḍnu	v.intr. &amp; v.tr.	
784	Yamphu	ne:ma II	to lie, to be lying down		v.intr.	483
785	Yamphu	ne:ma III	1) to be ashamed, to be embarrassed 2) to be shy.		v.intr.	820
786	Yamphu	nettiyaŋba	wife or husband's younger brother		n.	
787	Yamphu	nettiyaŋma	wife or husband's younger sister		n.	
788	Yamphu	nimniŋ	see <u>nemniŋ.</u>			
789	Yamphu	nindaŋa	head.		n.	
790	Yamphu	niŋ	name.		n.	617
791	Yamphu	niŋ	year		bound morph.	875
792	Yamphu	ni:-	(only in combination with certain other bound morphs and with the numeral quantifier for human referents <i>-paŋ)</i> two		num.prefix.	
793	Yamphu	niŋa	mind, heart, faculty of thinking and feeling.	 man	n.	787
794	Yamphu	niŋbema	to feel homesick or lovesick, to miss.	 viraha calnu	v.intr.	
795	Yamphu	ni:boŋ	twenty.		num.	
796	Yamphu	niŋi	wife of mother's brother.		n.	
797	Yamphu	ni:kma	to winnow with a <i>naŋlo</i> (a round, flat, plaited sort of tray with a diameter of about 55 cm) by shaking it to and fro, especially to separate polished from unpolished grains while working with the rice-husker.		v.tr.	
798	Yamphu	ni:ma I	(takes an infinitival complement of a verb of speech) to claim, to maintain		v.intr. &amp; v.tr.	
799	Yamphu	ni:ma II	to cook, to prepare food.	 pakāunu	v.intr. &amp; v.tr.	876
800	Yamphu	ni:ma III	(of the sun or moon) to shine.		v.intr.	
801	Yamphu	yeʔ	barely, only just.		adv.redupl.	
802	Yamphu	yeʔma I	1) <i>v.intr.</i> to be finished, to terminate. 2) <i>v.tr.</i> to finish, to terminate	 siddhinu, siddhyāunu	v.intr. &amp; v.tr.	
803	Yamphu	yeʔma II	to add.	 thapnu	v.tr.	
804	Yamphu	yemjwak	a) cold; b) stale; c) (in figure of speech) sword, i.e. 'the cold iron'	 ciso	adj.	
805	Yamphu	yemma I	to be sharp, to cut.	 dhārilo hunu	v.tr.	43
806	Yamphu	yemma II	to be cool, to be cold to the touch.	 ciso hunu	v.intr.	112
807	Yamphu	yemma III	to set upright, to erect.	 thāḍo rākhnu	v.tr.	228
808	Yamphu	ye:	assertive suffix; 1) expresses the speaker's desire to convince the hearer of the truth value or reality of the modified phrase of clause; 2) used as a subordinator to form reason clauses.		suffix.	
809	Yamphu	ye:ʔma	grave.	 cihān	n.	
810	Yamphu	ye:jaŋ	officer wearing a cap.		n.	
811	Yamphu	ye:ma I	to winnow by means of a <i>naŋlo</i> (a round, flat, plaited sort of tray with a diameter of about 55 cm) by moving it to and fro.		v.intr. &amp; v.tr.	
812	Yamphu	ye:ma II	to slap, to smack, to hit with the hand, to spank.		v.intr. &amp; v.tr.	220
813	Yamphu	ye:ma III	1) <i>v.intr.</i> (of flat round objects) to spin, to roll; 2) <i>v.tr.</i> a) to spin, to roll, to send spinning or rolling, b) to move or ride a bicycle.		v.intr. &amp; v.tr.	467
814	Yamphu	ye:pma I	to stand	 ubhinu	v.intr.	228
815	Yamphu	ye:pma II	1) <i>v.intr.</i> to perform the work of the witch doctor; 2) <i>v.tr.</i> to call the witch doctor.	 dhāmī basāunu	v.intr. &amp; v.tr.	51
816	Yamphu	ye:räkkya	acting or moving in the manner of a bird of prey.		adj.	
817	Yamphu	ye:riŋ	soldier or policeman.		n.	
818	Yamphu	yepläk	twirling, swinging, swerving down, like an eagle descending.		adv.redupl.	
819	Yamphu	yepläkkya	see <u>ye:räkkya.</u>			
820	Yamphu	yepma	a) to fan; b) to winnow by fanning with a <i>naŋlo,</i> a round, flat, plaited sort of tray with a diameter of about 55 cm.	 hamkanu	v.intr. &amp; v.tr.	49
821	Yamphu	tudhu	milk.	&lt; dūdh	n.	
822	Yamphu	tuduŋ	with a thud.		adv.onom.	
823	Yamphu	tukkhoŋ	tap tap.		adv.onom.	
824	Yamphu	tukma	a) to be ill; b) to hurt.		v.intr.	832
825	Yamphu	tum	a) excuse, pretext; b) reason; c) meaning	 viṣaya	n.	379
826	Yamphu	tuma	grandmother.		n.	382
827	Yamphu	tuma	expresses that the situation denoted by the main verb is carried out in various places or involves a going around to various places; <i>pinduma</i> to run around		v.intr.aux.	
828	Yamphu	tumma I	to keep a fire going by adding fuel.		v.intr.	
829	Yamphu	tumma II	1) to ripen, to become ripe 2) to cause to become ripe, or more specifically: to put fruit in a place to ripen, especially bananas.		v.intr. &amp; v.tr.	515
830	Yamphu	tummi	first-born.	 jeṭho, jeṭhī	n.	
831	Yamphu	tumruk	knee.		n.	571
832	Yamphu	tuŋdaŋgi	a species of rodent.	ḍ nyāurī musā	n.	
833	Yamphu	tuŋ-duŋ	bent, crooked.		adj.	
834	Yamphu	tuŋgriŋba	a kind of bug which lives in bamboo.		n.	
835	Yamphu	tu:kma	to wipe, to clean a surface with a cloth.	 pucnu	v.intr. &amp; v.tr.	532
836	Yamphu	tuŋlik	bent, curved, crooked; adverbial participle of <i>tuŋma</i>		adv.	
837	Yamphu	tuŋma	1) <i>v.intr.</i> to bend a bit, to stoop, to curl up a bit, to fold oneself up 2) <i>v.tr.</i> to bend double, to bend, to curve.	 nihurinu, dobriera basnu/baŋgyāunu, nihuryāunu	v.intr. &amp; v.tr.	
838	Yamphu	tu:ma	existential and locative to be, negated lexically by means of <i>maʔama.</i>		v.intr.	
839	Yamphu	tu:ŋghu	a species of monkey.	 ḍhedurā	n.	
840	Yamphu	tu:sa	child born out of wedlock, illegitimate child.		n.	
841	Yamphu	yu:kma I	1) <i>v.intr.</i> to go up in flames, to burn down; 2) <i>v.tr.</i> to burn down, to set fire to something.		v.intr. &amp; v.tr.	
842	Yamphu	yu:kma II	to flow or trickle down		v.intr.	
843	Yamphu	yu:kma III	to paint, to daub with a brush-like instrument, to paint the wall of the house; in practice, to apply colour on a white wall with a watery suspension of red soil.		v.intr.	
844	Yamphu	yuŋma	1) <i>v.tr.</i> to put down, to place; 2) <i>v.tr.aux.</i> expresses that the situation denoted by the main verb involves a putting down or placing into a certain position of the verbal object.	 rākhnu	v.tr. &amp; v.tr.aux.	206
845	Yamphu	yu:ma I	to go down, to descend.	 ohrlinu	v.intr.	206
846	Yamphu	yu:ma II	a) (often in combination with <i>be:la</i> 'time') to be time b) to take time		v.intr.	
847	Yamphu	yu:ma III	to be invested		v.intr.	
848	Yamphu	yu:ma IV	to follow a certain course, to move along a certain course		v.tr.	
849	Yamphu	yu:ma V	to poke.		v.intr. &amp; v.tr.	
850	Yamphu	yupma	to tear, to wrench, to pinch, to seize and turn viciously.	 cuḍāunu	v.intr. &amp; v.tr.	
851	Yamphu	yupprik	suddenly falling or tumbling down.	 purlukkai (laḍnu)	adv.	
852	Yamphu	yuram	downward.	 ohrālo	adv.	
853	Yamphu	yurum	wall, fence of piled stones around a field or yard.	 gherā	n.	
854	Yamphu	э:	yeah, that's right		interj.	
855	Yamphu	yi:pma	to disappear from sight, to be blocked from sight		v.intr. &amp; v.tr.	803
856	Yamphu	yi:tcama	to laugh, to smile	 hāsnu	v.intr.	462
857	Yamphu	yi:wa	a) large river; b) the river Arū?.	 nadī	n.	
858	Yamphu	yiŋyaŋ	elephant		n.	
859	Yamphu	yi:-yi	swirling.		adv.	
860	Yamphu	yipma I	1) <i>v.intr.</i> a) to sharpen; b) to be washed away, to erode, to crumble away 2) <i>v.tr.</i> to sharpen.	 udhyāunu	v.intr. &amp; v.tr.	204
861	Yamphu	yipma II	to roll up		v.intr. &amp; v.tr.	
862	Yamphu	yippr̂iktoʔ	suddenly falling.	 purlukkai	adv.	
863	Yamphu	yo	attention requestive.		suffix.	
864	Yamphu	yogokpa	difficult ground or terrain with many obstacles.	 ḍhāḍ	n.	
865	Yamphu	yok	sticking out in all directions		adj.redupl.	
866	Yamphu	yokkroŋdoʔ	with a heavy thud		adv.	
867	Yamphu	yokma I	a) to look for, to search, to seek; b) to try to, to seek to.	 khojnu	v.intr. &amp; v.tr.	
868	Yamphu	yokma II	to break down, to cause to collapse, to demolish	 bhatkāunu	v.tr.	
869	Yamphu	yokpujiba	thin.	 dublo	adj.	
870	Yamphu	yokpujiji	thin.	 dublo	adj.	
871	Yamphu	yoktoʔ	with a thump, with a thud, with a crash.		adv.	
872	Yamphu	yombok	work.		n.	
873	Yamphu	yoŋʔukma	to be silent	 cup lāgnu	v.intr.	
874	Yamphu	yoŋa	water.		n.	935
875	Yamphu	kho:ro	separate			
876	Yamphu	khoŋsum	in three days from now	 nikārsī	n. &amp; adv.	
877	Yamphu	khopläktoʔ	(in expressions describing the spilling of contents or falling upside down of containers) in a manner as to leave nothing inside.		adv.	
878	Yamphu	khu	see <u>khuba.</u>			
879	Yamphu	khuʔwa	see <u>khuba.</u>			
880	Yamphu	khuba	active or present participle.		suffix.	
881	Yamphu	khudaŋ	pork lard.		n.	
882	Yamphu	khu:ma	to steal	 cornu	v.intr. &amp; v.tr.	157
883	Yamphu	khupma	claw of a bird; hoof.	 khur	n.	
884	Yamphu	khupma	to scratch, to claw, to dig out with the hand	 naŋgryāunu, koṭyāunu	v.intr. &amp; v.tr.	
885	Yamphu	khurgik	a species of bird.	 bhyākurā	n.	
886	Yamphu	khusubaŋ	thief.		n.	
887	Yamphu	khwailiŋa	see <u>khwä:liŋ.</u>			
888	Yamphu	khwaŋ	a species of tree.	 odāl	n.	
889	Yamphu	khwä:liŋ	round and round, in circles, around.		adv.	
890	Yamphu	kiʔä	long, tall	 lāmo	adj.	194
891	Yamphu	kiʔma	1 <i>v.intr.</i> (only in combination with the auxiliary of emotion -sima 'to feel') to be afraid, to be scared; 2 <i>v.tr.</i> to fear somebody	 ḍar lāgnu, ḍar mānnu	v.intr. &amp; v.tr.	805
892	Yamphu	kiʔmu	down in this direction.		demons.adv.	
893	Yamphu	kiʔna	elder brother's wife.	 bhaujyū	n.	
894	Yamphu	kiʔu	elder sister's husband.	 bhinā, bhijyū	n.	
895	Yamphu	yaŋmäŋ	grandchild.		n.	
896	Yamphu	ya:pma	(pertains to surfaces) to be rough, to be coarse	 khasro, kaḍā	v.intr.stat.	
897	Yamphu	ya:sa	a species of deer.	 thār	n.	
898	Yamphu	yaŋsaŋ	a) place to lodge, b) nest, habitation of a bird.	 bās basne ṭhāū	n.	839
899	Yamphu	yaŋsiŋbhu	a species of tree, <i>Schima</i> <i>wallichii.</i>	 cilāune	n.	
900	Yamphu	yapcäʔ	a) with all one's might; b) with difficulty, barely.	 muskil-le	adv.	
901	Yamphu	yapciduba	great-grandfather.		n.	
902	Yamphu	yapciduma	great-grandmother.		n.	
903	Yamphu	yara	barren		adj.	
904	Yamphu	yargisukma	one of the sixteen <i>cakkhqaŋma,</i> or evil female spirits, which afflict people with diseases.		n.	
905	Yamphu	yayewa	upper lip.		n.	
906	Yamphu	yäʔlo	a) first; b) before; c) long ago, at first.		adv.	
907	Yamphu	yäkma	a) to go ahead, to go first, to get ahead; b) to overtake; c) to end up first, to beat	 uchinnu	v.intr.	
908	Yamphu	yäŋäkkräkma	centipede, millipede.	 khajuro	n.	
909	Yamphu	yä:kma	to chew.	 capāunu	v.intr. &amp; v.tr.	903
910	Yamphu	yäŋma	to be ahead, to outstrip, to outdo, to beat	 uchinnu	v.intr.	
911	Yamphu	yäŋmaju:ma	(only as an infinitive) emulatively, seeing who's best, first, fastest etc.		v.intr.	
912	Yamphu	yäŋsima	to feel scared.		v.intr.	
913	Yamphu	yä:suba	goat.	 bākhrā	n.	
914	Yamphu	yä:yäʔ	(said to children) meat.		n.	
915	Yamphu	thi:jira	car, vehicle		n.	
916	Yamphu	thi:ma	to run, to ride, to drive		v.intr.	
917	Yamphu	thiŋma I	to take apart, to separate, to unravel, e.g. intestines.	 ukkāunu	v.intr. &amp; v.tr.	
918	Yamphu	thiŋma II	to set oneself to do something		v.intr. &amp; v.tr.	
919	Yamphu	thiŋma III	to carry on doing, to keep on doing.	 -dai garnu	v.intr.aux. &amp; v.tr.aux.	
920	Yamphu	thippa	a conical basket used as a sieve when preparing the local beer.		n.	
921	Yamphu	thokma	to prick lightly; to light by pressing onto a glowing bit of wood.	 jhosnu	v.tr.	537
922	Yamphu	thoktoŋgreʔa	the papery leaf around the foot of a bamboo stem.		n.	
923	Yamphu	thomma I	to drink		v.intr. &amp; v.tr.	
924	Yamphu	thomma II	to be inflated, to experience an inflated feeling		v.intr.	
925	Yamphu	thondro	pit, hollow place.		n.	
926	Yamphu	thoŋ	place, person		bound morph.	
927	Yamphu	tho:kma I	1) <i>v.intr.</i> a) to lean against something; b) to manage to sustain oneself by catching hold of something; c) to have a small rest d) to rest one's <i>ḍhoko</i> (porter's basket) on a <i>toklaŋ</i> (a stick used by porters to rest their load on) 2) <i>v.tr.</i> to cause to rest for support against something	 aḍes linu, aḍes dinu	v.intr. &amp; v.tr.	
928	Yamphu	thoŋma	to wrap around the waist, especially a <i>paṭukā,</i> a large cloth worn by women.		v.intr. &amp; v.tr.	
929	Yamphu	thoŋmai	girdle, waist band of women.	 paṭukā	n.	
930	Yamphu	tho:pma	to shove, to push		v.tr.	390
931	Yamphu	thop	exactly		adv.redupl.	
932	Yamphu	thoptoʔ	exactly to the place intended.	 ṭhabakkai	adv.	
933	Yamphu	thro:p	with the sound of slurping.		adv.	
934	Yamphu	thuʔwa	a species of tree, <i>Lilium</i> <i>Nepalense.</i>	 kherlā, khiraule	n.	
935	Yamphu	swi:k	shallow, like a rapid in a stream or river.		adj.redupl. &amp; adv.redupl.	
936	Yamphu	swi:kpa	whistle		n.	
