RN	DOCULECT	REFLEX	CONCEPT	NEPALI	GFN	ETYMON
567	Dumi	roNnɨ	1) (said esp. of children) fiddle with one's hands, play with something; 2) take in the hand (slowly as opposed to lopnɨ 'grab, seize')	hāt mā linu.	vt-3 ruN-roN	
568	Dumi	ro:rɨ	sperm, seed.		n.	
569	Dumi	Rotkɨ	Dumi family name of the Bɨ́rösmi: clan		n.	
570	Dumi	Ruwabhu	1) the primordial and original male god, the impregnator of Na:ye:m and progenitor of all things, who is pictured as a cosmic tree which bears the various tiers of existence and, as such, forms a parallel to the Norse tree of existence Yggdrasil, standing with its roots in the underworld and its highest branches stretching into the highest realms of existence; although permeating all the universe, Ruwabhu is visible from Earth as the planet Venus which appears alternately as a morning star and an evening star; this is an expression of Ruwabhu's most salient characteristic, viz. deceit	 śukra, śukragraha.	n.myth. [&lt; -bhu 'tree']	
571	Dumi	ryekbo	three		num.	
572	Dumi	sadzɨmkho:	circular wooden troughlike bowl, ca. 50cm in diameter	 ārī.	n.	
573	Dumi	sak	two		num.	
574	Dumi	sakbo	two (non-human)		num.	
575	Dumi	sakli	two		num.	
576	Dumi	sakpu	two (human)		num.	
577	Dumi	Saksebɨm	collective ethnonym for the Tamangs, Sherpas, and other cis-Himalayan Tibetan ethnic groups		n.	
578	Dumi	Saksɨm	Tamangs, Sherpa, cis-Himalayan Tibetan		n.	
579	Dumi	saksɨmbɨ	Tamang, Sherpa, cis-Himalayan Tibetan.		adj.	
580	Dumi	sakti	power, force.		n.	
581	Dumi	Na:ghɨle:m	the first housewife, first captured in the form of a stone by Khopsi-Lɨkpa.		n.	
582	Dumi	Na:l	spinach	 sāg	n.	
583	Dumi	Na:lkö	spinach tarkārī	 sāg-ko tarkārī.	n.	
584	Dumi	na:m	daylight, sun, sunshine	 ghām	n.	
585	Dumi	na:mgrim	sunset	 sūryāsta.	n.	
586	Dumi	na:mgrim-asewa	Good evening! (lit. evening greeting).		exp.	
587	Dumi	na:mlǝtnɨ	dry out in the sun		vt-2a lǝt-luts/lus	
588	Dumi	na:mnɨ	sink, become dunked under	 ḍubnu.	vi-1 na:m	
589	Dumi	na:mnɨ	dunk underwater (kaNkɨ-bi 'in the water'), cause to sink	 ḍubāunu.	vt-1 na:m	
590	Dumi	na:mnɨ	the day after tomorrow	 parsi	adv.	
591	Dumi	na:mnu	vide <A HREF="response.cgi?flags=undnnnnp&root=config&basename=/data/sintib/dumet&first=1&text_proto=na:mn{y}&method_proto=substring" target="_blank">na:mnɨ</A> adv.		adv.	
592	Dumi	na:mpɨ	upward, upslope, uphill	 ukālo	to:ti  adv.	
593	Dumi	na:msinɨ	(animate subject) sink, dunk oneself underwater, bathe (e.g. kaʔo:-bi 'in the river')	 ḍubnu, nuhāunu.	vr.non-erg.	
594	Dumi	na:mtsoʔ	sunshine, sunlight.		n.	
595	Dumi	na:mtsoktim	sun (as a celestial orb or heavenly body)	 sūrya, surje	n.	
596	Dumi	Na:ńsɨnɨ	sit down	 basnu.	vr.erg.	
597	Dumi	na:pmsinɨ	(animate subject) sleep soundly		vr.non-erg.	
598	Dumi	Na:ye:m	the daughter of Ri:be:m who, after being tricked by Ruwabhu into drinking his urine, conceived and became the Mother of All Things.		n.myth.	
599	Dumi	Na:yɨ	face (of a woman); dainty, comely, unblemished or beautiful face (of a man or a woman); countenance, visage	 anuhār	n.	
600	Dumi	Na:yɨ-ko:phu	face, countenance, visage	 anuhār.	n.	
601	Dumi	pha:kNsinɨ	q.v.] (with sam 'soul', said of mourners observing purifying rituals) to become cleansed with the tears of mourning, to cleanse one's soul after the death of a loved one through the observance of the mourning rituals.		vr.erg. [&lt; pha:knɨ vt-1 (2)	
602	Dumi	pha:r	base, fundament, foundation, bottom	 phed	n.	
603	Dumi	pha:r	snare	 pāso.	n.	
604	Dumi	pha:sule:m	feather, quill		n.	
605	Dumi	phapoʔo	bamboo culm sheath, which are shed as the bamboo plant grows, often covered with pigmented glass hairs	 bāʔs paṭyāʔs, bāʔsko khapiṭā	n.	
606	Dumi	phélǝp	thigh		n.	
607	Dumi	phélǝp-sa:lu	thighbone, femur		n.	
608	Dumi	phélǝpsu	thigh muscle.		n.	
609	Dumi	phe:ri	again.		adv.	
610	Dumi	phǝ́lembhu	the oak species Quercus glauca and lamellosa	 phalāʔṭ.	n.	
611	Dumi	phǝlnɨ	spread out, move about (e.g. biskun with one's hands on a māndro )	 calāunu	vt-3 phul-phǝl	
612	Dumi	phiNkhotnnɨ	send off, send to (patient agreement with recipient, not object sent)	 paṭhāi dinu	vt-5a phiNkhotnd/phiNkhotn-phiNkhotnts/phiNkhos-phiNkho-phiNkhot	
613	Dumi	phiNnɨ	1) send something to someone (patient agreement with the recipient, not with object sent); 2) send someone somewhere (patient agreement with person sent)	 paṭhāunu.	vt-2a phiN-phiNs	
614	Dumi	phiNsunɨ	send off to (patient agreement with recipient, not with object sent)	 paṭhāunu, paṭhāi dinu.	vt-6a phiNsa-phiNsu/phiNsuy-phiNsɨ-phiNso	
615	Dumi	phi:knɨ	sweep (with a broom)	 barālnu	vt-2a phi:kt/phi:k-phi:kh/phi:k	
616	Dumi	phi:tnɨ	request (patient in the locative marked by -bi )	 māʔgnu.	vt-2a phi:t-phi:ts/phi:s	
617	Dumi	phipnɨ	suck, draw (through a straw)	 cusnu, tānnu.	vt-2a phipt/phip-phiph/phip	
618	Dumi	phipsɨ	bamboo straw through which ɨmma 'millet beer' is sucked up out of a tun%bā.		n.	
619	Dumi	phipsul	thigh		n.	
620	Dumi	phiri:	ginger	 aduvā	n.	
621	Dumi	nosǝm				
622	Dumi	nu	nose	 nāk.	n.	
623	Dumi	nu-dɨlǝ	nostril.		n.	
624	Dumi	nukhil	snot, mucus	 sin%gān	n.	
625	Dumi	Nukhil	a two-day ritual performed by the shaman for any members of the community who have attained an age which is past child bearing age. In this ritual, the nukhil snot', a metaphor for fecund bodily effluents, is said to be sealed off or plugged up. After this ritual, the person or persons for whom the ritual has been performed formally enter the ranks of the respected elderly citizenry. The Nukhil dhyǝknɨ ritual is the culmination of the four-year ritual cycle of the Na:ghɨ and is performed immediately following the end of the four-day Tsomdam festival. It is during Nukhil dhyǝknɨ ceremony that one receives one's Moʔo  or 'Eternal Name'		dhyǝknɨ  n.	
626	Dumi	nukhil-gotɨr	type of bamboo; the shoots are slimy and emerge in a way reminiscent of snot, whence the name	 siŋgāne māliŋgo.	n.	
627	Dumi	nulɨ	daytime, in the daytime	 diũso	adv.	
628	Dumi	nulɨ-peʔe	in the middle of the day, halfway through the day, at noon, in broad daylight		adv.	
629	Dumi	nur				
630	Dumi	nurɨ	forest leopard or panther, Panthera pardus, or snow leopard, Panthera uncia	 bāgh	n.	
631	Dumi	nurɨ-tsutsu	respectful term for grandfather.		n.	
632	Dumi	nutso:	tip of the nose.		n.	
633	Dumi	Nyélǝksi	banana	 kerā	n.	
634	Dumi	Nyepnɨ	sow	 charnu	vt-2a Nyept/Nyep-Nyiph/Nyip	
635	Dumi	Nyetnɨ	1) hurt, ache; fester (of a wound); 2) be ailing, be in poor health.		vi-3 Nyi:ts/Nyi:s-Nyet	
636	Dumi	Nyetnɨ	(with non-referential third singular agent agreement and patient agreement with the person experiencing the pain) ache, hurt.		imp.vt-3 Nyi:ts/Nyi:s-Nyet	
637	Dumi	Nyi:nɨ	hear, not be deaf.		vi-1 Nyi:	
638	Dumi	Nyi:nɨ	hear, listen to		vt-1 Nyi:	
639	Dumi	Nyi:rnɨ	finish, complete (terminative pseudoaspectivizer with an infinitive)		vt-1 Nyi:r	
640	Dumi	Nyi:sdzɨnɨ	be ill, suffer, experience pain, be ailing	 duḥkhī rahanu.	vi-3 Nyi:ts/Nyi:s-Nyet + vi-4 dzo:-dzɨ-dzuy/dzu	
641	Dumi	kyakpu	the Himalayan yellow-throated marten, Martes flavigula	 mansāʔpro, malsāʔpro	n.	
642	Dumi	kyek, kyek-kyek-kyek	the barking sound of the kyakpu, q.v.		onomatopoeia	
643	Dumi	laitsi	1) the Nepalese cardamom, Amomum subulatum, a shrub with large long leaves living in moist or humid surroundings, bearing yellow flowers; 2) the fruit of the alaĩcī-plant consisting of refreshingly tangy red seeds in a brownish pod.		n.	
644	Dumi	lal	1) up front, in front 2) before.	 agāḍi	adv.	
645	Dumi	lala	golden ornamental jewelry worn by women.		n.	
646	Dumi	lalikha	love		n.	
647	Dumi	lallal	up front, in front	 agāḍi-agāḍi.	adv.emph.	
648	Dumi	lallambu	front side, to the front of	 agāḍipaṭṭī	adv.	
649	Dumi	lalsa:lu	sternum		n.	
650	Dumi	lalsu	chest		n.	
651	Dumi	lam	via.		postp.	
652	Dumi	lam	road, way, path	 bāṭo	n.	
653	Dumi	lamba, lambha	1) below, downhill, downstairs 2) down toward, down to	1) ohrālo	1) adv. 2) postp.	
654	Dumi	lambha				
655	Dumi	lambɨ	1) on a level plane	tira	1) adv. 2) postp.	
656	Dumi	lamda	down below	 ũdho	adv.	
657	Dumi	Lamdi:dza	the ancestral Dumi homeland extending from the Rāva Kholā, above its confluence with the Tāp, up to the top of the Bāksilā ridge, excluding Sun%del, Simpānī and Mākpā		n.	
658	Dumi	lamdɨ				
659	Dumi	lamdu	road, way, path	 bāṭo	n.	
660	Dumi	lamthi:nɨ	1) fall 2) hit the road, be on one's way	1) khasnu, laḍnu; 2) hĩḍnu.	vi-1 lam thi:y/thi:	
661	Dumi	dhyǝknɨ	plug up (e.g. one's ears, a hole), seal off	 bujyāunu	vt-2a dhyǝkt/dhyǝk-dhyǝkh/dhyǝk	
662	Dumi	Dibudam	ritual'] three-day ceremony which constitutes the third festival in the four-year festival cycle of the Na:ghɨ		n. [&lt; -dam 'prayer ritual']	
663	Dumi	dibusɨ	the tree Castanopsis hystrix		n.	
664	Dumi	Dikmi:	the most numerous Dumi clan in the Mākpā area		n.	
665	Dumi	Dikpa	clan name in Mākpā, same as Dikmi:.		n.	
666	Dumi	dilipopo	nocturnal forest eagle-owl Bubo nipalensis	 lāṭo-kosero, lāṭ-kaserā.	n.	
667	Dumi	din	day.		n.	
668	Dumi	Di:bumi	1) the hunting goddess, the goddess of the hunt, a communal ancestor goddess who must be worshipped by the men of the clan by sacrificing a chicken to it faraway on a cliff in the jungle because the hunt used once to be the sole source of food of the Dumi ancestors and, if the goddess of the hunt be neglected, she may afflict the menfolk with illness; 2) hunter, archer; 3) the hunt; prey, game.		n.myth.	
669	Dumi	di:r	pleasure, pleasingness	 man.	n.	
670	Dumi	dɨ	hole, cavity, pit.		n.	
671	Dumi	dɨʔ́dambhu	the tree Ficus roxburghii	 nibhāro	n.	
672	Dumi	dɨdhɨkwam	nipples (human)		n.	
673	Dumi	dɨkhɨm	chin		n.	
674	Dumi	dɨkhɨmsǝm	beard	 dāhrī	n.	
675	Dumi	dɨlǝ	small hole, cleft, opening	 chẽḍ, chĩḍ.	n.	
676	Dumi	dɨlidɨm	progenitress.		n.	
677	Dumi	Dɨmatsu	Dumi family name of the Bɨ́rösmi: clan		n.	
678	Dumi	dɨmnɨ	meet, run into each other	 milnu.	vi-1 dɨm	
679	Dumi	dɨmnɨ	blow (e.g. mi 'a fire')	 phuknu.	vt-1 dɨm	
680	Dumi	dɨmnɨ	meet, run into	 bheṭnu.	vt-1 dɨm	
681	Dumi	khɨri-khɨri	crumbly, gristly.		adj.	
682	Dumi	khɨri-khɨri-sa:lu	cartilage, gristle.		n.	
683	Dumi	khɨrnɨ	shoulders (as seen from above), the upper surface of the shoulders		n.	
684	Dumi	khlebu	dog hound	 kukur	n.	
685	Dumi	kho	if	 bhane.	conj.	
686	Dumi	khoʔkɨl-sa:lu	clavicle, collarbone		n.	
687	Dumi	khoʔo	year		n.	
688	Dumi	khoʔsi	cotton	 kapās.	n.	
689	Dumi	khokribhu	the tree Saurauia nepaulensis	 gogan.	n.	
690	Dumi	khoksi	Calladium arumaciae, delicious and wholesome bite-sized waxy, potato-like tuber, cooked in its shaggy brown skin and peeled individually whilst eating	 pin5ḍālu.	n.	
691	Dumi	khoksibhu, khoksikhɨribhu	the tree Ficus religiosa	 pīpal.	n.	
692	Dumi	khoksikhɨribhu				
693	Dumi	khoksɨm	bamboo wicker basket (Eastern Nep. maulā ), used as a receptacle for foodstuffs or utensils and suspended above the indoor fireplace of a Dumi household		n.	
694	Dumi	khoktarɨ	the tree Ficus semicordata	 khaniũ, khanyū	n.	
695	Dumi	khoNnɨ	come up	 māthi āunu	vi-3 khuN-khoN	
696	Dumi	kho:	pot, pan, cooking vessels (of all sorts)	 bartan	n.	
697	Dumi	khopbɨ	flat circular winnowing basket	 nāŋlo	n.	
698	Dumi	khoplɨ	skull, esp. the top portion of the skull	 khappar	n.	
699	Dumi	khoplɨ-dɨ	fontanelle.		n.	
700	Dumi	khopnɨ	1) plug up, cap, cover; 2) n., cover, cap	 ḍhakanā, birko.	vt-2a khopt/khop-khuph/khup	
701	Dumi	bhanim	+ -m nom.sf.] cross nephew, i.e. 1) sister's son (male speaking), 2) brother's son (female speaking).		n.	
702	Dumi	bha:l	around, in the vicinity of, within and about.		postp.	
703	Dumi	bhenǝm	1) elder sister's husband; 2) elder sister's husband's elder brother; 3) elder brother's wife's elder brother; 4) husband's elder sister's husband; 5) wife's elder sister's husband.		n.	
704	Dumi	bhiʔi	cow	 gāī	n.	
705	Dumi	bhi:	snake, serpent	 sarpa.	n.	
706	Dumi	bhoknɨ	1) put, gather together, put together, arrange; 2) toʔo bhoknɨ weave, run the weft or woof through the warp; 3) transitive perseverative aspectivizer	1) lāunu, lagnu; 2) tān bunnu, tān lāunu	vt-2a bhokt/bhok-bhokh/bhok	
707	Dumi	bhoNsunɨ	put, apply	 lagāi paṭhāunu.	vt-6a bhoksa-bhoksuy/bhoksu-bhoksɨ-bhokso	
708	Dumi	bhoNtunɨ	put, place, position, apply	 lagāi rākhnu.	vt-6a bhokta-bhoktuy/bhoktu-bhoktɨ-bhokto	
709	Dumi	bhorǝ	frog, toad	 bhyāgutā	n.	
710	Dumi	bhöri:	barking deer, Muntiacus muntjak	 mr_ga.	n.	
711	Dumi	bhu	tree	 rukh.	n.	
712	Dumi	bhu-ɨspɨ	tree squirrel		n.	
713	Dumi	bhuskam	fly, midge	 pipsā (which according to Rabinovic et al. (1968: 685) applies especially to midges flying around open cesspools)	n.	
714	Dumi	bhusum	mosquito	 lāmkhuṭṭe	n.	
715	Dumi	bhusuN	houseflies, Musca domestica	 jhīʔgā	n.	
716	Dumi	bhutsaʔa	bug	 kirā	n.	
717	Dumi	-bi	in, at, to	 mā.	loc.postp.	
718	Dumi	bi:de:nɨ	(patient agreement with recipient, not object given) give, hand over, proffer	 dii hālnu.	vt-6b bi:y/bi:-be: + vt-4 dit-dits/dis-det	
719	Dumi	bi:lnɨ	spoil, go bad, go off	 bigranu.	vi-1 bi:l	
720	Dumi	bi:nɨ	give something to someone, endow (patient agreement with recipient, not object given)	 dinu.	vt-6b bi:y/bi:-be:	
721	Dumi	tsǝpnɨ-so:sel	paper for writing on		n.	
722	Dumi	tsǝrnɨ	pay (patient agreement with recipient)	 tirnu.	vt-3 tsur-tsǝr	
723	Dumi	tsiʔdam	waist, girdle, loins	 kammar.	n.	
724	Dumi	tsiʔi	god, deity	 deva.	n.	
725	Dumi	tsiʔsu	the flank and the fleshy portion of the lower back, the general area surrounding the kidneys		n.	
726	Dumi	tsikʔop	flea, Pulex irritans	 upiyāʔ.	n.	
727	Dumi	tsili	anger, ire, wrath	 rīs	n.	
728	Dumi	Tsimtso	one of the two avian escorts who took Na:ye:m from earth to the planet Venus, Ruwabhu		n.myth.	
729	Dumi	tsin	moment, instant, second.		n.	
730	Dumi	tsi:	millet beer		n.	
731	Dumi	Tsi:dam	three-day ceremony which constitutes the second festival in the four-year festival cycle of the Na:ghɨ		n.	
732	Dumi	tsi:lǝ	careful, alert, on the ball	 hośiyār, tejī.	adj.	
733	Dumi	tsi:lnɨ	break open	 phornu.	vt-1 tsi:l	
734	Dumi	tsi:mo	deity, supernatural being	 devatā.	n.	
735	Dumi	tsi:Nnɨ	hate	 ghröṇā garnu	vt-1 tsi:N	
736	Dumi	tsi:rambhu	the tree Maesa chisia	 bilāune rukh.	n.	
737	Dumi	tsipuli	flint	 cakmak	n.	
738	Dumi	tsirdǝm	female urethra		n.	
739	Dumi	tsirkhɨm	urine, piss	 piśāb	n.	
740	Dumi	tsirnɨ	pee, urinate	 muṭnu, pis!āb garnu.	vi-1 tsir	
741	Dumi	tokpeʔbhu	the Nepalese red rhododendron tree, Rhododendron arboreum	 lāligurāʔs.	n.	
742	Dumi	toksɨ	neck, throat	 munṭo (neck), gicro (front of the neck).	n.	
743	Dumi	tom	this		1) dem.art. 2) pro.	
744	Dumi	tombi	here		adv.	
745	Dumi	tombɨ	down here		adv.	
746	Dumi	tombu	here, over here (same altitude as point of reference)		adv.	
747	Dumi	tommɨl	they, them, these		pro.pl.	
748	Dumi	tomtɨ	up here		adv.	
749	Dumi	to:dɨ	eldest born (son)		n.adj.masc.	
750	Dumi	to:dɨse	eldest born son		n.	
751	Dumi	to:ma	first born (offspring or sibling), eldest sister	 jeṭhī, jeṭhī didī	n.adj.fem.	
752	Dumi	to:ma	spouse (female)		n.	
753	Dumi	To:ma	the elder sister of Khopsi-Lɨkpa.		n.myth.	
754	Dumi	to:ma-khe:ma	sisters, female siblings	 didī-bahinī	n.	
755	Dumi	to:mi	(of a married female) first born (offspring or sibling)		n.fem.	
756	Dumi	to:pɨ	spouse (male)		n.	
757	Dumi	to:psɨ	vessel for water or ɨmma 'millet beer', consisting of a single large bamboo segment, cut off so that one transverse membrane forms a bottom and the top end is open.		n.	
758	Dumi	Tophutsi	an indoor deity in the form of a huge, dreadful serpent thicker than a man's thigh, the household incarnation or domestic avatār of the cosmic god Sɨḿnim; the serpent god twined about the arborescent aspect of Ruwabhu.		n.	
759	Dumi	towu	hither		adv.	
760	Dumi	törnɨ	snap, break	 bhāʔcinu.	vi-1 tör	
761	Dumi	okto	medicine, ointment	 davāī, okhatī, auṣadhī.	n.	
762	Dumi	oNnɨ	enter	 pasnu.	vi-3 uN-oN	
763	Dumi	o:-	my.		pf.; (first person singular possessive prefix)	
764	Dumi	o:tsyep	bed, mattress.		n.	
765	Dumi	oplɨtnɨ	(with non-referential third singular patient agreement) bounce incessantly, propel oneself by bouncing (e.g. of mulu 'hail'); prance about, hop repeatedly (e.g. as a form of locomotion of insects)	 uchiṭṭi hĩḍnu	vt-2a oplɨd/oplɨt-oplɨts/oplɨs	
766	Dumi	opnɨ	1) toss, cast (esp. ya:lɨ 'a net')	1) jāl hānnu	vt-3 uph/up-op	
767	Dumi	opnɨ	a) make spark, cause to spark, strike (flint); b) (with non-referential third singular agent agreement and patient agreement with sole nominal argument) 1) bounce (of mulu 'hail'); prance about, hop (e.g. of insects); pop, pop into the air (of muluswasi 'maize' being popped); 2) catch fire, spark, start to blaze	1) uchiṭṭinu; 2) jhulkinu.	vt-2a opt/op-oph/op	
768	Dumi	pa				
769	Dumi	pahudam	the Hindu prayer service or pūjā in honour of the dog (Nep. kukur-pūjā or kukur-tihār) celebrated on the the second day of the five-day Tihār (Yampañcak) festival, i.e. on the fourteenth day of the dark half of the month of Kārtik on which occasion the dogs are held in reverence and fed		n.	
770	Dumi	pakhɨr	upper arm (from shoulder to elbow).		n.	
771	Dumi	pa:bu	small bamboo species Dendrocalamus strictus	 māle bāʔs.	n.	
772	Dumi	pa:kha	outside	 bāhira.	adv.	
773	Dumi	pa:lkokti	sweet potato	 sutunī	n.	
774	Dumi	pa:nɨ	allative aspectivizer for intransitive verbs		vi-3 pǝts/pǝs-pa	
775	Dumi	pa:nɨ	allative aspectivizer for transitive verbs		vt-4 pad/pǝt-pǝts/pǝs-pǝ	
776	Dumi	pa:nte:l	courtyard, farmyard	 āʔgan.	n.	
777	Dumi	pa:rko:ti	(said of way of sitting) lotus sit, indian style, cross-legged.		adv.	
778	Dumi	pa:tnɨ	1) wrap, spool (e.g., su:le thread), bandage, wrap up; 2) join together, patch, mend	 (dhāgo ) gāʔsnu	vt-2a pa:t-pa:ts/pa:s	
779	Dumi	papa	father		n.	
780	Dumi	páraksibhu	the tree Litsea cubebe or Litsea citrata (listed in some botanical sources as Zanthoxylum oxyphyllum or Lindera neesiana)	 silṭīmur.	n.	
781	Dumi	i:pnɨ	put to bed, put to sleep	 sutāunu.	vt-2c i:pt/i:p-i:ph/i:p	
782	Dumi	irpɨ	branch	 hāʔgo.	n.	
783	Dumi	isilimbhu	the tree Castanopsis tribuloides of the family Fagaceae, sacred tree of the Dumi shamanist oracle	 sāno kaṭus, musure kaṭus	n.	
784	Dumi	ɨ-	(possessive prefix of the third person) his, her, its, their.		pf.	
785	Dumi	ɨm	he, she (human).		pro.	
786	Dumi	ɨma	he, she (human).		pro.erg.	
787	Dumi	ɨmɨr	the term mɨr (q.v.) with an incorporated third singular possessive prefix.		n.	
788	Dumi	ɨmma	millet beer	 jāʔḍ	n.	
789	Dumi	ɨmmɨl	they (plural animate)		pro.	
790	Dumi	ɨmnɨ	they (dual)		pro.	
791	Dumi	ɨnnɨ	1) be felled, topple 2) (with sa:yɨ 'vital force') fall deathly ill, be near to death, be dying.	1) ḍhalnu	vi-3 ɨnts/ɨs-ɨt	
792	Dumi	ɨnnɨ	fell	 ḍhālnu	vt-2a ɨnd/ɨn-ɨnts/ɨs	
793	Dumi	ɨntsɨ	they (dual)		pro.	
794	Dumi	ɨrpɨ	branch	 hāʔgā.	n.	
795	Dumi	ɨspɨ	mouse	 musā	n.	
796	Dumi	ɨtnɨ	roast		vt-2a ɨd/ɨt-ɨts/ɨs	
797	Dumi	ɨtsɨ	definitely, verily	 pakkā.	adv.	
798	Dumi	ɨyo:	nest	 gũḍ.	n.	
799	Dumi	kaʔo:	river	 kholā, nadī.	n.	
800	Dumi	kaʔo:khɨ	river-sāʔgo.		n.	
801	Dumi	ba:rbati	vide <A HREF="response.cgi?flags=undnnnnp&root=config&basename=/data/sintib/dumet&first=1&text_proto=pa:lkokti&method_proto=substring" target="_blank">pa:lkokti.</A>		n.	
802	Dumi	ba:rdzǝsibhu	the tree Artocarpus integrifolia	 kaṭahar	n.	
803	Dumi	ba:rsi	the tree Artocarpus integrifolia	 kaṭahar	n.	
804	Dumi	ba:tnɨ	1) say 2) inceptive pseudo-aspectivizer 'to start, to begin, to commence'	 bhannu	vt-2a ba:t-ba:ts/ba:s	
805	Dumi	baphswasi	maize, corn	 makai	n.	
806	Dumi	barabhu	the banyan tree Ficus bengalensis	 bar	n.	
807	Dumi	barnɨ	increase in size, augment, grow, swell, swell up.		vi-1 bar	
808	Dumi	báṭha:n	khukuri	 khukurī.	n.	
809	Dumi	baudzɨm	elder brother's wife		n.	
810	Dumi	bele	loitering, idleness		n.	
811	Dumi	belo	sickle, scythe	 hãsiyā.	n.	
812	Dumi	beluwa	vide <A HREF="response.cgi?flags=undnnnnp&root=config&basename=/data/sintib/dumet&first=1&text_proto=belo&method_proto=substring" target="_blank">belo.</A>		n.	
813	Dumi	be:la	period of time, time.		n.	
814	Dumi	be:tnɨ	tear, wear through, break do to wear and tear	 chednu, phāṭnu, makinu	vi-3 bi:ts/bi:s-be:t	
815	Dumi	berɨspɨ	bat	 camerā, camero	n.	
816	Dumi	bǝllǝ	1) haste, hurry; 2) early, quickly		n.	
817	Dumi	bǝĺsinɨ	relax, take a breather, take a rest	 bisāunu.	vr.non-erg.	
818	Dumi	bǝnnɨ	feel, touch	 chunu.	vt-5b bǝnd/bǝn-bǝnts/bǝs-bǝn-bot	
819	Dumi	bha	anus	 mujī	n.	
820	Dumi	bhandzim	cross niece, i.e. 1) sister's daughter (male speaking), 2) brother's daughter (female speaking).		n.	
821	Dumi	busu	cheek	 gālā.	n.	
822	Dumi	byerkhotɨ	flood.		n.	
823	Dumi	byernɨ	fly	 uḍnu.	vi-3 byir-byer	
824	Dumi	daʔlo:	fireplace, hearth in its entirety, consisting of the ba:kkuli and, situated therein, the sɨptɨlu, q.v.	 aghenu.	n.	
825	Dumi	dabe	sheath.		n.	
826	Dumi	Dakhɨli-Surita	the mother of the original human family, one of the parents of Khopsi-Lɨkpa		n.myth.	
827	Dumi	dakhö́ri:lɨ	incantation or prophecy, uttered by a shaman	 mundhum.	n.	
828	Dumi	dani	girl.		n.	
829	Dumi	danilu	(also called birmelu ) one of the three stones comprising the sɨptɨlu (q.v.), the stone situated nearest to the wall	 chorī-celi ḍhun%gā	n.	
830	Dumi	da:dze	1) elder brother; 2) husband's elder brother		n.	
831	Dumi	da:li	chin		n.	
832	Dumi	da:lisǝm	beard		n.	
833	Dumi	da:pḿsinɨ	be stricken, be unpleasantly overwhelmed by a sensation, esp. the cold (dzuʔu ) or too much salt or chilly in food	 cākhnu	vr.erg.	
834	Dumi	da:pnɨ	beat, pound (gu, sikiri clothes, clothing against rocks or with a stick at the riverside whilst washing).		vt-2a da:pt/da:p-da:ph/da:p	
835	Dumi	da:pnɨ	experience, taste, feel (esp. an unpleasant sensation, e.g. dzuʔu 'the cold')	 cākhnu	vt-2a da:pt/da:p-da:ph/da:p	
836	Dumi	da:ppa:nɨ	give a beating, pound systematically, esp. clothes, clothing (gu, sikiri ) against rocks or with a stick at the riverside whilst washing).		vt-4 da:ppad/da:ppǝt-da:ppǝts/da:ppǝs-da:ppǝ	
837	Dumi	delme	1) younger brother's wife; 2) younger sister's husband's younger sister		n.	
838	Dumi	deltsu	vide <A HREF="response.cgi?flags=undnnnnp&root=config&basename=/data/sintib/dumet&first=1&text_proto=moktsu&method_proto=substring" target="_blank">moktsu.</A>		n.	
839	Dumi	de:ʔe	lexicalized adverbial complement of the verb photnɨ vt-2a, q.v.		adv.	
840	Dumi	de:l	village	 gāũ.	n.	
841	Dumi	sumdinna	vide <A HREF="response.cgi?flags=undnnnnp&root=config&basename=/data/sintib/dumet&first=1&text_proto=s{y}mdinna&method_proto=substring" target="_blank">sɨmdinna.</A>		adv.	
842	Dumi	summa	the red jungle fowl Gallus gallus, predecessor of all domesticated chickens	 jan%galī kukhurā	n.	
843	Dumi	Sumnim	vide <A HREF="response.cgi?flags=undnnnnp&root=config&basename=/data/sintib/dumet&first=1&text_proto=s{y}mnim&method_proto=substring" target="_blank">sɨmnim.</A>		n.	
844	Dumi	sunɨ	1) escort, deliver 2) dimittive aspectivizer	1) puryāunu; 2) paṭhāunu	vt-6a sa-suy/su-sɨ-so	
845	Dumi	sunpa:nɨ	go escort someone somewhere, go get something or someone to a place	 puryāunu, puryāi rākhnu	vt-6a sa-suy/su-sɨ-so + vt-4 pad/pǝt-pǝts/pǝs-pǝ	
846	Dumi	suntunɨ	escort, get something or someone to a place	 puryāi rākhnu, lagi rākhnu	vt-6a sata-sutuy/sutu-sɨtɨ-soto	
847	Dumi	sunum	gold.		n.	
848	Dumi	su:le	thread	 dhāgo	n.	
849	Dumi	supeʔ	family name, a family or lineage within a clan		n.	
850	Dumi	suppu	stinging locust, stinging grasshopper, generally found near water	 uphrine phaṭyān%gro, uphrine phaṭen%gro	n.	
851	Dumi	sura	rice (uncooked)	 cāmal	n.	
852	Dumi	sya:lpu	jackal, Canis aureus		n.	
853	Dumi	syemma	dream; vision		n.	
854	Dumi	syendi	nail, claws, talon	 naŋ	n.	
855	Dumi	syennɨ	look at, discern	 hernu	vt-4 syend/syen-syents/syes-syet	
856	Dumi	sye:tɨm	white.		adj.	
857	Dumi	takirma	fourth born (offspring or sibling)		n.adj.fem.	
858	Dumi	takirmi	(of a married female) fourth born (offspring or sibling)		n.fem.	
859	Dumi	takɨ	fourth born (offspring or sibling)		n.adj.masc.	
860	Dumi	takɨse	fourth born son		n.masc.	
861	Dumi	tseḿsinɨ	1) play 2) (with lǝpa 'wrestling, wrestling match') wrestle	1) khelnu	1) vr.non-erg. 2) vr.erg.	
