RN	DOCULECT	REFLEX	CONCEPT	NEPALI	GFN	ETYMON
673	Limbu	pipmaʔ, -pitt-/-pit-/-piʔl	jump over something or someone (vertically)		vt.	737
674	Limbu	pitcha	beef.		n.	
675	Limbu	pitchidza	gadfly, botfly, horsefly.		n.	
676	Limbu	pitchikkiʔ	leash or rope with a loose non-adjustable noose to tie up a cow or bull to a post or tree.		n.	
677	Limbu	pitcho:ʔl	beef fat.		n.	
678	Limbu	pitchule:	pipsqueak, squirt.		n.pej.	
679	Limbu	pitma	cow.		n.	672
680	Limbu	pitnu	cow's milk.		n.	
681	Limbu	kɔksiN, kɔk	the lumber tree Michelia chaupaca, characterized by long leaves, yellow flowers and bearing fruits in clusters		n.	
682	Limbu	kɔmbe:la	at this time, presently.		adv.	
683	Limbu	kɔmmaʔ, -kɔm-	graze (patient: livestock).		vt.	
684	Limbu	kɔmmaʔ, -kɔnd-/-kɔn-	cover on foot, walk, walk down		vt.	
685	Limbu	kɔN	1) he, she it (proximal); 2) this.		1) pro. 2) dem.	196
686	Limbu	kɔNmaʔ, -kɔks-/-kɔN-	get unsure footing		vi.	
687	Limbu	kɔNya:pmaʔ, kɔN-ya:r-/-kɔN-ya:t-/kɔN-ya:ʔl	be this much, amount to this much		vi.	
688	Limbu	kɔNya:ppa	this big, such a big (proximal)		adj.	
689	Limbu	kɔNya:psa	this small, such a small (proximal)		adj.	
690	Limbu	kɔ:	(slang) wow, the best		adj.	
691	Limbu	kɔpmaʔ, -kɔtt-/-kɔt-/-kɔʔl	have, possess		vt.	852
692	Limbu	kɔsɔN, kasaN	new.		adj.	844
693	Limbu	kɔsɔNnuba	fresh.		adj.	
694	Limbu	kɔtna	over here, hither		adv.	
695	Limbu	kɔtnanaʔ	hither, to this side, on the near side.		adv.	
696	Limbu	kɔtna:dha:mbi	on this slope, on this slope (of this mountain ridge)		adv.	
697	Limbu	kɔtna:nhaN	to this side		adv.	
698	Limbu	kɔtna:sime:n	adjacent, near, proximal; neighbouring		adv.	
699	Limbu	kɔttho:	up here.		adv.	
700	Limbu	kɔt-yo:	down here.		adv.	
701	Limbu	thiNmaʔ, -thiNs-/-thiN-	masturbate (male); cause to flower or swell up		vt.	
702	Limbu	thi:	millet beer, squeezed out of fermented red millet		n.	
703	Limbu	thi:kmaʔ, -thi:kt-/-thi:k-	peel (eg. fruits)		vt.	
704	Limbu	thi:-kunda	large metallic or earthenware jug for fer- menting thi:.		n.	
705	Limbu	thi:mmaʔ, -thi:nd-/-thi:n-	lay an egg		vt.	
706	Limbu	thi:n	egg		n.	387
707	Limbu	thi:Nmaʔ, -thi:ks-/-thi:N-	expose the glans penis by retracting the foreskin		vt.	
708	Limbu	tho:	above; upstairs; up.		adv.	510
709	Limbu	-tho:	since.		postp.	
710	Limbu	tho:ʔmaʔ, -tho:ʔr-/-tho:ʔ-	shed light on something in the dark, illuminate (eg., with lantern or torch)		vt.	
711	Limbu	tho:dho:ʔ	way up there.		adv.	
712	Limbu	tho:ghɛN	that (one) up there.		dem.	
713	Limbu	tho:-gɔrɔ-tho:	way up high, way up there.		adv.	
714	Limbu	tho:kmaʔ, -tho:kt-/-tho:k-	bear fruit		vi.	
715	Limbu	tho:kmaʔ, -tho:kt-/-tho:k-	cook (patient: tɔk, ma:ki, sa), saute, fry		vt.	537
716	Limbu	tho:kmaʔ, -tho:kt-/-tho:k-	spit at a distance, spew		vt.	577
717	Limbu	tho:kpɛʔl	rhododendron (Nep. lāligura_s).		n.	
718	Limbu	tho:mmaʔ, -tho:ps-/-tho:m-	spy on someone, eavesdrop, observe furtively.		vt.	
719	Limbu	tho:naNnu	via the high road		adv.	
720	Limbu	tho:Nmaʔ, -tho:ks-/-tho:N-	1) kick someone, strike someone with the hind legs (non-human agent); 2) strike someone with one's horns, gore someone		vt.	
721	Limbu	tɛkmaʔ, -tɛkt-/-tɛk-	1) be sufficient; 2) sate, be sufficient for, reach		1) vi. 2) vt.	380
722	Limbu	tɛllɛm	hung up, suspended, Nep. tuŋdruŋai, tundruŋai		adv.	
723	Limbu	tɛlɔkkɛntaNsaN	the firmament, the heavens		n.poet.	
724	Limbu	tɛlɔk-taNsaN-phɛ:-be:-tɔrɔN	aeroplane		n.poet.	
725	Limbu	tɛmbho:	lowland, the plains, the low-lying areas		n.	509
726	Limbu	tɛmbho:tuN	malaria.		n.	
727	Limbu	tɛmmaʔ, -tɛnd-/-tɛn-	agree, concur, believe, consent, obey		vi.	
728	Limbu	tɛmmaʔ, -tɛms-/-tɛm-	catch, grab a hold of.		vt.	
729	Limbu	tɛn	place		n.	
730	Limbu	tɛ:Nmaʔ, -tɛ:ks-/-tɛ:N-	tear, be torn		vi.	535
731	Limbu	tɛ:pmaʔ, -tɛ:r-/-tɛ:t-/-tɛ:ʔl	be overcooked		vi.	
732	Limbu	tɛpmaʔ, -tɛpt-/-tɛp-	1) cover, enshroud, wrap, swaddle; place a cover on; 2) brood (an egg)		vt.	795
733	Limbu	tɛpmaʔ, -tɛtt-/-tɛt-/-tɛʔl	consent to give something (patient: object given).		vt.	
734	Limbu	tɛtla	leaf		n.	415
735	Limbu	tɛtmaʔ, -tɛtt-/-tɛt-/-tɛʔl	the bound passivizer		vi.	
736	Limbu	tǝla	upstairs floor, storey, attic.		n.	
737	Limbu	thakmaʔ, -thakt-/-thak-	bring up		vt.	
738	Limbu	thalik				
739	Limbu	thamaʔ	1) fall; 2) set (of the sun) ; 3) -na thamaʔ lose face; 4) (with samba:n 'punishment') undergo punishment, be punished; 5) cadent aspectivizer highlighting falling motion		vi.irr.	567
740	Limbu	thamaʔ	relinquitive aspectivizer 'to leave', vide 5.3.4		v.irr.	
741	Limbu	ya:maʔ, -ya:s-/-ya:-	1) be tickled, feel tickled, be ticklish (intensified with the aspectivizer simaʔ); 2) vide mik ya:maʔ.		vi.	222
742	Limbu	ya:mbɔk	work, task.		n.	
743	Limbu	ya:mmaʔ, -ya:nd-/-ya:n-	1) (of a knife) cut, succeed at cutting; 2) succeed in getting something done, get something done, be capable of taking something on, be 'up to' a task or undertaking; 3) (in a sexual sense) be 'up to', be capable of handling, be capable of taking someone on; 4) (sexual) be successful, work out, succeed		1-3) vt. 4) vi.	
744	Limbu	ya:mmaʔ, -ya:nd-/-ya:n-	1) (of water) be hot; 2) become enraged, become hot with rage		vt.imp.	
745	Limbu	ya:n	day		n.	485
746	Limbu	ya:ndik	free time, respite, leisure time		n.	
747	Limbu	ya:Nmaʔ, -ya:ks-/-ya:N-	1) be dizzy, feel vertiginous; (with intensifying aspectivizer simaʔ) have chills run down one's spine, experience sudden vertigo, be suddenly terrified, be scared to death,  experience a vertiginous fright; 2) frighten, shock.		1) vi. 2) vt.	
748	Limbu	ya:Nmaʔ, -ya:N-	transfer.		vt.	
749	Limbu	ya:pmaʔ, ya:r-/-ya:t-/-ya:ʔl	moan, groan.		vi.	
750	Limbu	ya:pmaʔ, ya:r-/-ya:t-/-ya:ʔl	be (an amount)		vi.	
751	Limbu	ya:pmi				
752	Limbu	ya:rrrrr	grrr		onomatopoeia	
753	Limbu	ye:			emph.part.	
754	Limbu	ye:	urge to laugh		n.	
755	Limbu	ye:Nmaʔ, -ye:ks-/-ye:N-	chatter, grind (of teeth) in one's sleep		vi.	
756	Limbu	ye:pmaʔ, -ye:r-/-ye:t-/-ye:ʔl	1) laugh; 2) muse:N lɔʔrik ye:pmaʔ smile.		vi.	462
757	Limbu	ye:pmaʔ, -ye:tt-/-ye:t-/-ye:ʔl	laugh at someone		vt.	
758	Limbu	yɛʔl	bone		n.	454
759	Limbu	yɛʔllɛN				
760	Limbu	yɛʔllin, yɛʔllɛN	extremely; incessantly, constantly.		adv.	
761	Limbu	sumliN	two years ago		adv.	
762	Limbu	summaʔ, -sund-/-sun-	scrape together with the blade of the hand		vt.	342
763	Limbu	summaʔ, -sups-/-sum-	accumulate, save, amass, gather together, convene, assemble		vt.	336
764	Limbu	sumraN	all three		num.	
765	Limbu	sumsi	three.		num.	288
766	Limbu	sumsum	honestly, conscientiously, well-mannered, unassuming, modestly.		adv.	
767	Limbu	suN	gift, present.		n.	
768	Limbu	suNmaʔ, -suks-/-suN-	cough.		vi.	243
769	Limbu	suNmaʔ, -suN-	pack, wrap up		vt.	
770	Limbu	suntala	orange.		n.	
771	Limbu	su:maʔ, -su:s-/-su:-	be late		vi.	328
772	Limbu	su:mmaʔ, -su:nd-/-su:n-	1) become scarce, few, a little bit; 2) (with na face) stroke over someone's face in a downward direction with the palm of one's hand as a sign of aggression, anger and as a challenge to fight		1) vi. 2) vt.	
773	Limbu	su:pmaʔ, -su:pt-/-su:p-	cap (a bottle), close a lid, put a lid on, close (a door or window), close off, put a cover on, shut off, seal off		vt.	340
774	Limbu	su:pna	lid, top, cap, cover (Nep. birko)		n.	
775	Limbu	su:thɛba	1) great-grandfather, 2) great-grand-uncle.		n.	
776	Limbu	su:yuma	1) great-grandmother, 2) great-grand-aunt.		n.	
777	Limbu	supmaʔ, -sur-/-sut-/-suʔl	1) complete, finish; 2) finish someone off; 3) terminative aspectivizer with transitive verbs		vt.	780
778	Limbu	supmaʔ, -sub-/-sup-	1) be shut, be closed; 2) close (door or window)		1) vi. 2) vt.	340
779	Limbu	supmaʔ, -supt-/-sup-	suck up, take draughts through a pi:tchiN		vt.	332
780	Limbu	supmaʔ, -sutt-/-sut-/-suʔl	taste by taking a draught through a pi:tchiN (collocates with tɔNba)		vt.	
781	Limbu	huksik	arm marrow		n.	
782	Limbu	huksup	gloves		n.	
783	Limbu	huksupmaʔ, huk-supt-/huk-sup-	hand over.		vt.	
784	Limbu	huktappe:	palm of the hand		n.	568
785	Limbu	humaʔ, -hus-/-hu-	expose someone, discuss someone, disclose someone's secrets		vt.	
786	Limbu	hummaʔ, -hum-	sink (into water); drown		vi.	31
787	Limbu	hummaʔ, -hums-/-hum-	drown, cause to sink, dunk under (in water or mud).		vt.	
788	Limbu	humsiNmaʔ	go underwater; drown oneself.		vr.	
789	Limbu	huNmaʔ, -huN-	pay		vt.	
790	Limbu	hu:p	knot		n.	
791	Limbu	hu:pciki	a tangled knot, knot which will not come undone, an untiable knot, a knot with Gordian propensities		n.	
792	Limbu	hupmaʔ, -hutt-/-hut-/-huʔl	rub, scrub (with soap, oil, ashes)		vt.	
793	Limbu	i	or.		conj.	
794	Limbu	i	a hair (on one's head)		n.	985
795	Limbu	iʔlko:maʔ, iʔl-ko:s-/iʔl-ko:-	guard the harvest (against livestock and rodents)		vi. (or vt. with 3sP agreement)	
796	Limbu	iʔre:ʔe:	probably		clause-final part.	
797	Limbu	ida:k	string, rope		n.	468
798	Limbu	idik	a long period of time, a long time		n.	
799	Limbu	idzige:k	knot, tangle		n.	
800	Limbu	ighe:Nmaʔ, -i-ghe:ks-/i-ghe:N-	tie, make a knot; tie up		vt.	
801	Limbu	ko:co:dɔk	dog food, leftover rice for the dog.		n.	
802	Limbu	ko:co:saʔl	puppy		n.	
803	Limbu	ko:co:-sidza	small streamlined greyish black botflies of the family _stridae that live in dogs' fur, burrowing into the skin.		n.	
804	Limbu	ko:dzi	pocket.		n.	
805	Limbu	ko:kmaʔ, -ko:kt-/-ko:k-	prop something up		vt.	
806	Limbu	ko:m	jew's harp		n.	
807	Limbu	ko:maʔ, -ko:s-/-ko:-	be hot (of substances and objects not undergoing combustion)		vi.	166
808	Limbu	ko:maʔ, -ko:s-/-ko:-	guard, care for, look after		vt.	400
809	Limbu	ko:Nmaʔ, -ko:ks-/-ko:N-	get oneself a pillow, use something as a pillow		vt.	71
810	Limbu	ko:pmaʔ, -ko:tt-/-ko:t-/-ko:ʔl	look for, search		vt.	
811	Limbu	ko:rɛʔl	clay slingshot pellet (Nep. maṭya_gro)		n.	
812	Limbu	ko:si	the Kosī River, the Ta:mar, q.v.		n.	
813	Limbu	ko:ṭha	room.		n.	
814	Limbu	kɔʔo:	here.		adv.	
815	Limbu	kɔʔtho:				
816	Limbu	kɔʔyo:				
817	Limbu	kɔbhrɔk	only this much, only that much.		adv.	
818	Limbu	kɔk	load, pack, burden.		n.	857
819	Limbu	kɔkmaʔ, -kɔkt-/-kɔk-	grow stiff (due to the cold or to rigor mortis)		vi.	
820	Limbu	kɔkmaʔ, -kɔkt-/-kɔk-	bear young (nonhuman agent), bring forth (yaN money, kudzaʔ fruit)		vt.	
821	Limbu	aNga	I, me.		pro.	12
822	Limbu	ani	we, us (plural inclusive).		pro.	
823	Limbu	ani-	our (plural inclusive).		pf.	
824	Limbu	anige	we, us (plural exclusive).		pro.	
825	Limbu	anige-	our (plural exclusive).		pf.	
826	Limbu	a:bhyaʔ	., how much		adv	
827	Limbu	a:itiba:r	Sunday.		n.	
828	Limbu	a:k	burp, belch		n.	
829	Limbu	a:kdaNba	what kind of		adj.n.	
830	Limbu	a:kkhe:	how		adv.	
831	Limbu	a:kkhe:lɔʔrik	how, in which way		adv.	
832	Limbu	a:kkhɛlle	at what time; when		adv.	
833	Limbu	a:kkhɛn	how much, how many		adv.	
834	Limbu	a:kkhɛnbe:la, a:kphe:la	at which time.		adv.	
835	Limbu	a:kkhyaN	how, in what manner.		adv.	
836	Limbu	a:kkhya:k-idik	how long, until when		adv.	
837	Limbu	a:kkhya:k, a:kkhya:kpa	how many, how much		adv.	
838	Limbu	a:kkhya:kpa				
839	Limbu	a:kkhya:pmaʔ, a:k-khya:r-/a:k-khya:t-/a:k-khya:ʔl	be how much		vi.	
840	Limbu	a:kkhyɛN				
841	Limbu	thɛkmaʔ, -thɛkt-/-thɛk-	blindfold; cover someone's eyes; obscure from view		vt.	895
842	Limbu	thɛkmaʔ, -thɛkt-/-thɛk-	(with non-referential 3sP agreement) glut oneself with something, over-eat, over-indulge		vt.	
843	Limbu	thɛlik	until, till		postp.	
844	Limbu	thɛmmaʔ, -thɛm-	criticize someone (in his presence), point out someone his bad points		vt.	
845	Limbu	thɛmmaʔ, -thɛnd-/-thɛn-	boil something in a liquid		vt.	
846	Limbu	thɛNmaʔ, -thɛN-	gather together and inclose, gather and confine, enclose, package, shut in, pen in, immure.		vt.	
847	Limbu	thɛNya:n	stomach (as an internal organ)		n.	
848	Limbu	thɛ:maʔ, -thɛ:s-/-thɛ:-	break open (ripe fruit); dissect, carve (a slaughtered animal carcass)		vt.	
849	Limbu	thɛ:Nmaʔ, -thɛ:ks-/-thɛ:N-	1) tear; 2) force open		vt.	535
850	Limbu	thiʔmaʔ, -thiʔr-/-thiʔ-	1) infect someone with one's bad habits; 2) afflict by ingestion of taboo body parts of animals		vt.	
851	Limbu	-thik, -dhik	1) one, a, a certain; 2) only.		postp.num.	
852	Limbu	thik-khɛʔ	one time, once.		adv.	
853	Limbu	thiklɛN	one turn, once.		adv.	
854	Limbu	thikmaʔ, -thikt-/-thik-	accuse someone.		vt.	
855	Limbu	thikphu	one		num.col.	574
856	Limbu	thiksǝmma	the other		n.adj.	
857	Limbu	thik-tɔN	one time.		adv.	
858	Limbu	thik-ya:n-thɔkma	every single day.		adv.	
859	Limbu	thimbɔN	bladder.		n.	
860	Limbu	thimmaʔ, -thims-/-thim-	fill up.		vt.	524
861	Limbu	tumba	1) big, large; 2) adj.n.m., firstborn (of siblings and offspring); tumma adj.n.f. first-born (of siblings and offspring).		adj.	
862	Limbu	tumba, -ndumba	1) ego's father's elder brother, 2) ego's mother's elder sister's husband.		n.	
863	Limbu	tumbe:	seam		n.	
864	Limbu	tumma	adj. (2).			
865	Limbu	tummaʔ, -tum-	meet, run into, encounter, bump into, run across		vt.	831
866	Limbu	tummaʔ, -tums-/-tum-	1) gather, gather together; 2) arrange a meeting, cause to meet 3) complete (a task initiated but unfinished)		vt.	539
867	Limbu	tummaʔ, -tums-/-tum-	ripen, be ripe (of fruits); mature, grow old, become aged, become elderly (of people)		vi.	515
868	Limbu	tummaʔ, -tund-/-tun-	become agitated, disturbed or stirred up		vi.	
869	Limbu	tumma, -ndumma	I) 1) ego's mother's elder sister, 2) ego's father's elder sister's wife; II) someone's first wife		n.	
870	Limbu	tuN	1) fever; 2) slang for 'fucking'		n.	
871	Limbu	tunaʔl	disposable dish of leaves sewn together, larger than a thɔpʔra, q.v.		n.	
872	Limbu	tu:kmaʔ, -tu:g-/-tu:k-	sweep, sweep away.		vt.	532
873	Limbu	tu:Nmaʔ, -tu:ks-/-tu:N-	bend		vi.	
874	Limbu	tupmaʔ, -tub-/-tup-	1) sweep; 2) get the gist of something, pick something up, get the knack of doing something.		vt.	
875	Limbu	tupmaʔ, -tupt-/-tup-	ignite, kindle, light (patient: mi fire)		vt.	
876	Limbu	tutugɛntumyaNhaNsa	important personage.		n.poet.	
877	Limbu	twaba	forehead, also: te:wa.		n.	
878	Limbu	ṭhikai	correct, O.K., alright.		adv.	
879	Limbu	ṭika, tika	ṭīkā powder, coloured powder for anointing and beautifying.		n.	
880	Limbu	ude:k	amazement, wonder.		n.	
881	Limbu	ma:kibo:n	whitely popped, well popped popcorn (as opposed to the half-popped or poorly popped pieces).		n.	
882	Limbu	ma:kidɔk	a tɔk made from coarsely ground maize		n.	
883	Limbu	ma:kilaN	maize stalk, cornstalk.		n.	
884	Limbu	ma:ki-phe:ʔrum	maize flour.		n.	
885	Limbu	ma:kkho:ʔ	garlic.		n.	858
886	Limbu	ma:kkhunde:	1) turbid, muddy; 2) muddy water; also: slang for thi:, served lukewarm, cf. the metaphorical usage of se:dzɔNwa.		1) adj. 2) n.	
887	Limbu	ma:kmaʔ, -ma:kt-/-ma:k-	see (in the expression: sɛpmaN ma:kmaʔ 'to dream').		vt.	611
888	Limbu	ma:ksip	corn cob leaf, maize cob leaf, used as rolling papers		n.	
889	Limbu	ma:le:	motley, particoloured (with regard to the colouration of livestock).		adj.	
890	Limbu	ma:maʔ, -ma:s-/-ma:-	lose		vt.	610
891	Limbu	ma:maʔ, -mɔy-/-ma:-	be lost, get lost, become lost		vi.	610
892	Limbu	ma:mmaʔ, -ma:nd-/-ma:n-	finish, use up		vt.	
893	Limbu	ma:Ngha	far.		adv.	
894	Limbu	ma:Nmaʔ, -ma:ks-/ma:N-	be far, be faraway		vi.	
895	Limbu	ma:pmaʔ, -ma:r-/-ma:t-/-ma:ʔl	be finished, be used up		vi.	
896	Limbu	ma:siNmaʔ	pass away, decease		vr.	
897	Limbu	masi	barley.		n.	
898	Limbu	masi-phe:ʔrum	barley flour.		n.	
899	Limbu	me:ʔʔe:, me:nne:	without		postp.	
900	Limbu	me:ʔl	wife.		n.	
901	Limbu	cumde:N, -ndzum-	friends and comrades, buddies.		-nde:N-  n.col.	
902	Limbu	cumdzum	each other.		adv.	
903	Limbu	cum, -ndzum-	friend		n.	
904	Limbu	cumluN	market, bazar.		n.	
905	Limbu	cummaʔ, -cups-/-cum-	(of a hole) fill back in, close back up		vt.	
906	Limbu	cummaʔ, -cups-/-cum-	assemble, gather together, form a crowd, accumulate, become amassed		vi.	336
907	Limbu	cuN	the cold (not the illness).		n.	310
908	Limbu	cuNdzi:kmaʔ, cuN-dzi:kt-/cun-dzi:k-	1) be cold (environmental temperature); 2) be cold, feel cold to someone		1) vi. 2) vt.imp.	
909	Limbu	cundzundaNba	soft, pudding-like, runny		adj.	
910	Limbu	cuNge:k	the dry and cold season, the winter		n.	
911	Limbu	cuNmaʔ, -cuN-	wrestle; fight (physically)		vi.	846
912	Limbu	cupmaʔ, -cub-/-cup-	(of a hole) close up, close back up, get filled in		vi.	
913	Limbu	cupmaʔ, -cutt-/-cut-/-cuʔl	sprinkle, add a pinch of.		vt.	
914	Limbu	cupsaN	right (antonym: phɛnchaN left).		adv.	305
915	Limbu	cupsaNba	right (as opposed to left).		adj.	
916	Limbu	cupsaNdiN	to the right, clockwise.		adv.	
917	Limbu	cwaʔl	water.		n.	988
918	Limbu	cwaʔl kɛlakpa	(lit. water-licker) an epithet for the pe:niba or higher caste Nepali, alluding to their status of being pure caste (Nep. cokho jāt) or 'water-acceptable caste' (Nep. pānī calne jāt).		n. + adj.	
919	Limbu	cyaNya	on one's side		adv.	
920	Limbu	cyɔʔcyɔʔ	in small amounts, in successive globs, in small batches.		adv.	
921	Limbu	mikphuN	eyelashes		n.	
922	Limbu	miksaN	eyelashes		n.	253
923	Limbu	miksuʔrumba	blind.		adj.	
924	Limbu	miksuk	vision, eyesight		n.	
925	Limbu	miksye:n	points of recognition, familiar places or faces		n.	
926	Limbu	mikthɛkthɛk				
927	Limbu	mikwa	1) tear; 2) pus		n.	
928	Limbu	mikwara:p	bat.		n.	
929	Limbu	mikwya:Nsi	eyelid, eyelids.		n.	
930	Limbu	miN	name.		n.	61
931	Limbu	miNla	reputation, honour		n.	
932	Limbu	mi:kmaʔ, -mi:g-/-mi:k-	sink away, sink into (e.g. mud, not water)		vi.	
933	Limbu	misaN	flame		n.	
934	Limbu	mise:k	spark.		n.	
935	Limbu	mise:k-sammaN	household deity, consort of the thɛba-sammaN and yuma-sammaN		n.	
936	Limbu	miyaʔ	yaʔro:n dried by the fire.		n.	
937	Limbu	mo:maʔ, -mɔy-/-mo:-	dig with a spade, till the soil, work the soil.		vt.	
938	Limbu	mɔʔgɔk, -mgɔk	anus		n.	
939	Limbu	mɔci	chilly pepper		n.	
940	Limbu	mɔi	whey.		n.	
941	Limbu	itla				
942	Limbu	kabhri	all over the place, everywhere		adv.	
943	Limbu	kabhriN	here and there, all over the place, everywhere		adv.	
944	Limbu	kace:	sickle, smaller than a waphe:ʔ.		n.	
945	Limbu	kakmo:ma				
946	Limbu	kakpɛtta	round.		adj.	
947	Limbu	kamaʔ, -kas-/-ka-	crow (subject: iNwaʔ cockerel, rooster).		vi.	
948	Limbu	kambal	blanket		n.	
949	Limbu	kammaʔ, -kam-	develop an attachment to, be or become dependent on (Nep. palkinu)		vi.	91
950	Limbu	kammaʔ, -kams-/-kam-	break in (a dog), domesticate, cause to grow accustomed, habituate (Nep. palkāunu)		vt.	
951	Limbu	kammaʔ, -kams-/-kam-	prepare, make ready, make		vt.	
952	Limbu	kaNmaʔ, -kaN-	dry or warm up at the edge of a fire (of something animate or edible)		vi.	106
953	Limbu	kaNmaʔ, -kaNs-/-kaN-	dry (something edible or clay slingshot pellets) at the edge of a fire		vt.	
954	Limbu	kaNsiNmaʔ	dry oneself by the fire (eg., after coming in from the rain)		vr.	
955	Limbu	ka:kmaʔ, -ka:kt-/-ka:k-	crack, bust		vi.	
956	Limbu	ka:kmaʔ, -ka:kt-/-ka:k-	step over		vt.	853
957	Limbu	ka:kwa	crow.		n.	113
958	Limbu	ka:mmaʔ, -ka:nd-/-ka:n-	be wounded		vi.	200
959	Limbu	ka:N	hoe, spade.		n.	
960	Limbu	ka:nde:	tube-shaped vessel made of a segment of mature bamboo for holding liquids, esp. nudak		n.	
961	Limbu	pɔNgre:ba	Castanopsis hystrix and occasionally Castanopsis indica, both trees of the beech family Fagaceae, with prickly casing containing a white fruit and seed inside, seeds borne in clusters, larger than the sigɔp (q.v.), a lighter fruit and tending to grow at lower elevations, viz. ca. 250 m		n.	
962	Limbu	pɔNmaʔ, -pɔg-/-pɔN-	(of the wind) begin to blow, kick up, start up		vi.	
963	Limbu	pɔNmaʔ, -pɔN-	be broken up (of a hāṭ-bajār), get up and leave		vi.	
964	Limbu	pɔNmaʔ, -pɔks-/-pɔN-	1) lift up with one's hand, carry in one's hand; push upward with one's hand, carry across one's shoulder using one's hands; 2) carry away, carry off (agent: current of water)		vt.	
965	Limbu	pɔ:ʔl	mushroom, fungus.		n.	
966	Limbu	pɔ:mmaʔ, pɔ:nd-/-pɔ:n-	disperse, scatter, swarm out		vi.	
967	Limbu	pɔ:tthaN	large shawl, worn by women as a headdress and torso-covering, also used as bedclothes (Nep. pachyaurā, pacheurā).		n.	
968	Limbu	pɔtmaʔ, -pɔtch-/-pɔt-/-pɔʔl	1) adhesive 'to be'; be suspended, hang (fruits in a tree, clouds in the sky); remain sticking to (eg. smegma) 2) be situated (of a heavenly body, the sky or body parts); be or become manifest; 3) be (an amount).		vi.	
969	Limbu	pɔtmaʔ, -pɔtt-/-pɔt-/-pɔʔl	cast mud, clay, eggs etc. at someone or something; bespatter		vt.	
970	Limbu	pɔt-ya:k	whole bunch, a whole lot.		n.	
971	Limbu	pu	bird.		n.	697
972	Limbu	puʔmaʔ, -puʔr-/-puʔ-	1) get severed, become severed, break, snap, come apart; 2) (of nɛʔl) be discontinued		vi.	508
973	Limbu	pudza	prayer service, worship service, religious ritual.		n.	
974	Limbu	pukmaʔ				
975	Limbu	pummaʔ, -pund-/-pun-	spring (of water)		vi.	
976	Limbu	pummaʔ, -pund-/-pun-	become dislodged, (of a a head) become decapitated, be removed		vi.	
977	Limbu	puNbe:kmaʔ, puN-pe:g-/puN-pe:k-	go to work (= ya:mbɔk co:kse pe:kmaʔ).		vi.	
978	Limbu	puNmaʔ				
979	Limbu	puNsammaN	the deity of the hunt, to which a sacrifice is offered prior to the hunt to ensure success in the undertaking.		n.	
980	Limbu	pu:ʔmaʔ, -pu:ʔt-/-pu:ʔ-	boil over		vi.	667
981	Limbu	sugup	a malevolent ghost of: 1) children who have died before the age of three and whose spirit is too immature to pass on into the hereafter of khammayaNsaN and must therefore be reincarnated, 2) married or unmarried females who have died a violent death, 3) young females whose fresh blood within the bone marrow has been exposed to the air due to improper burial or cremation, 4) exceptionally wicked and evil people, incapable of passing into khamma-yaNsaN		n.	
982	Limbu	suk	sob.		onomatopoeia	
983	Limbu	sukhe:				
984	Limbu	sukhe:	black bitter edible tuber found in the jungle.		n.	
985	Limbu	sukmaʔ, -sug-/-suk-	wait in ambush		vt.	894
986	Limbu	sukmaʔ, -sukt-/-suk-	be able, know how, be capable of		vt.	894
987	Limbu	sukraba:r	Friday.		n.	
988	Limbu	sukwa				
989	Limbu	sullilli				
990	Limbu	sullisulli	running about frantically, scampering about frenetically		adj.adv.	
991	Limbu	sumaʔ, -nchumaʔ	1) ego's mother's younger sister, 2) ego's father's younger brother's wife.		n.	
992	Limbu	sumaʔ, -sus-/-su-	touch		vt.	325
993	Limbu	sumba	pajama-like trousers, tight at the calves and ankles, part of the official Nepalese dress		n.	
994	Limbu	sumba:N	mortar made of a large hollowed out log or tree stump (Nep. okhalī)		n.	269
995	Limbu	sumbhu	three		num.coll.	
996	Limbu	sumbo:N	all three		num.adv.	
997	Limbu	sumhaʔluN	the configuration of three equidistant haʔluN (q.v.) constituting the traditional Limbu indoor fireplace.		n.	
998	Limbu	sumipma	younger sisters of ego's spouse, i.e. husband's younger sister, wife's younger sister.		n.	
999	Limbu	sumippa	husband's younger sister.		n.	
1000	Limbu	sumlɛN	thrice, three times.		adv.	
1001	Limbu	tha:Ntho:k	moustache		n.	
1002	Limbu	tha:pmaʔ, -tha:b-/-tha:p-	be visible		vi.	
1003	Limbu	tha:pmaʔ, -tha:b-/-tha:p-	serve (food) to someone.		vt.	
1004	Limbu	tha:siNmaʔ	be off to, be headed toward		vr.	
1005	Limbu	thapmaʔ, -thab-/-thap-	1) be born; 2) bear offspring (non-human), yean, whelp, calve, foal, lamb, etc.; 3) shed (mikwa 'tears').		vi.	
1006	Limbu	thapmaʔ, -thapt-/-thap-	bear offspring (human and non-human)		vt.	
1007	Limbu	thappu	ashes.		n.	794
1008	Limbu	thapthap	like a crazyman, like a lunatic.		adj.adv.	
1009	Limbu	the:	split bamboo, esp. for use in wickerwork baskets and the wickerwork foundations of thatched rooves, Nep. coyā, coyo.		n.	564
1010	Limbu	the:bha	bamboo from which the: is made, bamboo suitable for the production of the:, q.v.		n.	
1011	Limbu	the:maʔ, -the:s-/-the:-	gut, eviscerate, clean.		vt.	
1012	Limbu	the:maʔ, -the:s-/-the:-	split (eg. siN wood, pha bam- boo) with the grain.		vt.	563
1013	Limbu	thɛʔl	spit, saliva		n.	554
