ID	rn	reflex	GLOSS	x	srcabbr	lgid	language	srcid
263	465412	be•-gop-a	bend (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.212-II:idx
264	465413	be•-grop-a	collapse (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.212-II:idx
265	465414	be-ji	mongoose (n)		RB-LMMG	1945	Garo (Bangladesh)	4.419-II:idx
266	465415	bek	bag (n)		RB-LMMG	1945	Garo (Bangladesh)	6.521-II:idx
267	465416	be•-king-ben-da	chipped (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.282-II:idx
268	465417	be•-ku-weng-a	chipped (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.282-II:idx
269	465418	bel	jackal (n)		RB-LMMG	1945	Garo (Bangladesh)	4.419-II:idx
270	465419	bel	bell (n)		RB-LMMG	1945	Garo (Bangladesh)	5.872-II:idx
271	465420	bel-dom-dom	fat (adv)		RB-LMMG	1945	Garo (Bangladesh)	6.48-II:idx
272	465421	bel-ki	bel fruit; gable (n)		RB-LMMG	1945	Garo (Bangladesh)	5.636-II:idx
273	465422	ben-dok-dok	short (adv)		RB-LMMG	1945	Garo (Bangladesh)	6.46-II:idx
274	465423	beng	frog (n)		RB-LMMG	1945	Garo (Bangladesh)	4.447-II:idx
275	465424	beng•-a	block; prohibit (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.77-II:idx
276	465425	beng-ki	bee's wax (n)		RB-LMMG	1945	Garo (Bangladesh)	4.475-II:idx
277	465426	be-ni	braid (n)		RB-LMMG	1945	Garo (Bangladesh)	6.561-II:idx
278	465427	be-pa-ri	pedlar (n)		RB-LMMG	1945	Garo (Bangladesh)	8.41-II:idx
279	465428	be-ra	sheep (n)		RB-LMMG	1945	Garo (Bangladesh)	5.35-II:idx
280	465429	be•-rik-ken-a	chipped; dented (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.282-II:idx
281	465430	be-si	lots; more; much; very (adv)		RB-LMMG	1945	Garo (Bangladesh)	3.342-II:idx
282	465431	be•-si-ri-a	cracked (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.282-II:idx
283	465432	be•-tong-a	break; broken off (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.282-II:idx
284	465433	bet-ton	pay; wages (n)		RB-LMMG	1945	Garo (Bangladesh)	8.435-II:idx
285	465434	be•-wak-a	collapse (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.212-II:idx
286	465435	be-wal	menstruation (n)		RB-LMMG	1945	Garo (Bangladesh)	6.72-II:idx
287	465436	be-wal	convention; custom; habit (n)		RB-LMMG	1945	Garo (Bangladesh)	8.14-II:idx
288	465437	bi•-a	ask, request; request (vt)		RB-LMMG	1945	Garo (Bangladesh)	7.38-II:idx
289	465438	bi-a	he; she (pro)		RB-LMMG	1945	Garo (Bangladesh)	1.62-II:idx
290	465439	bi-a-a	marry (vt)		RB-LMMG	1945	Garo (Bangladesh)	6.651-II:idx
291	465440	bi•-am-a	pray (vt)		RB-LMMG	1945	Garo (Bangladesh)	8.564-II:idx
292	465441	bi-am-bong	trunk (n)		RB-LMMG	1945	Garo (Bangladesh)	4.670-II:idx
293	465442	bi-ap	location; place (n)		RB-LMMG	1945	Garo (Bangladesh)	2.11-II:idx
294	465443	bi•-ap-a	pray (vi)		RB-LMMG	1945	Garo (Bangladesh)	8.564-II:idx
295	465444	bi-ba bon•-chot-a	dead (vi)		RB-LMMG	1945	Garo (Bangladesh)	6.79-II:idx
296	465445	bi-bak	stem (n)		RB-LMMG	1945	Garo (Bangladesh)	4.670-II:idx
297	465446	bi-bal	blossom; flower (n)		RB-LMMG	1945	Garo (Bangladesh)	4.676-II:idx
298	465447	bi-bik	intestines (n)		RB-LMMG	1945	Garo (Bangladesh)	6.27-II:idx
299	465448	-bi-bom	cylindrical; rounded (dns)		RB-LMMG	1945	Garo (Bangladesh)	2.319-II:idx
300	465449	bi-chal	trial (n)		RB-LMMG	1945	Garo (Bangladesh)	8.13-II:idx
301	465450	bi-chap-bi-chap	piled (adv)		RB-LMMG	1945	Garo (Bangladesh)	3.342-II:idx
302	465451	bi-chu	end; point; tip (n)		RB-LMMG	1945	Garo (Bangladesh)	5.87-II:idx
303	465452	bi-dang	straw (n)		RB-LMMG	1945	Garo (Bangladesh)	4.66-II:idx
304	465453	bi-dil	vines (n)		RB-LMMG	1945	Garo (Bangladesh)	4.670-II:idx
305	465454	bi-dil bi-dil	densely (adv)		RB-LMMG	1945	Garo (Bangladesh)	2.25-II:idx
306	465455	bi-du	vines (n)		RB-LMMG	1945	Garo (Bangladesh)	4.670-II:idx
307	465456	bi-gil	leather; skin (n)		RB-LMMG	1945	Garo (Bangladesh)	6.29-II:idx
308	465457	bi-gra	husks; pods (n)		RB-LMMG	1945	Garo (Bangladesh)	4.677-II:idx
309	465458	bi-gron	pit; seeds (n)		RB-LMMG	1945	Garo (Bangladesh)	4.677-II:idx
310	465459	biis	poison (n)		RB-LMMG	1945	Garo (Bangladesh)	8.99-II:idx
311	465460	bi-ja	bee (n)		RB-LMMG	1945	Garo (Bangladesh)	4.463-II:idx
312	465461	bi-ja-bit-chi	honey (n)		RB-LMMG	1945	Garo (Bangladesh)	4.475-II:idx
313	465462	bi-jak	leaf (n)		RB-LMMG	1945	Garo (Bangladesh)	4.675-II:idx
314	465463	bi-jak ko-|pi	cabbage (n)		RB-LMMG	1945	Garo (Bangladesh)	5.23-II:idx
315	465464	bi-ja-kol	hive (n)		RB-LMMG	1945	Garo (Bangladesh)	4.475-II:idx
316	465465	bi-jol	mucus (n)		RB-LMMG	1945	Garo (Bangladesh)	6.29-II:idx
317	465466	bi-jong	grub (n)		RB-LMMG	1945	Garo (Bangladesh)	4.474-II:idx
318	465467	bi-ka	liver (n)		RB-LMMG	1945	Garo (Bangladesh)	6.27-II:idx
319	465468	bik-a	carve (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.573-II:idx
320	465469	bi-ka so-a	angry (vt)		RB-LMMG	1945	Garo (Bangladesh)	7.766-II:idx
321	465470	bik-bat-a	mistake (vi)		RB-LMMG	1945	Garo (Bangladesh)	7.13-II:idx
322	465471	bik-bi-grik	half way (n)		RB-LMMG	1945	Garo (Bangladesh)	2.11-II:idx
323	465472	bik-bik-a	shake (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.515-II:idx
324	465473	bik-chrap	membrane (n)		RB-LMMG	1945	Garo (Bangladesh)	6.27-II:idx
325	465474	bi-kil-ap	bark; husk; shell (n)		RB-LMMG	1945	Garo (Bangladesh)	4.673-II:idx
326	465475	bi-king	shell (n)		RB-LMMG	1945	Garo (Bangladesh)	4.473-II:idx
327	465476	bi-kit	gall (n)		RB-LMMG	1945	Garo (Bangladesh)	6.27-II:idx
328	465477	bik-kot-a	dig up; discover; excavate; extract; find out (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.576-II:idx
329	465478	bik-ma	belly; stomach (n)		RB-LMMG	1945	Garo (Bangladesh)	6.245-II:idx
330	465479	bik-ma gin-ang	pregnant (nph)		RB-LMMG	1945	Garo (Bangladesh)	6.74-II:idx
331	465480	bik-ma re•-a	diarrhea (vi)		RB-LMMG	1945	Garo (Bangladesh)	8.97-II:idx
332	465481	bi-kop	peel (n)		RB-LMMG	1945	Garo (Bangladesh)	4.673-II:idx
333	465482	bi-ku	point; tip (n)		RB-LMMG	1945	Garo (Bangladesh)	5.87-II:idx
334	465483	bil	strength (n)		RB-LMMG	1945	Garo (Bangladesh)	7.56-II:idx
335	465484	bil•-a	roll; wrap (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.645-II:idx
336	465485	bil-a	fly (vi)		RB-LMMG	1945	Garo (Bangladesh)	4.486-II:idx
337	465486	bil-a	dig out (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.576-II:idx
338	465487	bil-ak-a	strong (vi)		RB-LMMG	1945	Garo (Bangladesh)	3.72-II:idx
339	465488	bil-bang	beam (n)		RB-LMMG	1945	Garo (Bangladesh)	5.633-II:idx
340	465489	bil•-ik	beans (n)		RB-LMMG	1945	Garo (Bangladesh)	5.23-II:idx
341	465490	bil-jeng-jeng-a	flapping (vi)		RB-LMMG	1945	Garo (Bangladesh)	4.486-II:idx
342	465491	bil-neng-a	tired (vi)		RB-LMMG	1945	Garo (Bangladesh)	7.94-II:idx
343	465492	bil-ong-a	important; strong; very (vi)		RB-LMMG	1945	Garo (Bangladesh)	3.76-II:idx
344	465493	bil-pak-pak-a	flapping (vt)		RB-LMMG	1945	Garo (Bangladesh)	4.486-II:idx
345	465494	bil-rak-a	strong (vi)		RB-LMMG	1945	Garo (Bangladesh)	7.56-II:idx
346	465495	bil-si	year (n)		RB-LMMG	1945	Garo (Bangladesh)	1.33-II:idx
347	465496	bil•-ting-a	protected; wrapped (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.65-II:idx
348	465497	bi-ma	grains (n)		RB-LMMG	1945	Garo (Bangladesh)	4.677-II:idx
349	465498	-bi-ma	female (dns)		RB-LMMG	1945	Garo (Bangladesh)	4.40-II:idx
350	465499	bi-mang	body; middle portion (n)		RB-LMMG	1945	Garo (Bangladesh)	6.21-II:idx
351	465500	bi-ming	name (n)		RB-LMMG	1945	Garo (Bangladesh)	7.18-II:idx
352	465501	bin-ek-a	crushed; squashed (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.578-II:idx
353	465502	bing•-a	woven tightly (vi)		RB-LMMG	1945	Garo (Bangladesh)	5.856-II:idx
354	465503	bing-bang	carelessly; dirty; disordered; tangled (adv)		RB-LMMG	1945	Garo (Bangladesh)	3.718-II:idx
355	465504	bing•-si-bing•-si	fast; quickly (adv)		RB-LMMG	1945	Garo (Bangladesh)	2.726-II:idx
356	465505	-bi-pa	male (dns)		RB-LMMG	1945	Garo (Bangladesh)	4.40-II:idx
357	465506	bi-pang	tree (n)		RB-LMMG	1945	Garo (Bangladesh)	4.630-II:idx
358	465507	bi-pan-tu	stem (n)		RB-LMMG	1945	Garo (Bangladesh)	4.670-II:idx
359	465508	bi-pek	branch; twig (n)		RB-LMMG	1945	Garo (Bangladesh)	4.671-II:idx
360	465509	bi-pong	handle (n)		RB-LMMG	1945	Garo (Bangladesh)	5.87-II:idx
361	465510	bi-pot	danger; disaster; trouble (n)		RB-LMMG	1945	Garo (Bangladesh)	7.764-II:idx
362	465511	bi-rang	comb, honey (n)		RB-LMMG	1945	Garo (Bangladesh)	4.475-II:idx
363	465512	bi-ri	stinger (n)		RB-LMMG	1945	Garo (Bangladesh)	4.472-II:idx
364	465513	bi-ri	cigarette (n)		RB-LMMG	1945	Garo (Bangladesh)	5.429-II:idx
365	465514	bi-rik-i	top (n)		RB-LMMG	1945	Garo (Bangladesh)	4.671-II:idx
366	465515	bi-rong	grain (n)		RB-LMMG	1945	Garo (Bangladesh)	4.677-II:idx
367	465516	bi-rot	boil; pimple; pox (n)		RB-LMMG	1945	Garo (Bangladesh)	8.955-II:idx
368	465517	bi-rot-ma•-mong	boil (n)		RB-LMMG	1945	Garo (Bangladesh)	8.955-II:idx
369	465518	bi•-sa	child (n)		RB-LMMG	1945	Garo (Bangladesh)	6.822-II:idx
370	465519	bi-sa	friend (n)		RB-LMMG	1945	Garo (Bangladesh)	6.83-II:idx
371	465520	bi-sa ka-a	make friends (vph)		RB-LMMG	1945	Garo (Bangladesh)	6.83-II:idx
372	465521	bi-sil	bamboo surface (n)		RB-LMMG	1945	Garo (Bangladesh)	4.679-II:idx
373	465522	bi-sit-eng	swelling (n)		RB-LMMG	1945	Garo (Bangladesh)	4.679-II:idx
374	465523	bi-skut	biscuit (n)		RB-LMMG	1945	Garo (Bangladesh)	5.408-II:idx
375	465524	bi-sok	shaft (n)		RB-LMMG	1945	Garo (Bangladesh)	5.87-II:idx
376	465525	bi-song	they (pro)		RB-LMMG	1945	Garo (Bangladesh)	1.62-II:idx
377	465526	bi-stil	cream (n)		RB-LMMG	1945	Garo (Bangladesh)	5.409-II:idx
378	465527	bi-ta	site (n)		RB-LMMG	1945	Garo (Bangladesh)	5.644-II:idx
379	465528	bit-a	burrow (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.571-II:idx
380	465529	bit-chi	juice; sap (n)		RB-LMMG	1945	Garo (Bangladesh)	4.674-II:idx
381	465530	bit-chi-ri	seed (n)		RB-LMMG	1945	Garo (Bangladesh)	4.677-II:idx
382	465531	bit-drak-a	spread (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.649-II:idx
383	465532	bi-te	rain drops (n)		RB-LMMG	1945	Garo (Bangladesh)	4.327-II:idx
384	465533	bi-te	fruit (n)		RB-LMMG	1945	Garo (Bangladesh)	4.676-II:idx
385	465534	bi-tin	chunk; piece (n)		RB-LMMG	1945	Garo (Bangladesh)	5.453-II:idx
386	465535	bit-in-a	back up (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.312-II:idx
387	465536	bi-tip	cocoon; nest (n)		RB-LMMG	1945	Garo (Bangladesh)	4.475-II:idx
388	465537	bi-top	nests (n)		RB-LMMG	1945	Garo (Bangladesh)	4.475-II:idx
389	465538	bi-wa	edge (n)		RB-LMMG	1945	Garo (Bangladesh)	5.87-II:idx
390	465539	bo	bride; daughter in law (n)		RB-LMMG	1945	Garo (Bangladesh)	6.617-II:idx
391	465540	-bo	imperative (pvs)		RB-LMMG	1945	Garo (Bangladesh)	0.215-II:idx
392	465541	bo•-a	deceive (vi)		RB-LMMG	1945	Garo (Bangladesh)	7.25-II:idx
393	465542	bo-a	swell (vi)		RB-LMMG	1945	Garo (Bangladesh)	8.956-II:idx
394	465543	bo•-a ra•-a	lie; speak incorrectly (vi)		RB-LMMG	1945	Garo (Bangladesh)	7.25-II:idx
395	465544	bo-bil	enemy (n)		RB-LMMG	1945	Garo (Bangladesh)	8.32-II:idx
396	465545	bo•-bru-a	joke (vi)		RB-LMMG	1945	Garo (Bangladesh)	7.25-II:idx
397	465546	bo-chor	year (n)		RB-LMMG	1945	Garo (Bangladesh)	2.53-II:idx
398	465547	bo•-dap-a	exaggerate (vi)		RB-LMMG	1945	Garo (Bangladesh)	7.36-II:idx
399	465548	bo-gin-a	aluminum (n)		RB-LMMG	1945	Garo (Bangladesh)	5.88-II:idx
400	465549	boi	book (n)		RB-LMMG	1945	Garo (Bangladesh)	7.28-II:idx
401	465550	boi-os	age (n)		RB-LMMG	1945	Garo (Bangladesh)	2.51-II:idx
402	465551	bo-ji	sister in law, of a man (n)		RB-LMMG	1945	Garo (Bangladesh)	6.615-II:idx
403	465552	bok	stork (n)		RB-LMMG	1945	Garo (Bangladesh)	4.43-II:idx
404	465553	bok-a	white (vi)		RB-LMMG	1945	Garo (Bangladesh)	3.455-II:idx
405	465554	bok-a	demand (vt)		RB-LMMG	1945	Garo (Bangladesh)	7.725-II:idx
406	465555	bok-bak-a	boil; bubble; suds (vi)		RB-LMMG	1945	Garo (Bangladesh)	5.46-II:idx
407	465556	bok-nel-a	fade (vi)		RB-LMMG	1945	Garo (Bangladesh)	3.531-II:idx
408	465557	bol	wood (n)		RB-LMMG	1945	Garo (Bangladesh)	4.630-II:idx
409	465558	bol-a	talk (vi)		RB-LMMG	1945	Garo (Bangladesh)	7.12-II:idx
410	465559	bol-bi-jak	leaf (n)		RB-LMMG	1945	Garo (Bangladesh)	4.675-II:idx
411	465560	bol-bi-pang	tree (n)		RB-LMMG	1945	Garo (Bangladesh)	4.630-II:idx
412	465561	bol-cha-a	tall (vi)		RB-LMMG	1945	Garo (Bangladesh)	6.44-II:idx
413	465562	bol-chek-si	twig (n)		RB-LMMG	1945	Garo (Bangladesh)	4.671-II:idx
414	465563	bol-dail	branch; limb (n)		RB-LMMG	1945	Garo (Bangladesh)	4.671-II:idx
415	465564	bol-dim	sprouts; twig (n)		RB-LMMG	1945	Garo (Bangladesh)	4.676-II:idx
416	465565	bol-gan-tong	log; stick (n)		RB-LMMG	1945	Garo (Bangladesh)	4.672-II:idx
417	465566	bol-grik-a	converse (vi)		RB-LMMG	1945	Garo (Bangladesh)	7.31-II:idx
418	465567	bol-grim	dense (n)		RB-LMMG	1945	Garo (Bangladesh)	4.630-II:idx
419	465568	bol-gro	backbone (n)		RB-LMMG	1945	Garo (Bangladesh)	6.28-II:idx
420	465569	bol-kam-bi	tree top (n)		RB-LMMG	1945	Garo (Bangladesh)	4.671-II:idx
421	465570	bol-na-gil	lichen (n)		RB-LMMG	1945	Garo (Bangladesh)	4.656-II:idx
422	465571	bol-ot-chong	stump (n)		RB-LMMG	1945	Garo (Bangladesh)	4.670-II:idx
423	465572	bol-pang	tree (n)		RB-LMMG	1945	Garo (Bangladesh)	4.630-II:idx
424	465573	bol-pek-chrap	fork of tree (n)		RB-LMMG	1945	Garo (Bangladesh)	4.671-II:idx
425	465574	bol-sal	sal tree (n)		RB-LMMG	1945	Garo (Bangladesh)	4.632-II:idx
426	465575	bol-tong	log; stick (n)		RB-LMMG	1945	Garo (Bangladesh)	4.672-II:idx
427	465576	bom-bin-eng	bumble bee (n)		RB-LMMG	1945	Garo (Bangladesh)	4.463-II:idx
428	465577	bom-bom	luke warm (adv)		RB-LMMG	1945	Garo (Bangladesh)	3.673-II:idx
429	465578	bon•-a	done; finished; used up (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.14-II:idx
430	465579	bon•-chot-a	finished (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.14-II:idx
431	465580	bon•-dik-a	insufficient (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.14-II:idx
432	465581	bon•-dil-a	finish (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.14-II:idx
433	465582	bon-du	friend (n)		RB-LMMG	1945	Garo (Bangladesh)	6.83-II:idx
434	465583	bon-duk	gun (n)		RB-LMMG	1945	Garo (Bangladesh)	5.845-II:idx
435	465584	bo-ning	brother in law (n)		RB-LMMG	1945	Garo (Bangladesh)	6.614-II:idx
436	465585	bon•-jang-chi-a	half (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.14-II:idx
437	465586	bo•-ol-a	rotten (vi)		RB-LMMG	1945	Garo (Bangladesh)	3.688-II:idx
438	465587	bo-rai-a	fill; load (vt)		RB-LMMG	1945	Garo (Bangladesh)	2.26-II:idx
439	465588	bo-rang	watch house (n)		RB-LMMG	1945	Garo (Bangladesh)	5.622-II:idx
440	465589	bo-ri-bo-ri	swollen (adv)		RB-LMMG	1945	Garo (Bangladesh)	8.956-II:idx
441	465590	bo-ro-diin	Christmas (n)		RB-LMMG	1945	Garo (Bangladesh)	8.564-II:idx
442	465591	bo-rop	ice; snow (n)		RB-LMMG	1945	Garo (Bangladesh)	4.329-II:idx
443	465592	bor-si	fish hook; hook (n)		RB-LMMG	1945	Garo (Bangladesh)	5.843-II:idx
444	465593	bo•-srok-a	conceal (vi)		RB-LMMG	1945	Garo (Bangladesh)	7.25-II:idx
445	465594	bot-a	annoy; challenge; pick a fight; provoke; quarrel (vt)		RB-LMMG	1945	Garo (Bangladesh)	7.36-II:idx
446	465595	bot-a	lend (vph)		RB-LMMG	1945	Garo (Bangladesh)	8.446-II:idx
447	465596	bot-a pal-a	tempt (vt)		RB-LMMG	1945	Garo (Bangladesh)	7.38-II:idx
448	465597	bra-a	pour (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.276-II:idx
449	465598	brak	ladle (n)		RB-LMMG	1945	Garo (Bangladesh)	5.438-II:idx
450	465599	brang-a	lost (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.538-II:idx
451	465600	bre-a	spit (vt)		RB-LMMG	1945	Garo (Bangladesh)	5.478-II:idx
452	465601	bre-a	buy (vt)		RB-LMMG	1945	Garo (Bangladesh)	8.444-II:idx
453	465602	brens	bench (n)		RB-LMMG	1945	Garo (Bangladesh)	5.82-II:idx
454	465603	bret-a	burst; crack; split (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.282-II:idx
455	465604	bret-bret	warm (adv)		RB-LMMG	1945	Garo (Bangladesh)	3.673-II:idx
456	465605	-bri	four (num)		RB-LMMG	1945	Garo (Bangladesh)	3.3704-II:idx
457	465606	bri-a	ripe (vi)		RB-LMMG	1945	Garo (Bangladesh)	4.692-II:idx
458	465607	brik-a	scratch (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.554-II:idx
459	465608	brin-a	mix (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.535-II:idx
460	465609	bring	forest; jungle (n)		RB-LMMG	1945	Garo (Bangladesh)	4.630-II:idx
461	465610	bring-go-ra	thicket (n)		RB-LMMG	1945	Garo (Bangladesh)	4.630-II:idx
462	465611	-brok-	bland; spoiled; tasteless (aa)		RB-LMMG	1945	Garo (Bangladesh)	3.686-II:idx
463	465612	-bru-	falsely; pretending (aa)		RB-LMMG	1945	Garo (Bangladesh)	7.25-II:idx
464	465613	bu-a	prick (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.571-II:idx
465	465614	bu-ba-ra-ra	dumb, can't speak (vi)		RB-LMMG	1945	Garo (Bangladesh)	7.15-II:idx
466	465615	bu-chrak-a	scratch (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.554-II:idx
467	465616	bu-ja-	loads (cls)		RB-LMMG	1945	Garo (Bangladesh)	1.34-II:idx
468	465617	bu-jai-a	advise; encourage; urge (vi)		RB-LMMG	1945	Garo (Bangladesh)	7.37-II:idx
469	465618	buk-re-han	mortgage (n)		RB-LMMG	1945	Garo (Bangladesh)	8.425-II:idx
470	465619	bu-prot-a	pierce (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.571-II:idx
471	465620	bu-pru-a	pierce (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.571-II:idx
472	465621	bu-ra	husband (n)		RB-LMMG	1945	Garo (Bangladesh)	6.828-II:idx
473	465622	bu•-rang bu•-jang	messy hair (adv)		RB-LMMG	1945	Garo (Bangladesh)	6.58-II:idx
474	465623	bu-ri	old woman (n)		RB-LMMG	1945	Garo (Bangladesh)	6.828-II:idx
475	465624	bu•-rin-eng bu•-sin-eng	messy hair; uncombed (adv)		RB-LMMG	1945	Garo (Bangladesh)	6.58-II:idx
476	465625	bu•-rok-a	joke; tease (vi)		RB-LMMG	1945	Garo (Bangladesh)	7.26-II:idx
477	465626	bu-rop-bu-top	rough (adv)		RB-LMMG	1945	Garo (Bangladesh)	3.662-II:idx
478	465627	bu-su	thorn (n)		RB-LMMG	1945	Garo (Bangladesh)	4.671-II:idx
479	465628	bu-su-a	cough (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.45-II:idx
480	465629	but-i	cleverness; cunning; intelligence (n)		RB-LMMG	1945	Garo (Bangladesh)	7.44-II:idx
481	465630	but-ol	bottle (n)		RB-LMMG	1945	Garo (Bangladesh)	5.434-II:idx
482	465631	cha	tea (n)		RB-LMMG	1945	Garo (Bangladesh)	5.409-II:idx
483	465632	-cha	by means of; from; instrumental; locative; to; with (cm)		RB-LMMG	1945	Garo (Bangladesh)	0.12-II:idx
484	465633	cha•-a	eat (vt)		RB-LMMG	1945	Garo (Bangladesh)	5.472-II:idx
485	465634	cha-a	develop; grow; rise; sprout (vi)		RB-LMMG	1945	Garo (Bangladesh)	4.691-II:idx
486	465635	cha•-am	mortar (n)		RB-LMMG	1945	Garo (Bangladesh)	5.87-II:idx
487	465636	cha-bi	key (n)		RB-LMMG	1945	Garo (Bangladesh)	5.82-II:idx
488	465637	cha•-che	chaff; husks (n)		RB-LMMG	1945	Garo (Bangladesh)	4.677-II:idx
489	465638	cha•-chot-a	eat up (vt)		RB-LMMG	1945	Garo (Bangladesh)	5.472-II:idx
490	465639	cha•-chot-chot-a	suckle (vt)		RB-LMMG	1945	Garo (Bangladesh)	5.479-II:idx
491	465640	cha-chrok-a	jump (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.318-II:idx
492	465641	cha-chu-ra	whorl (n)		RB-LMMG	1945	Garo (Bangladesh)	6.25-II:idx
493	465642	cha-dat-a	bump; collide (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.552-II:idx
494	465643	cha-deng-a	stand (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.346-II:idx
495	465644	cha•-dik-a	taste bad (vt)		RB-LMMG	1945	Garo (Bangladesh)	5.472-II:idx
496	465645	cha•-e ni-a	taste (vt)		RB-LMMG	1945	Garo (Bangladesh)	3.682-II:idx
497	465646	chak-a	fit (vi)		RB-LMMG	1945	Garo (Bangladesh)	2.22-II:idx
498	465647	chak-a	bear; endure; refuge; stand suffering; suffer; tolerate (vt)		RB-LMMG	1945	Garo (Bangladesh)	7.56-II:idx
499	465648	chak-a	help; protect; support (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.73-II:idx
500	465649	cha-kat-a	stand (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.346-II:idx
501	465650	chak-e-chak-e	defend verbally (adv)		RB-LMMG	1945	Garo (Bangladesh)	7.39-II:idx
502	465651	chak-ka	wheel (n)		RB-LMMG	1945	Garo (Bangladesh)	5.872-II:idx
503	465652	chak-kol	worker (n)		RB-LMMG	1945	Garo (Bangladesh)	8.433-II:idx
504	465653	chak-ku	dagger; knife (n)		RB-LMMG	1945	Garo (Bangladesh)	5.832-II:idx
505	465654	cha-kol	laborer; worker (n)		RB-LMMG	1945	Garo (Bangladesh)	8.41-II:idx
506	465655	cha-kring-krang-a	wake up (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.346-II:idx
507	465656	cham•-a	dull; worn (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.292-II:idx
508	465657	cham-e	friends (n)		RB-LMMG	1945	Garo (Bangladesh)	6.83-II:idx
509	465658	cha-mos	spoon (n)		RB-LMMG	1945	Garo (Bangladesh)	5.436-II:idx
510	465659	cham-pri-a	worn out (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.292-II:idx
511	465660	-cha-na	toward (cm)		RB-LMMG	1945	Garo (Bangladesh)	0.12-II:idx
512	465661	chan-a	follow tracks; track (vt)		RB-LMMG	1945	Garo (Bangladesh)	4.49-II:idx
513	465662	chan-a	count (vt)		RB-LMMG	1945	Garo (Bangladesh)	7.31-II:idx
514	465663	chan-chi-a	believe; suppose; think (vt)		RB-LMMG	1945	Garo (Bangladesh)	7.41-II:idx
515	465664	chan-cho-ra cham-cho-ra	sparrow (n)		RB-LMMG	1945	Garo (Bangladesh)	4.43-II:idx
516	465665	chan-dal	gun (n)		RB-LMMG	1945	Garo (Bangladesh)	5.845-II:idx
517	465666	chang-	times (cls)		RB-LMMG	1945	Garo (Bangladesh)	1.31-II:idx
518	465667	chang-a	block the way; hinder (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.77-II:idx
519	465668	chang-e-chang-e	alternate (adv)		RB-LMMG	1945	Garo (Bangladesh)	2.71-II:idx
520	465669	chang-ket-a	crowded; tight (vi)		RB-LMMG	1945	Garo (Bangladesh)	2.22-II:idx
521	465670	chang-ro-a	tall (vi)		RB-LMMG	1945	Garo (Bangladesh)	2.213-II:idx
522	465671	-cha-ni	from (cm)		RB-LMMG	1945	Garo (Bangladesh)	0.12-II:idx
523	465672	-cha-ni-ko	from (cm)		RB-LMMG	1945	Garo (Bangladesh)	0.12-II:idx
524	465673	chan-kol	fire place (n)		RB-LMMG	1945	Garo (Bangladesh)	5.423-II:idx
525	465674	chap	fly (n)		RB-LMMG	1945	Garo (Bangladesh)	4.462-II:idx
526	465675	chap-a	attach; join; layers (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.647-II:idx
527	465676	chap-chap	touching (adv)		RB-LMMG	1945	Garo (Bangladesh)	2.25-II:idx
528	465677	cha-ram-a	worn out (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.292-II:idx
529	465678	cha-ri	bowl; bowl, large (n)		RB-LMMG	1945	Garo (Bangladesh)	5.432-II:idx
