GLOSS	AMBIGUITY	COVERAGE	SOURCES
old man (colloq)		1	ZMYYC
old person		1	ZMYYC
old woman		1	GEM-CNL
old, be		1	TBL
on		1	GEM-CNL
on (the table)		1	TBL
on (the wall)		1	TBL
on the other side (of a riv		1	TBL
on top (of a mountain)		1	TBL
on top (of the roof)		1	TBL
one ;		1	ZMYYC
one hundred and one		1	TBL
one hundred thousand		1	TBL
oneself		1	TBL
onion		1	GEM-CNL
onion (green)		1	ZMYYC
onion / scallion		1	TBL
only		1	GEM-CNL
open (a door)		1	TBL
open (an umbrella)		1	TBL
open (chest, trunk)		1	TBL
open (door)		1	ZMYYC
open (door, lock)		1	TBL
open (eye)		1	ZMYYC
open (general term)		1	ZMYYC
open (lid)		1	ZMYYC
open (the mouth)		1	TBL
open up wasteland		1	TBL
orange		1	GEM-CNL
order		1	GEM-CNL
other		1	GEM-CNL
other person(s)		1	TBL
other person(s) (lit. 'person home')		1	TBL
other persons		1	TBL
others		1	ZMYYC
others (people)		1	TBL
others / miscellaneous		1	TBL
outside (distal)		1	TBL
outside (proximal)		1	TBL
over / above		1	TBL
overflow		1	ZMYYC
overflow / spill		1	TBL
overgrown (plant)		1	TBL
overthrow / down with		1	TBL
overthrow / down with (traitors)		1	TBL
owe		1	ZMYYC
owe (money)		1	TBL
owner		1	GEM-CNL
pad		1	TBL
pad / cushion		1	TBL
paddle / row		1	TBL
paddy field		1	TBL
paddy fields		1	TBL
page		1	TBL
pain		1	GEM-CNL
pain / ache		1	ZMYYC
pain / ache (V)		1	ZMYYC
pain / agony		1	TBL
pain / agony (emotional)		1	TBL
painting		1	TBL
pair		1	ZMYYC
pair (of rabbits)		1	TBL
pair (of shoes)		1	TBL
pal / partner		1	TBL
pal / partner (plural)		1	TBL
pal / partner (singular)		1	TBL
palm (hand)		1	GEM-CNL
palm (of hand)		1	GEM-CNL
panji (bamboo stake)		1	GEM-CNL
pants / trousers (female's)		1	TBL
pants / trousers (male's)		1	TBL
parcel / sack (of medicine)		1	TBL
parcel / sack (of presents)		1	TBL
parcel / sack (of things)		1	TBL
parcel / sack (of vegetables)		1	TBL
pare / peel with a knife		1	TBL
parrot		1	TBL
part / portion / share		1	TBL
part / portion / share (lit. 'share')		1	TBL
pass / go by		1	TBL
paste / glue / stick		1	ZMYYC
paste / stick / glue		1	TBL
patch		1	ZMYYC
patch (clothing)		1	TBL
patch (of ground / field)		1	TBL
patient		1	TBL
pave / lay		1	TBL
pay		1	GEM-CNL
pay indemnity to		1	ZMYYC
pea / bean		1	TBL
peace		1	GEM-CNL
pear		1	TBL
pear (flat: Ch. 'bian3 li2')		1	TBL
pear (small yellow)		1	TBL
pearl		1	GEM-CNL
peasant		1	TBL
peck at (rice; of a chicken)		1	TBL
peel off (paint)		1	TBL
pen (chicken)		1	TBL
pen (writing instrument)		1	TBL
pen (writing instrument) (bamboo)		1	TBL
pen (writing instrument) (brush)		1	TBL
pen in (sheep)		1	TBL
people		1	GEM-CNL
pepper (hot) / chili		1	TBL
pepper, hot / chili		1	ZMYYC
pepper, hot / chili (from Thai)		1	ZMYYC
peppery		1	TBL
permit / allow		1	TBL
persimmon (big)		1	TBL
persimmon (dried)		1	TBL
persimmon (fresh)		1	TBL
persimmon (small)		1	TBL
person w / pockmarked face		1	TBL
person w / pockmarked face (as an insult)		1	TBL
pestle (big, wooden)		1	TBL
pestle (large wooden)		1	ZMYYC
pestle (rice-hulling trip-hammer)		1	TBL
pestle (salt mortar)		1	TBL
pestle (small, stone)		1	TBL
pestle / pound		1	TBL
pheasant (long-tailed)		1	TBL
pheasant (short-tailed)		1	TBL
phlegm		1	ZMYYC
pick (fruit)		1	TBL
pick / select		1	ZMYYC
pick up (food with chopsticks)		1	TBL
pick up stuff		1	ZMYYC
pickle (vegetables)		1	TBL
piece of cloth w.s.f.c.a.t. (piece of its inside)		1	TBL
piece of cloth w.s.f.c.a.t. (piece of its outside)		1	TBL
piece of cloth with straps for carrying a toddler		1	TBL
pierce		1	GEM-CNL
pierce through		1	TBL
pig (domestic)		1	GEM-CNL
pig (wild)		1	GEM-CNL
pig(wild)		1	GEM-CNL
piglet		1	TBL
pigsty / pen (hog)		1	TBL
pile (of excrement)		1	TBL
pile / stack up		1	TBL
pile / stack up (books, quilts, etc.)		1	TBL
pile / stack up (firewood)		1	TBL
pile up (e.g. earth)		1	ZMYYC
pillar / column		1	TBL
pinch (of a shoe)		1	TBL
pine (said by elderly)		1	TBL
pine (said by youth)		1	TBL
pipe (tobacco)		1	GEM-CNL
piss / pee		1	TBL
pit		1	TBL
pit / stone		1	TBL
pitiable / pitiful		1	TBL
placenta		1	TBL
plain		1	ZMYYC
plains		1	GEM-CNL
plane (tool)		1	TBL
plank / board		1	TBL
plank / board (coffin)		1	TBL
plank / board (small)		1	TBL
plant		1	ZMYYC
plant (trees)		1	TBL
plant / raise (wheat)		1	TBL
plant / raise (wheat) (dibbling)		1	TBL
plant / raise (wheat) (scatter)		1	TBL
plant ash		1	TBL
plant seedlings		1	ZMYYC
plate / dish		1	TBL
play		1	ZMYYC
play (a game)		1	GEM-CNL
play (music)		1	GEM-CNL
play / amuse oneself		1	TBL
pleasant to the ears		1	TBL
plough	n,v	1	ZMYYC
plough / till		1	TBL
plough; plow virgin soil		1	ZMYYC
plow		1	TBL
plowshare		1	TBL
pluck (flowers)		1	TBL
point / tip		1	TBL
point at / to / out		1	TBL
poison / toxin		1	TBL
poke (a sign into earth) / insert		1	TBL
pole		1	ZMYYC
pole (carrying / shoulder)		1	TBL
polite / courteous		1	TBL
pony		1	TBL
pool		1	GEM-CNL
poor (land)		1	TBL
poplar		1	TBL
poplar cypress tree (=?)		1	ZMYYC
post (of house)		1	GEM-CNL
pot		1	GEM-CNL
pot (stir fry)		1	ZMYYC
pot / jar / tin		1	TBL
pot / jar / tin (big)		1	TBL
pot / jar / tin (copper)		1	TBL
pot / jar / tin (earthenware)		1	TBL
pot / jar / tin (water)		1	TBL
pot / wok		1	ZMYYC
pound to pieces		1	TBL
pour (liquid) into		1	ZMYYC
pour or throw out (water)		1	TBL
power		1	GEM-CNL
praise		1	GEM-CNL
pray		1	GEM-CNL
pregnant		1	GEM-CNL
pregnant, be		1	TBL
pregnant, be (person)		1	TBL
prepare		1	GEM-CNL
prepare / get ready / intend		1	TBL
present, the (time)		1	TBL
press (a tube of toothpaste)		1	TBL
press (with palm or finger)		1	TBL
press (with palm or finger) (a bell)		1	TBL
press / push down		1	TBL
press;press flat		1	ZMYYC
prick		1	ZMYYC
pricked, be (on a thorn)		1	TBL
priest		1	GEM-CNL
prize / pry		1	TBL
produce		1	TBL
promise / consent		1	TBL
prop up / support		1	TBL
protruding / raised		1	TBL
proud		1	GEM-CNL
proverb / saying		1	TBL
pry		1	ZMYYC
puddle (of mud)		1	TBL
pull (a quilt) over (causative)		1	TBL
pull (a quilt) over oneself		1	TBL
pull (a quilt) over oneself (simplex)		1	TBL
pull (out)		1	ZMYYC
pull / drag (a log)		1	TBL
pull / lead (a cow) along		1	TBL
pull / tug		1	TBL
pull down (a house)		1	TBL
pull up (weeds)		1	TBL
pulse (wrist)		1	TBL
pulse / beat		1	TBL
punch a hole / perforate		1	TBL
puncture (sthg.)		1	TBL
punish		1	TBL
push / shove		1	TBL
push / shove (people, cars)		1	TBL
put		1	GEM-CNL
put (soil) on		1	TBL
put / place		1	ZMYYC
put in (salt)		1	TBL
put in order / arrange		1	TBL
put in order / arrange (things w / out legs)		1	TBL
put in order / arrange (things with legs)		1	TBL
put in order / tidy		1	TBL
put in order / tidy (crops)		1	TBL
put in order / tidy (things)		1	TBL
put into a container / pack		1	TBL
put on (another layer of cloth		1	TBL
put on (shoes)		1	TBL
put on / wear		1	ZMYYC
put on / wear;put on / wear (caus)		1	ZMYYC
put on / wear;wear shoes		1	ZMYYC
put one's hand on (sthg.) for		1	TBL
put out to pasture		1	TBL
put out to pasture (cows)		1	TBL
put out to pasture (sheep)		1	TBL
put sthg. somewhere		1	TBL
puttee		1	TBL
quake (earth)		1	TBL
quarrel		1	GEM-CNL
question	n,v	1	GEM-CNL
quick / fast		1	TBL
quick / fast (body movement)		1	TBL
quick / fast (speed)		1	TBL
quiet		1	GEM-CNL
quilt		1	ZMYYC
rack (pack)		1	TBL
radish		1	TBL
raft		1	TBL
raft (bamboo)		1	TBL
rafter (of building)		1	TBL
railroad		1	ZMYYC
raincoat (of leaves, hemp fibe		1	ZMYYC
raincoat made of palm tree		1	ZMYYC
rainy season		1	ZMYYC
raise		1	GEM-CNL
raise (chickens)		1	TBL
raise (the hand)		1	TBL
raise (the tail)		1	TBL
rake (iron-toothed)		1	TBL
rake (the fields)		1	TBL
rake (wooden)		1	TBL
ramie		1	ZMYYC
ramie ("fire hemp")		1	ZMYYC
ramie ("male hemp")		1	ZMYYC
rat		1	GEM-CNL
rat / mouse		1	ZMYYC
raw		1	ZMYYC
raw (unripe)		1	GEM-CNL
reach out(foot)		1	ZMYYC
reach out(hand)		1	ZMYYC
read; read (borr. from C)		1	ZMYYC
reap		1	GEM-CNL
recall / recollect		1	TBL
recall / remember		1	TBL
recently / lately		1	TBL
recognize		1	TBL
recover, fully (from an illness)		1	TBL
reduce		1	TBL
reed		1	GEM-CNL
reed-pipe instrument		1	ZMYYC
refine		1	ZMYYC
refuse by making excuses		1	TBL
regret		1	TBL
rein in		1	TBL
reins		1	TBL
relative		1	ZMYYC
relatives		1	TBL
release / set free		1	TBL
rely / depend on		1	TBL
rely / lean on		1	TBL
remain		1	GEM-CNL
repair		1	ZMYYC
repay		1	TBL
repay (a debt)		1	TBL
rescue / save		1	TBL
reserve (seeds)		1	TBL
resin / colophony		1	TBL
resin / colophony (of a qiang1 pine tree)		1	TBL
respective / individual / each		1	TBL
rest (from work)		1	TBL
rest (while on the road)		1	TBL
rest ordinary days;rest(walkin		1	ZMYYC
ret. / go back;ret / go back;reply		1	ZMYYC
retreat		1	ZMYYC
return (a pen)		1	TBL
return (future)		1	TBL
return (go back)		1	TBL
return (past)		1	TBL
return / go back		1	ZMYYC
return, cause to		1	TBL
reverse		1	TBL
reverse side		1	TBL
revive (vi.) (animals)		1	TBL
rhinoceros		1	GEM-CNL
rice		1	TBL
rice (glutinous)		1	TBL
rice (paddy		1	GEM-CNL
rice (plant)		1	ZMYYC
rice (unhusked)		1	TBL
rice-beer		1	GEM-CNL
riddle		1	TBL
ride		1	ZMYYC
ride (a horse)		1	TBL
right (correct)		1	GEM-CNL
right / correct (C)		1	ZMYYC
right / correct (N)		1	ZMYYC
right / obverse side		1	TBL
right / obverse side (lit. 'outside side')		1	TBL
right, just, upright		1	ZMYYC
right-hand		1	GEM-CNL
ring (finger ring)		1	GEM-CNL
ring in cow's nose used to lead it about		1	TBL
rinse (the mouth)		1	TBL
rinse / flush		1	TBL
rinse / flush ('sprinkle, splash')		1	TBL
ripe		1	GEM-CNL
ripe, be (corn, beans, etc.)		1	TBL
ripe, be (fruit)		1	TBL
ripe, be (melons, nuts, etc.)		1	TBL
ripe, be (paddies, etc.)		1	TBL
rise (of the sun)		1	ZMYYC
rise / appear (of the sun)		1	ZMYYC
rise / go up		1	TBL
rise / stand up		1	TBL
river (big)		1	TBL
river (small)		1	TBL
road / way		1	ZMYYC
roast (meat)		1	TBL
rob		1	ZMYYC
rob / loot		1	TBL
robber		1	TBL
rock		1	TBL
rock / sway		1	TBL
rod / stick		1	TBL
roebuck		1	ZMYYC
roebuck(male);roebuck(female)		1	ZMYYC
roll		1	TBL
roll (e.g. rock)		1	ZMYYC
roll (intransitive)		1	TBL
roll (of cloth)		1	TBL
roll (transitive)		1	TBL
roll up (cloth)		1	TBL
roll up (sleeve)		1	TBL
room		1	GEM-CNL
rooster		1	ZMYYC
rope / string		1	TBL
rope, cord		1	GEM-CNL
rot		1	TBL
rot / spoil		1	ZMYYC
rotate / spin		1	ZMYYC
rotten		1	GEM-CNL
rough		1	GEM-CNL
rough / coarse		1	TBL
round (ball shape)		1	ZMYYC
row (of houses)		1	TBL
rub		1	GEM-CNL
rub (to soften animal skin)		1	ZMYYC
ruler (measure)		1	TBL
ruminate		1	TBL
ruminate (cow)		1	TBL
rust (copper)		1	TBL
rust (copper, silver)		1	TBL
rust (iron)	n,v	1	TBL
rust (lit. 'eat mud')		1	TBL
s.b.'s turn		1	TBL
sacrifice		1	GEM-CNL
saddle for horse		1	ZMYYC
saddle;saddle for horse		1	ZMYYC
safe and sound		1	TBL
salary		1	GEM-CNL
saliva		1	TBL
saliva / spittle		1	ZMYYC
satisfy (conditions, requireme		1	TBL
save		1	GEM-CNL
save / rescue		1	ZMYYC
savory / appetizing		1	TBL
say		1	GEM-CNL
say / speak		1	ZMYYC
scald / burn (the hand)		1	TBL
scale		1	TBL
scales (balance)		1	GEM-CNL
scar		1	TBL
scarf for head / turban(male)		1	ZMYYC
scarf for head / turban-m;-f		1	ZMYYC
scarf for the head / turban		1	ZMYYC
scatter (seeds)		1	TBL
scatter / broadcast		1	ZMYYC
school		1	ZMYYC
scissor		1	TBL
scissor (for cutting cloth)		1	TBL
scissor (paper)		1	TBL
scissor (wool, hair)		1	TBL
scold to so.'s face		1	ZMYYC
scoop		1	ZMYYC
scoop up (water) / ladle out		1	TBL
scorpion		1	GEM-CNL
scratch (an itch against sthg.)		1	TBL
scratch (an itch)		1	TBL
scratch the soil for grain (birds)		1	GEM-CNL
search		1	ZMYYC
secret, keep		1	TBL
sect. of bamboo used as cont. (rice, salt, liquor)		1	TBL
sect. of bamboo used as cont. (to serve tea in)		1	TBL
section (of bamboo between two joints)		1	TBL
section (of road / journey)		1	TBL
section of bamboo used as container		1	TBL
section of bamboo used as container (for water)		1	TBL
see ( a doctor)		1	TBL
seed of Chinese prickly ash		1	TBL
seedling		1	ZMYYC
seedling (rice)		1	TBL
seek		1	GEM-CNL
seep into / permeate		1	TBL
seize		1	GEM-CNL
send		1	GEM-CNL
send (a letter)		1	TBL
send / dispatch (a person)		1	TBL
sentence (of speech)		1	TBL
separate		1	TBL
separate (cause to)		1	TBL
separated accidentally and lose contact with, get		1	TBL
serow		1	GEM-CNL
servant (female)		1	TBL
servant (hired)		1	TBL
servant (male)		1	TBL
servant (slave)		1	TBL
serve		1	GEM-CNL
sesame		1	TBL
set on fire		1	TBL
sever (a rope)		1	TBL
several / few, a		1	TBL
several / few, a (people)		1	TBL
several / few, a (things)		1	TBL
severe / fierce / sharp		1	TBL
severe / fierce / sharp (potent liquor)		1	TBL
severe / fierce / sharp (temper)		1	TBL
sew		1	GEM-CNL
sew (up)		1	TBL
shake		1	GEM-CNL
shake (one's head)		1	TBL
shake / quake		1	TBL
shame		1	GEM-CNL
shape / appearance		1	TBL
sharpen		1	ZMYYC
shave (hair of head)		1	ZMYYC
shave (hairs) / scrape		1	TBL
shave (the head)		1	TBL
sheath / scabbard		1	TBL
shed (chicken)		1	TBL
shed (cow) / fence (ox)		1	TBL
shed (tears)		1	TBL
sheep (general)		1	TBL
sheepfold / pen (sheep)		1	TBL
sheet (of hide)		1	TBL
sheet (of paper)		1	TBL
shell		1	GEM-CNL
shell (melon seeds)		1	TBL
shell (peanuts)		1	TBL
shepherd boy		1	TBL
shield		1	GEM-CNL
shine		1	GEM-CNL
shingle		1	TBL
shite		1	GEM-CNL
shiver / tremble		1	TBL
shiver / tremble (from cold)		1	TBL
shiver / tremble (from fear)		1	TBL
shoe (leather)		1	ZMYYC
shoot (an arrow)		1	TBL
shop		1	ZMYYC
shot, have (the target)		1	TBL
shout / yell		1	TBL
shrivel up / wither		1	TBL
shrivelled / shrunken		1	TBL
shut		1	GEM-CNL
shuttle		1	GEM-CNL
shy, be / bashful		1	TBL
sick		1	GEM-CNL
side (of body)		1	GEM-CNL
sieve	n,v	1	ZMYYC
sieve / sift		1	TBL
sieve / sifter		1	TBL
sieve / sifter (coarse)		1	TBL
sieve / sifter (fine)		1	TBL
silk		1	TBL
silk (cloth)		1	ZMYYC
silk (cloth); satin		1	ZMYYC
silk thread		1	TBL
silkworm		1	TBL
silver (white silver)		1	ZMYYC
sin		1	GEM-CNL
sinew		1	ZMYYC
sing (Han songs)		1	TBL
sing (own songs)		1	TBL
sing folksong before / aft work		1	ZMYYC
sis (young) < e.b.; sis < e.s.		1	ZMYYC
sister (elder) (dir.;e.s. gen		1	ZMYYC
sister (younger) < elder bro		1	ZMYYC
sister (younger) by elder sis.		1	ZMYYC
sister(younger) direct / general		1	ZMYYC
sister-in-law <elder brother's		1	TBL
sisters		1	TBL
sisters (reference by brothers)		1	TBL
sit down		1	TBL
skin (cattle)		1	TBL
skin (leather, hide)		1	TBL
skin (with hair)		1	TBL
skin / flay		1	ZMYYC
skirt (male's)		1	TBL
skirt male; skirt female		1	ZMYYC
skull		1	GEM-CNL
slanting / leaning		1	TBL
slanting, not upright		1	ZMYYC
slanting, not upright (V)		1	ZMYYC
slave		1	GEM-CNL
sleepy, be		1	TBL
slip		1	GEM-CNL
slippery (road)		1	TBL
slope		1	ZMYYC
slope (ascend);slope (descend)		1	ZMYYC
slough off (of a snake)		1	TBL
slow (body movement)		1	TBL
slow (travel)		1	TBL
slowly		1	ZMYYC
sly / cunning		1	TBL
small (age)		1	ZMYYC
smallpox		1	ZMYYC
smile		1	GEM-CNL
smoke (a cigarette)		1	TBL
smoke (an opium cigarette)		1	TBL
smoke / fumigate		1	TBL
smoke / fumigate (with a cypress branch)		1	TBL
smooth / glossy / sleek		1	TBL
snap (a thread)		1	TBL
snap (thread)		1	TBL
snap / break (a stick)		1	TBL
snare / trap		1	TBL
snare / trap (cow hair rope)		1	TBL
snare / trap (for catching birds)		1	TBL
snare / trap (made of metal)		1	TBL
sneaze		1	GEM-CNL
sneeze		1	GEM-CNL
snore		1	GEM-CNL
snot		1	ZMYYC
snot (clear);snot		1	ZMYYC
so (like that)		1	GEM-CNL
soak / immerse(e.g. seed)		1	ZMYYC
soak / steep		1	TBL
sober up		1	TBL
sock / stocking		1	TBL
socks		1	ZMYYC
soft / spongy / loose		1	TBL
soil / earth		1	TBL
solid		1	TBL
solid (of objects)		1	TBL
solid (of the body)		1	TBL
solidify / congeal		1	TBL
son (general term)		1	TBL
son (honorific)		1	TBL
son (intimate)		1	TBL
son-in-law (comes calling)		1	TBL
son-in-law (doesn't come calling)		1	TBL
song (antiphonal)		1	TBL
song (folk)		1	TBL
song (folk, sung in fields during or after work)		1	TBL
song and dance		1	TBL
sore / boil		1	TBL
sorghum		1	ZMYYC
sorry		1	GEM-CNL
soul		1	GEM-CNL
soul / spirit (lit. 'ghost spirit')		1	TBL
sound		1	TBL
soup (<C);juice (broth?)		1	ZMYYC
soup (vegetable)		1	TBL
sow broadcast;dibble seeds		1	ZMYYC
soya bean		1	TBL
soybean		1	ZMYYC
spacious / commodious		1	TBL
spade		1	ZMYYC
span (thumb to index finger)		1	TBL
span (thumb to middle finger)		1	TBL
sparrow hawk		1	TBL
spear		1	GEM-CNL
speech		1	GEM-CNL
speech / words		1	TBL
speech; language		1	ZMYYC
spin (cotton)		1	GEM-CNL
spin (into yarn)		1	TBL
spin (yarn)		1	ZMYYC
spindle (cotton)		1	GEM-CNL
spine / backbone		1	TBL
spirit		1	GEM-CNL
spirit (evil) / demon		1	TBL
spirit (evil) / demon (woman)		1	TBL
spit; spit blood		1	ZMYYC
splash / sprinkle		1	TBL
split		1	GEM-CNL
split open / rend		1	TBL
split open / rend (earth, melon, etc.)		1	TBL
split open / rend (wooden things)		1	TBL
split open;break		1	ZMYYC
split up (bamboo pole)		1	TBL
split up (bamboo strips)		1	TBL
spout / burst forth		1	TBL
spring		1	ZMYYC
spring (season)		1	TBL
spring (season) (lit. 'second, third months')		1	TBL
sprinkle / spray		1	TBL
sprout / shoot		1	TBL
sputum		1	TBL
square (area unit for selling cloth)		1	TBL
square / rectangular		1	TBL
square / rectangular (lit. 'four corners')		1	TBL
square / rectangular (lit. 'four face four corner')		1	TBL
square / rectangular (lit. 'four sides')		1	TBL
square / rectangular (lit. 'four square body')		1	TBL
squeeze		1	GEM-CNL
squeeze (for milk)		1	TBL
stable / fence (horse)		1	TBL
stallion		1	TBL
stamp (one's foot)		1	TBL
standing; stand up		1	ZMYYC
start / begin		1	TBL
start / drive (a car)		1	TBL
startle / disturb		1	TBL
startled, be / shy (of animals)		1	TBL
steam	n,v	1	TBL
steam (cold rice)		1	TBL
steamer (of bamboo, for food)		1	TBL
steamer (rice)		1	TBL
steel		1	ZMYYC
steel (for flint)		1	TBL
steelyard		1	ZMYYC
steelyard / scales		1	TBL
steelyard / scales (big)		1	TBL
steelyard / scales (small)		1	TBL
steelyard large;steelyardSmall		1	ZMYYC
steep		1	ZMYYC
stem / stalk		1	ZMYYC
stem / stalk of grain		1	ZMYYC
step / pass over (ditch)		1	ZMYYC
step / stride		1	TBL
step on / trample / stamp		1	TBL
step on / tread		1	TBL
stepfather		1	TBL
stepfather (older than birth father)		1	TBL
stepfather (younger than birth father)		1	TBL
stepmother		1	TBL
stepmother (older than birth mother)		1	TBL
stepmother (younger than birth mother)		1	TBL
stick down (an envelope)		1	TBL
stick into / stab		1	TBL
sticky / glutinous		1	TBL
sting (of wasps)		1	TBL
stingy		1	TBL
stink		1	GEM-CNL
stinking / smelly		1	TBL
stinky		1	ZMYYC
stir / budge		1	TBL
stir / churn		1	ZMYYC
stir-fry (grain)		1	TBL
stir-fry vegs;stir-fry grain		1	ZMYYC
stirrup		1	TBL
stomach (cow, goat)		1	TBL
stomach (person)		1	TBL
stone / pit		1	ZMYYC
stone / pit (soft)		1	ZMYYC
stone / rock		1	ZMYYC
stone pot; red copper pot		1	ZMYYC
stool		1	ZMYYC
stool / bench		1	TBL
stop / cease		1	TBL
storm		1	GEM-CNL
story		1	TBL
story (of building)		1	TBL
story / tale		1	ZMYYC
stove (cooking) / range (kitchen)		1	TBL
straight (horizontal)		1	TBL
straight (vertical)		1	TBL
strain (tea)		1	ZMYYC
straw		1	GEM-CNL
straw (rice)		1	TBL
straw (rice) (standing stalks)		1	TBL
straw (wheat)		1	TBL
stream		1	ZMYYC
street		1	TBL
strength		1	ZMYYC
strength (physical)		1	TBL
stretch out (the arm)		1	TBL
stretch out (the foot)		1	TBL
stretch out (the waist)		1	TBL
strike (iron)		1	ZMYYC
strike (the table)		1	TBL
strike w / palm;strike w / fist		1	ZMYYC
strike with open palm		1	ZMYYC
string (of beads)		1	TBL
string (oxhide)		1	TBL
string (oxhide) (thick / coarse)		1	TBL
string (oxhide) (thin / fine)		1	TBL
strip off sticky things		1	TBL
stroke / touch		1	TBL
strong		1	GEM-CNL
student		1	ZMYYC
stuff (hole) up		1	ZMYYC
stupid (male)		1	TBL
stupid (male; female)		1	ZMYYC
stutterer		1	TBL
subside (of swelling)		1	TBL
suddenly		1	GEM-CNL
suffer		1	GEM-CNL
sugar (brown)		1	TBL
sugar (honey)		1	TBL
sugar (red)		1	ZMYYC
sugar-cane		1	GEM-CNL
suitable		1	TBL
sulphur		1	TBL
sulphur (brimstone)		1	GEM-CNL
summer (lit. 'hot moon')		1	TBL
summer (lit. 'rainy season')		1	TBL
sunbathe		1	TBL
sunken / dented		1	TBL
sunny		1	ZMYYC
sunny (V)		1	ZMYYC
support / raise		1	TBL
support s.b. with one's hand		1	TBL
support s.b. with one's hand (causative)		1	TBL
support s.b. with one's hand (simplex)		1	TBL
surname		1	ZMYYC
surname / name (family)		1	TBL
surname / name (family) (lit. 'house name')		1	TBL
surround		1	ZMYYC
surround / encircle		1	ZMYYC
surroundings		1	TBL
surroundings (of a room)		1	TBL
surroundings (of a village)		1	TBL
survive (plants)		1	TBL
sustain losses (in business)		1	TBL
swear		1	GEM-CNL
swear / vow		1	TBL
sweat ("black sweat")		1	ZMYYC
sweet potato		1	ZMYYC
swell (of tissue)		1	TBL
swing / sway		1	TBL
swollen		1	ZMYYC
sword		1	GEM-CNL
sword (weaving)		1	GEM-CNL
table (word used by elderly)		1	TBL
table (word used by younger people)		1	TBL
tadpole		1	TBL
tael		1	ZMYYC
tael (= .01 of Burmese jin1 (catty), =16.46g)		1	TBL
tael (=50 grams)		1	TBL
take (a breath)		1	TBL
take / hold / get		1	TBL
take back		1	ZMYYC
take back / put away		1	ZMYYC
take off (clothes)		1	TBL
take off (clothing)		1	ZMYYC
take out (from in between, a part from a whole)		1	TBL
take out from water		1	ZMYYC
take out from water with tool		1	ZMYYC
taken hold of, have / gotten		1	TBL
talk		1	GEM-CNL
tall		1	GEM-CNL
tangerine		1	TBL
taste		1	GEM-CNL
taste ('have a look')		1	TBL
taste / try the flavor of		1	TBL
tasteless / insipid		1	TBL
tasty / delicious		1	TBL
tax		1	GEM-CNL
team (of oxen)		1	TBL
team (of oxen) (lit. 'pair', from Ch. 'shuang1')		1	TBL
team / line (of people (&animals))		1	TBL
tear up / rip		1	TBL
tears		1	TBL
tears (weeping)		1	GEM-CNL
tell (a story)		1	TBL
temper		1	TBL
ten cents		1	TBL
ten million		1	TBL
tender		1	ZMYYC
tender young (plant)		1	TBL
tendon / sinew		1	TBL
tense / tight / taut		1	TBL
testicle		1	TBL
thank		1	GEM-CNL
that (over yonder)		1	TBL
that (way) / (like) that		1	TBL
that side / there		1	TBL
that;that (far)		1	ZMYYC
thatch		1	GEM-CNL
then		1	GEM-CNL
there are (people)		1	TBL
there are (trees on the mountain)		1	TBL
there is (water in the bowl)		1	TBL
there isn't / aren't		1	TBL
there;there (distal)		1	ZMYYC
these		1	TBL
these (people)		1	TBL
these (things)		1	TBL
thick (porridge)		1	TBL
thick (tree)		1	ZMYYC
thigh (of animal)		1	TBL
thigh (of human)		1	TBL
thin (fabric)		1	TBL
thin (hair)		1	TBL
thin (in diameter) / fine / tiny		1	TBL
thin (in diameter) / fine / tiny (of a rope)		1	TBL
thin (in diameter) / fine / tiny (of roasted barley)		1	TBL
thin (in diameter) / fine / tiny (of texture)		1	TBL
thin (of people)		1	ZMYYC
thin (slender)		1	ZMYYC
thin (slender);thin (screen)		1	ZMYYC
thin (watery)		1	ZMYYC
thin out (seedlings)		1	TBL
thing / matter / event		1	ZMYYC
thing / matter / event (work)		1	ZMYYC
thinner, get (body)		1	TBL
thinner, get (body) (livestock)		1	TBL
thinner, get (body) (people)		1	TBL
thirsty (V)		1	ZMYYC
thirsty, be		1	TBL
this side / here		1	TBL
this year		1	TBL
thorn / splinter		1	TBL
those		1	TBL
those (people)		1	TBL
those (things)		1	TBL
thou		1	GEM-CNL
thread (a needle)		1	TBL
thread (knitting wool)		1	TBL
three days ago		1	TBL
three days from now		1	TBL
thresh grain		1	TBL
thresh grain (lit. 'hit chain cangue')		1	TBL
threshing time		1	ZMYYC
threshold		1	TBL
throw / hurl		1	TBL
throw / toss		1	TBL
throw / toss (away from speaker)		1	TBL
throw / toss (towards speaker)		1	TBL
throw out (one's chest)		1	TBL
throw up / vomit		1	TBL
thus / this (way) / (like) this		1	TBL
tie		1	GEM-CNL
tie (a cow) to		1	TBL
tie (e.g. firewood)into a bund		1	ZMYYC
tie(firewood)into bund;tieAnim		1	ZMYYC
time / instance (of biting)		1	TBL
time / instance (of going somewhere)		1	TBL
time / instance (of hitting)		1	TBL
time / instance (of kicking)		1	TBL
tinder		1	TBL
tinea		1	TBL
tinea (erythrasma)		1	TBL
tinea alba		1	TBL
tinker (pans)		1	TBL
tired (V)		1	ZMYYC
tired, be / fatigued		1	TBL
to		1	GEM-CNL
toe		1	GEM-CNL
together		1	GEM-CNL
tomb		1	TBL
tomorrow night / evening		1	TBL
tongs (fire)		1	TBL
tool		1	TBL
top		1	ZMYYC
top (i.e. highest point		1	GEM-CNL
top (i.e. highest point)		1	GEM-CNL
topple / tear down (a wall)		1	TBL
torches (pine)		1	TBL
tortoise		1	TBL
touch		1	GEM-CNL
towards		1	GEM-CNL
tower		1	GEM-CNL
