ID	rn	reflex	GLOSS	gfn	srcabbr	lgid	language	srcid
278	478991	ʔepeʔ-	restrict breath or nourishment, cut supply, turn yellow (leaves) (ext.)	vit1.	RC-DOC	1977	Chepang	
279	478992	ʔepeʔ-	fill gap in thatch	vit2.	RC-DOC	1977	Chepang	
280	478993	ʔemʔ-	sleep (WD)	vi.	RC-DOC	1977	Chepang	
281	478994	ʔemheʔ	yellow (yam leaves)	onom.	RC-DOC	1977	Chepang	
282	478995	ʔemheʔ-	turn yellow (yam leaves), change to poor condition	vi.	RC-DOC	1977	Chepang	
283	478996	ʔemheʔ-	cause to tingle (lips, with certain fruit)	vt.	RC-DOC	1977	Chepang	
284	478997	hluŋ ʔemheʔ-	palpitate (heart)	vt.	RC-DOC	1977	Chepang	
285	478998	ʔer	Flying Squirrel, large	n.	RC-DOC	1977	Chepang	
286	478999	ʔer.layʔ.muh	fungus (sp.), mushroom with yellow gills	n.	RC-DOC	1977	Chepang	
287	479000	ʔel-	be sharptaste (fruit, esp. yəluŋ, unripe tomato)	va.	RC-DOC	1977	Chepang	
288	479001	ʔel.luŋ	seed (sp.), of yəsi (Chyuri tree)	n.	RC-DOC	1977	Chepang	
289	479002	ʔel.sayʔ	fruit (sp.), of yəsi (Chyuri tree)	n.	RC-DOC	1977	Chepang	
290	479003	ʔel.si	Chyuri tree, Bassia/Aesandra butryacea	n.	RC-DOC	1977	Chepang	
291	479004	ʔes-	tightly woven, distorted (weave)	va.	RC-DOC	1977	Chepang	
292	479005	ʔeseʔ-	discomforted, restless (with pregnancy, overeating), cramped	vi.	RC-DOC	1977	Chepang	
293	479006	ʔeh	Flying Squirrel, Particoloured, small	n.	RC-DOC	1977	Chepang	
294	479007	ʔehe	exclamation of discovery, mild suprise	excl.	RC-DOC	1977	Chepang	
295	479008	-ʔo	Nominalizer (Realis - the state is already realized); used also to form adjectives, relative clauses, and sentences that describe states	fn.	RC-DOC	1977	Chepang	
296	479009	-ʔo kheʔ.to	Imperfect Past, Habitual Past	fn.	RC-DOC	1977	Chepang	
297	479010	ʔo.khənʔ	opportunity	n.	RC-DOC	1977	Chepang	
298	479011	ʔo.khot	medicine (<N okhəti)	n.	RC-DOC	1977	Chepang	
299	479012	ʔo.khoyʔ	hollow in tree or rock (esp. one capable of collecting water)	n.	RC-DOC	1977	Chepang	
300	479013	ʔo.khoyh	hollow in tree or rock (esp. one capable of collecting water)	n.	RC-DOC	1977	Chepang	
301	479014	ʔo.ghə	lifespan, existence	n.	RC-DOC	1977	Chepang	
302	479015	ʔo.jayʔ	pure, free from evil influence	onom.	RC-DOC	1977	Chepang	
303	479016	ʔo.dərʔ.waʔ	bird (sp.), of lowland (ch.), used metaphorically in song for a person	n.	RC-DOC	1977	Chepang	
304	479017	ʔo.day-	budge, move object slightly	vt.	RC-DOC	1977	Chepang	
305	479018	ʔo.dhan	cooking tripod (iron) (<N odhan)	n.	RC-DOC	1977	Chepang	
306	479019	-ʔo.na	Habitual (Past) (WD)	fn.	RC-DOC	1977	Chepang	
307	479020	ʔo.roŋ bho.roŋ	light-hearted, joyful (as after having a child)	onom.	RC-DOC	1977	Chepang	
308	479021	ʔo.syoŋʔ-	wave bird over a person (to draw out sickness)	vt.	RC-DOC	1977	Chepang	
309	479022	ʔo.haŋ.səy.(ko)	Conjunction (Sequential); and then, after that	fn.	RC-DOC	1977	Chepang	
310	479023	ʔo.haŋʔ.səy.(ko)	Conjunction (Sequential - more definite than ʔo.haŋ.səy.ko); then, after that	fn.	RC-DOC	1977	Chepang	
311	479024	ʔoʔ	Demonstrative (Distal); that (distant)	pn.	RC-DOC	1977	Chepang	
312	479025	ʔoʔ-	retch before vomiting	vi.	RC-DOC	1977	Chepang	
313	479026	ʔoʔ-	call (bird) (WD)	vi.	RC-DOC	1977	Chepang	
314	479027	ʔoʔ.haŋʔ	there, in that place	nl.	RC-DOC	1977	Chepang	
315	479028	ʔok	vomiting	onom.	RC-DOC	1977	Chepang	
316	479029	ʔok-	vomit (children's talk)	vi.	RC-DOC	1977	Chepang	
317	479030	ʔoko.lo	only (child)	adjn.	RC-DOC	1977	Chepang	
318	479031	ʔoko.teŋ	slightly hooked stick used for gouging, digging	n.	RC-DOC	1977	Chepang	
319	479032	ʔoŋ-	ease off, improve (cloud, sickness), lighten (sky)	vi.	RC-DOC	1977	Chepang	
320	479033	ʔoŋʔ	quiver, bamboo pendant hung around neck	n.	RC-DOC	1977	Chepang	
321	479034	ʔoŋh-	opened up, be removed (cover), open up, give access to (contents), begin to clear (rain)	vat.	RC-DOC	1977	Chepang	
322	479035	hluŋ ʔoŋh-	agreeable	vr.	RC-DOC	1977	Chepang	
323	479036	ʔot-	rot, be rotten, perished (wood, cloth)	vai.	RC-DOC	1977	Chepang	
324	479037	ʔot-	void, defecate, give birth, lay egg	vt.	RC-DOC	1977	Chepang	
325	479038	ʔot.hok.siŋʔ	dry and light rotten wood or tree	n.	RC-DOC	1977	Chepang	
326	479039	ʔon	thatch, thatch grass, Imperata arundinacia	n.	RC-DOC	1977	Chepang	
327	479040	ʔop-	push right into midst (hot coals, etc.), cook by doing this	vt.	RC-DOC	1977	Chepang	
328	479041	ʔopoʔ-	hold in, hold breath	vt.	RC-DOC	1977	Chepang	
329	479042	ʔop.ʔak	outer leaf sheath (of bamboo, banana), cover of corncob; bamboo container or banana stalk container for holding flying termites (used as bird bait)	n.	RC-DOC	1977	Chepang	
330	479043	ʔom	carefully, slowly, softly	onom.	RC-DOC	1977	Chepang	
331	479044	ʔom.bhas	plant (sp.), ginger-like, pink flowers, gives water from stems when cut, Costus speciosus(or Roscoea purpurea?)	n.	RC-DOC	1977	Chepang	
332	479045	ʔomʔ-	cover, hide, close (house), protect	vt.	RC-DOC	1977	Chepang	
333	479046	ʔomʔ.payʔ-	protect, hide, cover (as cloud over ground), do with care	vt.	RC-DOC	1977	Chepang	
334	479047	ʔomʔ.mus	cloud cover, low cloud (without rain)	n.	RC-DOC	1977	Chepang	
335	479048	ʔoy-	hang, drift, circle, waft (smoke)	vi.	RC-DOC	1977	Chepang	
336	479049	ʔoy-	swing, rock cradle (WD)	vi.	RC-DOC	1977	Chepang	
337	479050	ʔoyo bhoyoʔ	come swirling up (mist, etc.)	onom.	RC-DOC	1977	Chepang	
338	479051	ʔoyoʔ-	swing, hang freely, rock (cradle)	vi.	RC-DOC	1977	Chepang	
339	479052	ʔoyʔ-	fluffy, friable texture (yams, soil, etc.)	va.	RC-DOC	1977	Chepang	
340	479053	ʔoyk	flour, powder	n.	RC-DOC	1977	Chepang	
341	479054	ʔoyŋʔ-	dig out from container (soft material) with stick; masturbate (female) (ext.)	vt.	RC-DOC	1977	Chepang	
342	479055	ʔoyh-	dig out from container (soft material) with finger, etc.; masturbate (female) (ext.)	vt.	RC-DOC	1977	Chepang	
343	479056	ʔor-	blossom, come into flower, flourish, expand	vi.	RC-DOC	1977	Chepang	
344	479057	neh.ro ʔor-	become proud	vi.	RC-DOC	1977	Chepang	
345	479058	hluŋ.koʔ ro ʔor-	talkative, excited	vi.	RC-DOC	1977	Chepang	
346	479059	ʔor.jhyon	crouching wrapped up	onom.	RC-DOC	1977	Chepang	
347	479060	ʔol-	lean, topple (esp. tree)	vit.	RC-DOC	1977	Chepang	
348	479061	ʔoloʔ-	swing, rock (cradle)	vit.	RC-DOC	1977	Chepang	
349	479062	ʔowʔ	Demonstrative (Distal); that	pn.	RC-DOC	1977	Chepang	
350	479063	ʔos.tok.riŋ	dismal, empty, deserted	onom.	RC-DOC	1977	Chepang	
351	479064	ʔos.tok.roŋ	dismal, empty, deserted	onom.	RC-DOC	1977	Chepang	
352	479065	hmo.toŋ ʔos.tok.roŋ	depressed, defeated	onom.	RC-DOC	1977	Chepang	
353	479066	ʔoh	fruitfulness, life force, breast (f.)	n.	RC-DOC	1977	Chepang	
354	479067	ʔoh phə-	swell (breast)	vi.	RC-DOC	1977	Chepang	
355	479068	ʔoh-	recover, cause to prosper, be fruitful, create	vit.	RC-DOC	1977	Chepang	
356	479069	ʔoh.ma.(diŋ)	goddess (sp.), life-giving	nn.	RC-DOC	1977	Chepang	
357	479070	ʔoh.laŋ	prosperity	adjn.	RC-DOC	1977	Chepang	
358	479071	ʔoh.layʔ	prosperous, productive (person)	adj.	RC-DOC	1977	Chepang	
359	479072	ʔoh.(layʔ).tiʔ	milk, beer (ch.)	n.	RC-DOC	1977	Chepang	
360	479073	ʔoh.layʔ.diŋ	god (sp.), giving life and prosperity	nn.	RC-DOC	1977	Chepang	
361	479074	ʔoh.sayʔ	nipple	n.	RC-DOC	1977	Chepang	
362	479075	ʔoh.hayʔ	prosperity	n.	RC-DOC	1977	Chepang	
363	479076	ʔoh.hayʔ-	improve, prosper, live	vi.	RC-DOC	1977	Chepang	
364	479077	kə.ci.ya	sickle, small	n.	RC-DOC	1977	Chepang	
365	479078	kə.thə.ri.siŋʔ	tree (sp.), large timber tree	n.	RC-DOC	1977	Chepang	
366	479079	kə.dəw	grain (sp.), millet (common variety) (<N kodo)	n.	RC-DOC	1977	Chepang	
367	479080	kə.da	bracelet of upper arm (man), lower leg (woman) (<IA)	n.	RC-DOC	1977	Chepang	
368	479081	kə.ni	tube (bamboo) for blowing fire	n .	RC-DOC	1977	Chepang	
369	479082	kə.ma	wife of relative, bride	nk.	RC-DOC	1977	Chepang	
370	479083	coʔ.kə.ma	daughter-in-law, wife of nephew	nk.	RC-DOC	1977	Chepang	
371	479084	puʔ.kə.ma	wife of older brother	nk.	RC-DOC	1977	Chepang	
372	479085	həw.kə.ma	wife of younger brother	nk.	RC-DOC	1977	Chepang	
373	479086	kə.mi.ro	white earth, used for whitewashing and for treating bark fibres (<N kəmero kaolin)	n.	RC-DOC	1977	Chepang	
374	479087	kə.yu	plant (sp.), with variegated leaves and inedible tuber, a type of Arum?	n.	RC-DOC	1977	Chepang	
375	479088	kar.jaʔ. kə.yu	variety of this plant	n.	RC-DOC	1977	Chepang	
376	479089	kə.|rəw.(siŋʔ)	rafter (<N kərəŋ)	n.	RC-DOC	1977	Chepang	
377	479090	kə.ral	bird (sp.), Rose-ringed Parakeet	n.	RC-DOC	1977	Chepang	
378	479091	-kə.rik	hollow in rock or soil	nb.	RC-DOC	1977	Chepang	
379	479092	baŋ.kə.rik	hollow in rock or soil	n.	RC-DOC	1977	Chepang	
380	479093	kə.lə.lə	venture out cautiously (mouse, etc.)	onom.	RC-DOC	1977	Chepang	
381	479094	-kəʔ	Locative (Mobile - used with mobile entities), Associative	fn.	RC-DOC	1977	Chepang	
382	479095	kəʔ.syaʔ	Barking Deer	n.	RC-DOC	1977	Chepang	
383	479096	kəʔ.syaʔ.goyʔ	plant (sp), yam with reddish leaves, wild variety of Dioscorea sagittata	n.	RC-DOC	1977	Chepang	
384	479097	kəʔ.syaʔ.winʔ	bat (sp.), small (25cm. wingspan), russet-coloured	n.	RC-DOC	1977	Chepang	
385	479098	kəŋ.kə.la	ant (sp.), large, brown or yellow, living in soil	n.	RC-DOC	1977	Chepang	
386	479099	kəŋ	base of ear, earlobe	n.	RC-DOC	1977	Chepang	
387	479100	kəŋʔ	earring worn on lobe of ear, ring for upper arm	n.	RC-DOC	1977	Chepang	
388	479101	kət	lees, residue of beer	n.	RC-DOC	1977	Chepang	
389	479102	-kət	Allative; to, towards (WD)	fn.	RC-DOC	1977	Chepang	
390	479103	kət-	astringent, cause tingling of tongue (esp. unripe banana)	va.	RC-DOC	1977	Chepang	
391	479104	mik kət-	dry, scratchy (eyes)	va.	RC-DOC	1977	Chepang	
392	479105	kətə.pəw.waʔ	bird (sp.), lowland, greenish, thrush-sized	n.	RC-DOC	1977	Chepang	
393	479106	kən-	look, see (WD)	vt.	RC-DOC	1977	Chepang	
394	479107	kənʔ-	look out for, try out, observe	vt.	RC-DOC	1977	Chepang	
395	479108	kənʔ.thya.winʔ	bat (sp.) large fruit-eating	n.	RC-DOC	1977	Chepang	
396	479109	kənh-	tipped down (esp. bar of scales), move out of line; (hence) exceed in weight	vai.	RC-DOC	1977	Chepang	
397	479110	kənh.təwʔ-	out of line (horizontally)	va.	RC-DOC	1977	Chepang	
398	479111	kəpəʔ-	cut slashes in timber (before trimming it)	vt.	RC-DOC	1977	Chepang	
399	479112	kəm.pət	gills (fish), gill fins	n.	RC-DOC	1977	Chepang	
400	479113	kəmh-	speechless	vr.	RC-DOC	1977	Chepang	
401	479114	kəy.ʔarʔ	foot of cliff	n.	RC-DOC	1977	Chepang	
402	479115	kəy.ci.kat	rafter, horizontal roof timber at edges	n.	RC-DOC	1977	Chepang	
403	479116	kəy.ci.kat.waʔ	bird (sp.), Swift	n.	RC-DOC	1977	Chepang	
404	479117	kəy.nə	curse, witchcraft	n.	RC-DOC	1977	Chepang	
405	479118	kəy.sə-	bothered, upset, fed up	vr.	RC-DOC	1977	Chepang	
406	479119	hluŋ kəy.sə-	bothered, upset, fed up	vr.	RC-DOC	1977	Chepang	
407	479120	kəyʔ.lən.ʔi.waʔ	bird (sp.), Black Bulbul (ch.)	n.	RC-DOC	1977	Chepang	
408	479121	kəyʔ.waʔ	bird (sp.), Black Bulbul	n.	RC-DOC	1977	Chepang	
409	479122	kəyʔ.waʔ.diŋ	god (sp.), of Black Bulbul	n.	RC-DOC	1977	Chepang	
410	479123	kəyk	neck, stem	n.	RC-DOC	1977	Chepang	
411	479124	kəyŋʔ	tip of yam tuber, part which sprouts	n.	RC-DOC	1977	Chepang	
412	479125	kər	authority (<N kər obligation)	n.	RC-DOC	1977	Chepang	
413	479126	kərə.hi	shallow iron pot for roasting or frying grain (<N kərahi)	n.	RC-DOC	1977	Chepang	
414	479127	kər.mi.diŋ	god (sp.), creating hills, and valleys, involved in making the first drum (<H viskərma divine architect)	nn.	RC-DOC	1977	Chepang	
415	479128	kər.sə	ceremonial rice (unhusked)	n.	RC-DOC	1977	Chepang	
416	479129	kərh-	sharp, irritating (speech, smoke, etc.) (<N kəDa harsh)	va.	RC-DOC	1977	Chepang	
417	479130	kərh.ʔənʔ.diŋ	spirit (sp.), sharp talking	nn.	RC-DOC	1977	Chepang	
418	479131	kəl-	taste bad (esp. of burnt vegetables)	va.	RC-DOC	1977	Chepang	
419	479132	kəlʔ-	bothered, bored, fed up with someone	vr.	RC-DOC	1977	Chepang	
420	479133	kəw-	scoop, raise up, retrieve from below (esp. spirit of sick person)	vt.	RC-DOC	1977	Chepang	
421	479134	kəwʔ	net trap, funnel-shaped for catching birds or bats	n.	RC-DOC	1977	Chepang	
422	479135	kəwʔ-	catch birds with funnel-shaped net	vt.	RC-DOC	1977	Chepang	
423	479136	kəwʔ.ruk	shell of snail or tortoise; top of skull	n.	RC-DOC	1977	Chepang	
424	479137	-ka	Locative (non-Specific - of place or time) {-kha}	fn.	RC-DOC	1977	Chepang	
425	479138	ka-	put in	vt.	RC-DOC	1977	Chepang	
426	479139	ka.jak-	work ash into bark	vt.	RC-DOC	1977	Chepang	
427	479140	ka.thiʔ-	grow slowly, be stunted	vai.	RC-DOC	1977	Chepang	
428	479141	-ka.de	Conjunction (Instantaneous Succession - a paired suffix); just as	fn.	RC-DOC	1977	Chepang	
429	479142	ka.mi	blacksmith caste (<N)	n.	RC-DOC	1977	Chepang	
430	479143	ka.mi.ni	woman of blacksmith caste (<N)	n.	RC-DOC	1977	Chepang	
431	479144	ka.mi.ni sal	centipede (sp.), small (about 4cm. long)	n.	RC-DOC	1977	Chepang	
432	479145	ka.ri.ŋaʔ	fish (sp.), medium-sized, Aspidoparia (morar?) (<N kərəŋi)	n.	RC-DOC	1977	Chepang	
433	479146	ka.ri.ŋaʔ.sayʔ	tree (sp.), with white blossoms in March	n.	RC-DOC	1977	Chepang	
434	479147	ka.ryam.jaʔ	animal (sp.), Crab-eating Mongoose	n.	RC-DOC	1977	Chepang	
435	479148	-ka.lə	Locative (Temporal) (<N kalə time)	fn.	RC-DOC	1977	Chepang	
436	479149	ka.layŋ	insect (sp.), large stinging bee with blue body, living in bamboo stalks – Carpenter Bee	n.	RC-DOC	1977	Chepang	
437	479150	ka.li.kat.(siŋʔ)	tree (sp.), large	n.	RC-DOC	1977	Chepang	
438	479151	ka.liŋ	bundle of leaves (of mak.loʔ)	n.	RC-DOC	1977	Chepang	
439	479152	ka.liŋ.sayʔ	fruit (sp.), flowers fermented and put in curry	n.	RC-DOC	1977	Chepang	
440	479153	ka.lyam.ba	not patterned, not scaly	onom.	RC-DOC	1977	Chepang	
441	479154	ka.waʔ	crow	n.	RC-DOC	1977	Chepang	
442	479155	ka.har-	cackle (hen) when laying	vi.	RC-DOC	1977	Chepang	
443	479156	ka.halʔ-	seek assistance, healing from shaman	vt.	RC-DOC	1977	Chepang	
444	479157	kaʔ-	thin out, reduce number	vt.	RC-DOC	1977	Chepang	
445	479158	ʔup.ʔaŋ kaʔ-	fast, abstain from food	vi.	RC-DOC	1977	Chepang	
446	479159	kaʔ-	body (esp the back, but only as a compound in chant words)	nb.	RC-DOC	1977	Chepang	
447	479160	kaʔ.khis.ʔa	undeveloped grain (corn)	n.	RC-DOC	1977	Chepang	
448	479161	kaʔ.gəm.ʔi	location of spirit in the body (ch.)	n.	RC-DOC	1977	Chepang	
449	479162	kaʔ.cərʔ.raŋ	virgin forest land (<N kaɴcho unready)	n.	RC-DOC	1977	Chepang	
450	479163	kaʔ.cuʔ	spur of bird's foot	n.	RC-DOC	1977	Chepang	
451	479164	kaʔ.cyuʔ	athlete's foot, tinea	n1.	RC-DOC	1977	Chepang	
452	479165	kaʔ.cyuʔ	mind (ch.)	n2.	RC-DOC	1977	Chepang	
453	479166	kaʔ.təyŋh-	united, of one mind	vi.	RC-DOC	1977	Chepang	
454	479167	kaʔ.tam.bi	location of spirit in the body (ch.)	n.	RC-DOC	1977	Chepang	
455	479168	kaʔ.tayk	smelling of burning cloth	onom.	RC-DOC	1977	Chepang	
456	479169	kaʔ.this -	grow slowly, be stunted	vai.	RC-DOC	1977	Chepang	
457	479170	kaʔ.pər.mi	bundle at back (ch.)	n.	RC-DOC	1977	Chepang	
458	479171	kaʔ.ma.su	flesh of back (ch.) (<kaʔ + N masu flesh)	n.	RC-DOC	1977	Chepang	
459	479172	kaʔ.rəyʔ	odour (sp.), of body; menses	n.	RC-DOC	1977	Chepang	
460	479173	kaʔ.ryamʔ.jaʔ	Mongoose, Crab-eating	n.	RC-DOC	1977	Chepang	
461	479174	kaʔ.ro	thoughts, impressions (ch.)	n.	RC-DOC	1977	Chepang	
462	479175	kaʔ.wa.syur	familiar spirit of shaman (ch.)	n1.	RC-DOC	1977	Chepang	
463	479176	kaʔ.sawʔ	sap (esp. red sap of bun.si)	n.	RC-DOC	1977	Chepang	
464	479177	kaʔ.syurh	afternoon (early), when the shadows are still short	nt.	RC-DOC	1977	Chepang	
465	479178	kak	gall, swelling	n.	RC-DOC	1977	Chepang	
466	479179	kak-	have swelling, lump or knot	va.	RC-DOC	1977	Chepang	
467	479180	guk kak-	have goitre	va.	RC-DOC	1977	Chepang	
468	479181	kaka	father's brother (younger) (<N kaka)	nk.	RC-DOC	1977	Chepang	
469	479182	kak.ʔə.luŋ	knot in rope, clothes; kernel	n.	RC-DOC	1977	Chepang	
470	479183	kak.cyak	bow head (large)	onom.	RC-DOC	1977	Chepang	
471	479184	kak.təwʔ	larva (sp.), of dung-beetle, found in cow dung and soil, used as medicine for a sore, dry throat	n.	RC-DOC	1977	Chepang	
472	479185	kak.tyanʔ.mayʔ	muscle of calf	n.	RC-DOC	1977	Chepang	
473	479186	kak.rəyʔ	grime, (esp. of skin)	n.	RC-DOC	1977	Chepang	
474	479187	kak.ruʔ	tree (sp.), bark used as fish poison	n.	RC-DOC	1977	Chepang	
475	479188	kak.si	tree (sp.), a fig, Ficus semicordata (B)	n.	RC-DOC	1977	Chepang	
476	479189	kak.syanʔ	caterpillar (sp.), hairy, causing itch	n.	RC-DOC	1977	Chepang	
477	479190	kaŋ-	gentle, kind	vri.	RC-DOC	1977	Chepang	
478	479191	kaŋ.kaŋ.diŋ simi	place (sp.), of origin of the Chepang people (myth.)	nn.	RC-DOC	1977	Chepang	
479	479192	kaŋ.ca.daŋ	crouching (large)	onom.	RC-DOC	1977	Chepang	
480	479193	kaŋ.ca.raŋ	crouching (large)	onom.	RC-DOC	1977	Chepang	
481	479194	kaŋ.saʔ	soil (sp.), soft	n.	RC-DOC	1977	Chepang	
482	479195	kaŋ.siŋʔ	part of deer trap, upright part of trigger	n.	RC-DOC	1977	Chepang	
483	479196	kaŋʔ.si	tree (sp.), an Acacia, Albizia chinensis	n.	RC-DOC	1977	Chepang	
484	479197	kaŋh	boiling, heating	n.	RC-DOC	1977	Chepang	
485	479198	kaŋh-	heat, boil (esp. milk, oil)	vit.	RC-DOC	1977	Chepang	
486	479199	kaŋh-	lucky, propitious (esp. netbag, arrow), have power or mana	va.	RC-DOC	1977	Chepang	
487	479200	kat-	take a step	vi.	RC-DOC	1977	Chepang	
488	479201	kan.cha	youngest son (<N)	nk.	RC-DOC	1977	Chepang	
489	479202	kan.chi	youngest daughter or wife (<N)	nk.	RC-DOC	1977	Chepang	
490	479203	kan.til	market (<N <Eng. canteen?)	n.	RC-DOC	1977	Chepang	
491	479204	kan.tin	market (<N <Eng. canteen?)	n.	RC-DOC	1977	Chepang	
492	479205	kan.tuŋ.saʔ	earth (sp.), black	n.	RC-DOC	1977	Chepang	
493	479206	-kan.da	Honorific (used with names of ancestors)	nb.	RC-DOC	1977	Chepang	
494	479207	kala.kan.da	ancestor (sp.)	nn.	RC-DOC	1977	Chepang	
495	479208	-kanʔ	Honorific - on kinship noun	nb.	RC-DOC	1977	Chepang	
496	479209	ʔay.kanʔ	female ancestor	n.	RC-DOC	1977	Chepang	
497	479210	kanh-	slow growing, stunted, unfruitful	va.	RC-DOC	1977	Chepang	
498	479211	kanh.ti syak.ʔo mayʔ	proud flesh	n.	RC-DOC	1977	Chepang	
499	479212	kap	layer of thatch, gap between layers	n.	RC-DOC	1977	Chepang	
500	479213	kap-	overlay, patch with layer (cloth, roof, etc.)	vit.	RC-DOC	1977	Chepang	
501	479214	kap.nay	cloth patch	n.	RC-DOC	1977	Chepang	
502	479215	kam	work (<N kam)	n.	RC-DOC	1977	Chepang	
503	479216	kam	mouth (B)	n.	RC-DOC	1977	Chepang	
504	479217	kam-	have taste (sp.) - piquant, sharply bitter (as rotten fruit)	va.	RC-DOC	1977	Chepang	
505	479218	kam.ʔay.sagə	plant (sp.), vegetable with bitter taste	n.	RC-DOC	1977	Chepang	
506	479219	kam.pun	lip(B)	n.	RC-DOC	1977	Chepang	
507	479220	kam.ba	lizard (sp.), Skink	n.	RC-DOC	1977	Chepang	
508	479221	kam.ba.həl	root of wild yam (part between the original seed and the root entering the tuber - the skin slips off like that of a lizard)	n.	RC-DOC	1977	Chepang	
509	479222	kamʔ	downward place, down below	nl.	RC-DOC	1977	Chepang	
510	479223	kamʔ.nala	underworld	n.	RC-DOC	1977	Chepang	
511	479224	kamh-	yawn	vi.	RC-DOC	1977	Chepang	
512	479225	yoŋ.kray kamh-	famished, weakened with hunger	va.	RC-DOC	1977	Chepang	
513	479226	-kay	Reciprocal action	fn.	RC-DOC	1977	Chepang	
514	479227	kay-	quarrel, reciprocate action	vi.	RC-DOC	1977	Chepang	
515	479228	kaya.ma.si	tree (sp.), with bunches of white flowers	n.	RC-DOC	1977	Chepang	
516	479229	kay.tyanʔ-	reply sharply, argue impatiently; be argumentative	vai.	RC-DOC	1977	Chepang	
517	479230	kay.hlyawʔ-	bring complaint, start argument	vi.	RC-DOC	1977	Chepang	
518	479231	-kayʔ	Goal Case marker (on nouns) -marking the entity that the action is intended to affect	fn.	RC-DOC	1977	Chepang	
519	479232	kayʔ-	clash, knock together, fight, feud (esp. rival shamans when in a trance)	vit.	RC-DOC	1977	Chepang	
520	479233	kayŋ.gyo.kat	tree (sp.), wood used to make spinning tops	n.	RC-DOC	1977	Chepang	
521	479234	kayh	fish trap (sp.), a channel made from a diverted stream	n.	RC-DOC	1977	Chepang	
522	479235	kayh.hyaw-	complaining, self-centred	vi.	RC-DOC	1977	Chepang	
523	479236	kay.hlyaw-	quarrelsome, bad-tempered	vi.	RC-DOC	1977	Chepang	
524	479237	kar	star	n.	RC-DOC	1977	Chepang	
525	479238	to.kar	Venus, the morning and evening star (NED)	nn.	RC-DOC	1977	Chepang	
526	479239	kar-	cook with oil, fry after boiling	vt.	RC-DOC	1977	Chepang	
527	479240	kar.ʔə.(diŋ)	spirit (sp.), evil, of underworld	nn.	RC-DOC	1977	Chepang	
528	479241	kar.tik	month (sp.), mid-October to mid-November (<N)	nt.	RC-DOC	1977	Chepang	
529	479242	kar.laŋ	bread (sp.), made from man.goyʔ	n.	RC-DOC	1977	Chepang	
530	479243	karʔ.jaʔ	Jungle Cat or Wild Cat	n.	RC-DOC	1977	Chepang	
531	479244	kala.kan.da	ancestor (sp.), original ancestor of eastern clans	nn.	RC-DOC	1977	Chepang	
532	479245	kal.tin	market (<N <Eng. canteen?)	n.	RC-DOC	1977	Chepang	
533	479246	kalʔ-	wearied, bored, fed up	vr.	RC-DOC	1977	Chepang	
534	479247	kalʔ.siŋʔ.(raŋ)	forest; uncut, virgin jungle; clearing in jungle	n.	RC-DOC	1977	Chepang	
535	479248	kalh kilh	bristling (quills)	onom.	RC-DOC	1977	Chepang	
536	479249	kaw	scale (of fish), scaly bark, scale of catkin	n.	RC-DOC	1977	Chepang	
537	479250	kaw-	feed by putting food in mouth	vt.	RC-DOC	1977	Chepang	
538	479251	kaw.rənʔ	scaly covering, bark; forest canopy (ext.)	n.	RC-DOC	1977	Chepang	
539	479252	kaw.ryak	splitting, cracking (drum)	onom.	RC-DOC	1977	Chepang	
540	479253	kawʔ-	fill container, stomach	vt.	RC-DOC	1977	Chepang	
541	479254	kawʔ.tayk	plant (sp.), shrub, large leaves, edible seeds - used for fodder	n.	RC-DOC	1977	Chepang	
542	479255	kawʔ.raŋ	place with water shute for filling pots, spring	n.	RC-DOC	1977	Chepang	
543	479256	kawh-	pluck, pick (fruit, flowers, etc.)	vt.	RC-DOC	1977	Chepang	
544	479257	kas	clay, kaolin (<N kanch quartz?)	n.	RC-DOC	1977	Chepang	
545	479258	kas-	deliver blow, throw top, punish; drink much beer (ext.)	vt.	RC-DOC	1977	Chepang	
546	479259	cheʔ kas-	strike blow	vt.	RC-DOC	1977	Chepang	
547	479260	kah	back (upper)	n.	RC-DOC	1977	Chepang	
548	479261	kah-	beat, stamp (on mat, etc., to knock out dirt); deplete, clean out supply, stock (ext.)	vt.	RC-DOC	1977	Chepang	
549	479262	kah.taŋ wahʔ-	move backwards	vi.	RC-DOC	1977	Chepang	
550	479263	ki	grass (sp.), Imperata arundinacia	n.	RC-DOC	1977	Chepang	
551	479264	ki.li.li	venture out cautiously (small mouse, etc.)	onom.	RC-DOC	1977	Chepang	
552	479265	ki.liŋ	appear (small yam)	onom.	RC-DOC	1977	Chepang	
553	479266	kiʔ-	ringbark, cut groove around large tree	vt.	RC-DOC	1977	Chepang	
554	479267	kik-	bind around, tie off	vt.	RC-DOC	1977	Chepang	
555	479268	kikiʔ-	drag or weigh down, cut into flesh (strings of heavy bag around neck)	vt.	RC-DOC	1977	Chepang	
556	479269	kikiʔ.la	thin strings of bag (that cut into flesh)	n.	RC-DOC	1977	Chepang	
557	479270	kik.cik	bow head (small)	onom.	RC-DOC	1977	Chepang	
558	479271	kik.cik kak.cyak.	bow head (one small one large)	onom.	RC-DOC	1977	Chepang	
559	479272	kiŋ.ci.riŋ	crouching (small)	onom.	RC-DOC	1977	Chepang	
