ID	LANGUAGE	GLOSS	IPA	SEGMENTS	SOURCE	A	U	PS	PD	UE	EC	RF	XV	XE	NG	NP	NS	AME	NT	SO	DT	ANALIMAŊ	OULDN'T	AŊTɕEN	OɕMEITIK	ERY	SN	IKKA	STIK		ITTLE	IKI	HARGAN	OUNGEST	ND	AKMA	AZA.	INZA.	SED	CONV22ː1424)	APDZA.	OɕMEI	ETE	HILDREN	APɕET.	EPHEWS	ROTHER	AR	I.	JARGA	APɕI	TO	HE	AVE	ESTOK	ESLANDOK	09)	ALLEY	OUSES.	983ː	RAK(S)KATA.	IDZI	WOHNEN,	SʰAŊTSʰAŊI	RASɕUM.	OɕAK.	RELMEN.	RITɕEK.	WANTSʰA.	ROɕA	RE	ROɕAK.	ACHOTHER.	BROŊSKATA)	ROŊMENǃ	XCAVATE"	OT	HASHUR	?)	OSLASSEN"	HILDRENǃ	UTMEN.	P)	ATER.	AUT	EBRÄUCHLICH!	KʰARMASTOK"	OSE"	OLD	SMALL"	BEDEUTUNG	IELD-WORKER,	OTS	INTERTIME	O	SCAPE"	UREK	AS	EREMONIEN	ERKÖRPERN	ORMANT	TYMOLOGICALLY	ORD	EFORE.	IGHT	GYADUNG".	OUTSʰA.	HROWN	ISTAKE)	321:200)	N	RAIN	D	RUɕI	ORKING.	OING	OKNAŊ	:64)	FLEXIBEL"	EŊDʑI.	OL1ː28	AT	ERAǃ	AːSTOKǃ	PPROPRIATE	ENʑI.	NUR	RAŊDʑOK.	ʰITɕI	EMAŊ	DUNG	Aː.	NSINCERELY.	KURIMTIK	PERFORM	FINGER)NAGEL,	ER	ZIŊTɕUM	ALDOK	ʰATɕIK	OI,	RUNKEN	OUGHT	3:	HNE	ZOMRAŊS	JADZALA,	KʰAƮːAː	ɕʰA	AL	ʰJAMEN	OME,	OGETHER,	THER	..	TOGETHER).	ZOT.	ZUƮʰU	JADZALA	AD	ʰADʑA	IGHT).	EACHING.	CCUSTOMATED"	Iː.	UNCH	STYLE,	REMATION	A.	VERY	ʰUPTɕARE.	ʑUŊDOK	HERE	E	ʑWALTDʑI.	QUALLY.	EUTET	ONASTERY?	BERPRÜFEN!	UNCTION	ONASTERY..	ITTING	JANA	ZHANGZHUNG	OR	OETISCHE	OOD	CCASION	GOISTIC,	ENAK	ARDAŊDOK	ʰIPɕA,	GOMPA]	OOLISHNESS,	IELD.	FFECTIONATELY.	UARRELING.	IKE	AT)	STRAY"	JOTPA	T.	PO	TD	ORM	AGARE.	OK	OME	OTI	WAŊDʑI	ENAK.	HEY	ROWN	ANT	OMAǃ	UDDHAǃ	HOUGHTS	Y	W	LACE"	E.	5.29)	OY'S	ʰUPTɕI	OW.	USAMMEKOMMEN"	ANEINANDER	EAS.	PLUCKING)	64)	ERE	ESTERN	SAID	ROM	NDERSTAND.	Aː	OOD,	FF,	ELTɕEK.	ELGATA.	ELMEN.	ELTɕARE.	ɕʰOTDʑI	PPROVAL	IRECTLY	ANTɕEK.	RUCK.	ERSON	EARS	ESAR).	IKTɕIPAHENʑI.	TRIKE"	APTɕEK.	INDZA.	2.2.588)	LET	ESTERDAY,	IT)	ʰOKDZA.	ARKNESS).	EEN	ARKNESS	AMEN	OOD.	LTE.	EGETABLES.	ʰURTɕARE.	EALIZED	EALIZING	OTSA.	HINGS)"	V'S).	MMEDIATELY.	WAŊDE	ROUGHT	AMEN.	TD)	SUKƮʰU)	ALF	RADITIONAL	LACKSMITH	XPECTED	ONGS	ENDʑI.	ONK	ASHING	INʑET.	UNS	EED	TL	ESSENGER	OMPA.	EMEDʑOK	IED,	NA	NQ	ITH	EARS)	EAR	BARK",	NARR.	ʰADZU	ʑAŊDʑUŊKI	ONƮʰEK.	E)	HANGZHUNG.	OOR)	AY	HEN	WAK.	AGEK.	ILLAR.	AɕIROK	OPE	UF	SHA)	ʰARTɕAŊ	OƮAL	OTTLES.	OULD	ʰARTSA.	ʰETTɕARE.	ʰETTɕEK.	OGETHER"	WEEP	FOREARM"	ʰA	OWN?ǃ	JORGAːSTOK	IRCLE	WAIST'	I:.	RIVEN	ʰUKSA	OUND	AKʰUKSA.	LS	ALLENDER	CHONGS	GAINST"	ANTSUKTIK	AKSɕI	HICH	AMɕIPAHENDʑI.	CCEPT"	ANG,	ANGS,	HARACTERISTIC	UZA.	ONAM	CHLECHT"	CCORDING	BALKENREITER"?	TB	L	G	AMA	ALJOSH	ONASTERY	ORK	EEING	NOWING	ORKING	IKMEN.	ESTERDAY.	USGESPROCHEN,	A-HA-TA-LHA	UDRASAI	AJMDOK	MAŊǃ	OŊʑARE.	OMITING.	CAUSE	OTTɕEK.	IKTɕUMʑI.	WATMENLA?	ONEY?	WASDZA.	WASDʑIǃ	ŊGI	ATTɕʰI,	MABAT]	ZATɕʰI	AKING	EOPLE	EOPLE,	068)	RANGTSE)	REATHY	LD	2.2.247	EANS	WAŊTSʰA.	USA.	I)	ERVOUS,	IRECT"	Z	ENAŊ	HAN	ENDURE,	ONTɕOKTOK	OTKJATANAǃ	EFINITELY	WAŊTɕʰI	HEAVEN-STONE"	ANTSʰA.	ONTROL	RETTAK.	E,	93)	EME	I	OMPA)	I'M	OMPA)).	ORDʑE	SHERING	NƏY	ʰALAK	SOKSE	ECAUSE	UBUɕATIK	ORTɕI	INCHEN	LEAN).	ANTɕA	F	EE	OBILE	AːTALA?	CCEPTANCE	B	EXPERIENCE,	BREATHE,	LIPAHENTɕʰOK.	VENING.	MTɕA	ORNING	OWN	IELD	00)	ISTOK	IVERBANK	ZUKTSA.	22)	HEAP	ZIK	HEEP.	OVE	ADAKSTSUK	ADAKH.	ʰANDZA.	URED	ŊLIɕDOK	ROFIT	THROW,	SAPɕI	PIERCE,	EN?	TYMON	AFTERNOON")	OILET	MURMELTIER"	ʰJARTɕEK.	ARRIED.	ʰOKTSA.	UɕAROK	OWN)	OILETS	RANSFER"	UT	SAMPA	EMOVED.	ʰRALTSʰA.	66)	OOF.	SUNATIK	AKE	ʰULMEN.	INCLUDING	ʰAKʰA	CONV22:889)	IVER.	ʰAMZAŊ	IKZA.	ORJE	IRECT	NDZI.	ANCE	UPɕI	NOT:	LOUGH).	MOKE	ʰIRDZA.	HERE)	UTɕA	IM.	USAMMENHANG	RANKHEITSBEZEICHNUNGEN	ONE?"	ULDZANAŊ	OAD).	Iː	ʑOTTɕI	1S	2S	3S	1P	2P	3P	TSI)	AKTAK.	ARKA	ARKIERUNG"	IKKI	LACE	ARURI	ERE!	ARE.	ARGER	BUTTOCKS'	ɕAɕDZA.	UNWAHRSCHEINLICHː	EDEUTUNG	NTERESSANT!	THER)	ALDZI	ECRET	MGANGSSPRACHLICHER	ɕOKDʑI	ɕOKKUDZA.	COVER"	ROPOSAL.	ROBLEMS	ICHTǃ	JENMOI	IFE.	IFFICULT	ʰIRTAK	AVING	IRED"	MERICAS	ɕʰILMEN.	ɕʰOKKARE.	ɕʰOK?	ROUND	REPARED,	EMPLATE	IVE"	ʰULTɕʰA.	OMETHING	ʰADZU.	EPDʑI	EIPA	OMORROW.	ʑOTCA	LESSING	ʰONDZA.	IPSA.	IPMEN.	AM	OMEN.	OKDZA.	ORBU.	ATTOK	TTACH"	AKEN	WAY	AUSE"	IECES,	INDEUTIG	AT-DIALEKTEN	EAR,	RU(S)KATA.	SAKDʑI	PA.	FT	OOKED	CARPENTER)	HOP,	OTTLES	UT,	OINTED"	TILL	NOW	ONAM)	ORBU)	IKKIDZA.	SʰAŊTɕEK.	SʰAPSTOK	JADʑI	IED	ʰADZUI	ERVOUS"	XPRESSING	HOS	ʰULTɕA.	SHOGS.	EN.	EFT).	SʰWASKATA.	AMPO).	A	SYWAR	TC.	ASSER	ONDERN	ENMEN	ARTHQUAKE.	WAKʰEK.	WAː	ONEY)	WANMEN.	WANZA.	ENTENCE	NTENTIONAL	ʰAKMEN.	ʰAMATʰOME	ERSON.	ʰAŊCARE.	ʰAŊMENLA?	ʰAŊTAK.	ʰAŊMEN.	AWA	RAŊMAŊ,	RAŊMAŊ	ʰADZUTSʰI	JOKPATSUK	ALTSʰI	INANIS,	ELL,	5ː166)	LIEING)	INE)ǃ	APPROPRIATE	IS	OU	ʰIRGUZA.	ʰIRMEN.	OOK.	ROPING	ʰONMEN.	OOM).	INZA,	ʰUKKIZA.	UDDENLY	GREED.	LET.	AUGHTER.	RROGANT	ʰAKLUŊ	ʰOTKJARE.	ATERIAL	DAN	WOOLEN	OTNAŊRE,	CHIEVE"	ʰUPɕUM	ʰUPKATALA	ANNOT	IBTEAN	CCURRING	YANGSI
1931	Bunan	cool down oneself	so	s o	Widmer2014			v	-ɕa		-				cA < TR					TD	07/Apr/2014																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
1932	Bunan	cool down, turn off	so	s o	Widmer2014			v	-tɕa		-		me sotɕa	to put out the fire	cEA >				cf. sos-te	AB	07/Apr/2014																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
1933	Bunan	cold	soj	s o j	Widmer2014			adj			-	Jk. soi								TL 14: 817	30/Sep/2013																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
1934	Bunan	fit	sok	s o k	Widmer2014			v	-de		WT gsog, bsogs, bsog, sog		ma soktsa.	It did not fit.	ncA					TD	30/Jun/2013						1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
1935	Bunan	onyx	sol	s o l	Widmer2014			n			-				MS					ZC	10/Feb/2014																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
1936	Bunan	grain of crops	sol	s o l	Widmer2014			n			-				MS					ZC / TD	10/Feb/2014																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
1937	Bunan	tea	soldʑa	s o l dʑ a	Widmer2014			n (h)			WT gsol ja									ZC	13/Aug/2011																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
1938	Bunan	cook	solpon	s o l p o n	Widmer2014			n			WT gsol dpon									TL	13/Jul/2011																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
1939	Bunan	table	soltak	s o l t a k	Widmer2014			n			-									ZC	30/Jun/2013																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
1940	Bunan	merit	sonam	s o n a m	Widmer2014			n			WT bsod nams									ZC	12/Jul/2011						1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
1941	Bunan	slightly	sonna	s o nn a	Widmer2014			adv (manner)			-									TD	24/Feb/2014																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
1942	Bunan	alive	sonpo	s o n p o	Widmer2014			adj			WT gson po		tal sonpo ni.	He's alive.						AB	18/Jul/2011																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
1943	Bunan	idle	sonsna	s o ns n a	Widmer2014			adj			-									TD / TDrol	30/Jun/2013																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
1944	Bunan	live	sont	s o n t	Widmer2014			v	-de		WT gson		sonde loi henʑi.	Life is easy.	cA					AB & TD	05/Nov/2013																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
1945	Bunan	heal	sops	s o ps	Widmer2014			v	-de		WT sos (?)				ncA					TD / SA	07/Apr/2014																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
1946	Bunan	heal	sops	s o ps	Widmer2014			v	-ɕa		WT sos (?)				ncA < INTR					TD / SA	07/Apr/2014																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
1947	Bunan	cool out	sos	s o s	Widmer2014			v	-de		-		me soskare.	The fire is going out.	ncA < TR					SZ / TD	07/Apr/2014																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
1948	Bunan	careful	sotekdʑi	s o t e k dʑ i	Widmer2014			adj			-									TD	30/Jun/2013																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
1949	Bunan	water	soti	s o t i	Widmer2014			n			ZZ ting / PTB *t(w)i(y)	Jk. soti							soi "kalt" + ti "wasser"	ZC	17/Jul/2011																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
1950	Bunan	drown	sotiŋ datdʑi ɕit	sotiŋ datdʑi ɕit	Widmer2014			v	-ɕa		-				ncA					TD	30/Jun/2013																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
1951	Bunan	who (int)	su	s u	Widmer2014			pron (int)			WT su / PTB *su									AB	24/Feb/2014																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
1952	Bunan	wash oneself, have a shower	su	s u	Widmer2014			v	-ɕa		-		ja gi suʑet.	Yesterday I had a shower.	cA < TR					Dhar	07/Apr/2014																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
1953	Bunan	welcome (h)	su	s u	Widmer2014			v	-tɕa		WT bsu, bsus, bsu, bsus		gi BUSSTANDdok tal	I am going to the busstand to welcome	cEA					TD	30/Jun/2013																																																																																																																																																																																																																																																																																																																																																																																																																																																																																												elte.																																																																																																																																																																							
1954	Bunan	wash somebody	su	s u	Widmer2014			v	-tɕa		-		ja giː bete sumen.	Yesterday I washed my child.	cEA >					Dhar	07/Apr/2014																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
1955	Bunan	move	suk	s u k	Widmer2014			v	-ɕa		WT -		sukɕa gjaksmen ma niː mi	There were so many people that it was	cA					TD	05/Mar/2013																																																								possible to move. (Conv22ː168)																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																											
1956	Bunan	bath (only used for small children)	suku	s u k u	Widmer2014			n			-		pete suku liktɕare!	Let the baby have a bath!						AB	30/Jun/2013																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
1957	Bunan	plait, fold, wrinkle	sul	s u l	Widmer2014			n			WT sul				MS					TD	10/Feb/2014																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
1958	Bunan	three	sum	s u m	Widmer2014			num (T)			WT gsum									AB	25/Jul/2011																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
1959	Bunan	sixty	sum nidza	sum nidza	Widmer2014			num (G)			-									ZC	30/Jun/2013																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
1960	Bunan	seventy	sum nidzai tɕuj	sum nidzai tɕuj	Widmer2014			num (G)			-									ZC	30/Sep/2013																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
1961	Bunan	three	sumi	s u m i	Widmer2014	[symi]		num (G)			ZZ sum / PTB *sum									ZC	06/Jun/2012																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
1962	Bunan	third	sumitsuk	s u m i ts u k	Widmer2014			num (G)			-									ZC	30/Jun/2013																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
1963	Bunan	boredom	sums	s u ms	Widmer2014			n			WT sun ~ bsun "be bored" (WAT)		girok sums rare.	I am bored.	-s					TG 46ː 291 / ZC	10/Feb/2014																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
1964	Bunan	thirty	sumtɕu	s u m tɕ u	Widmer2014			num (T)			WT sum cu		sumtɕusoktɕik	thirty-one						AB	19/Mar/2013																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
1965	Bunan	teaching	suŋ	s u ŋ	Widmer2014			n (h)			WT gsung									TD	15/Feb/2013																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
1966	Bunan	say	suŋ	s u ŋ	Widmer2014			v (h)	-tɕa		WT gsung, gsungs, gsung, gsungs				cEA					TD / SA	26/May/2014																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
1967	Bunan	weed	sur	s u r	Widmer2014			n			WT yur ma				MS					AB	10/Feb/2014																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
1968	Bunan	larva living inside the nasal cavity of cattle	suri	s u r i	Widmer2014			n			-									TD	30/Jun/2013																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
1969	Bunan	pick-axe (small)	surmo	s u r m o	Widmer2014			n		used to dig out weed	-									AB	30/Jun/2013																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
1970	Bunan	8th month of the traditional calendar	sursla	s u rs l a	Widmer2014			n			-								sur = weed	TD	30/Jun/2013																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
1971	Bunan	weed	surt	s u r t	Widmer2014			v	-de		-		gi surde elte.	I am going to weed.	cEA					AB / TD 168: 645	17/Mar/2014																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
1972	Bunan	anybody, nobody (when negated)	su=re	s u = r e	Widmer2014			pron (indef)			-		sursur ma rare.	Nobody's coming.						AB	24/Feb/2014																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
1973	Bunan	whosoever	su=tiki=re	s u = t i k i = r e	Widmer2014			pron (indef)			-									TD	24/Feb/2014																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
1974	Bunan	tooth	swa	s w a	Widmer2014			n			PTB *swa				MS					TL 18: 80	10/Feb/2014																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
1975	Bunan	coal	swal	s w a l	Widmer2014			n			WT sol ~ sol ba				MS					AB	10/Feb/2014																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
1976	Bunan	shame, shyness	ʂak	ʂ a k	Widmer2014			n			WT -	Jk. shrag	tʰe ʂak rei.	It's a shame. (lit. "that shame coming")	MS					DA	10/Feb/2014																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
1977	Bunan	horse	ʂaŋs	ʂ a ŋs	Widmer2014			n			ZZ hrang / PTB *(m)raŋ	Jk. shrangs			MS					ZC	10/Feb/2014																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
1978	Bunan	horseman	ʂaŋspa	ʂ a ŋs p a	Widmer2014			n			-									AB	30/Jun/2013																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
1979	Bunan	ford	ʂap	ʂ a p	Widmer2014			v	-tɕa		-		tal durek dzampai ni:tsuk	He crossed the river where the bridge	cEA					TD 151:210	30/Jun/2013																		to be.																																																																																																				gi ʂapɕet.																																	grokpoŋ ɕapdza.																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																												
1980	Bunan	laugh	ʂet	ʂ e t	Widmer2014			v	-de		PTB *r(y)a ~ *r(y)a(y)		gi ʂetkek.	I am laughing.	cA					ZC	06/Jun/2012																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
1981	Bunan	laughter	ʂets	ʂ e ts	Widmer2014			n			PTB *r(y)a ~ *r(y)a(y)		girok ʂes rare.	I am laughing.	-s					ZC	10/Feb/2014																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
1982	Bunan	roll up (a ball of threads)	ʂi	ʂ i	Widmer2014			v	-tɕa		WT sri, bsris, bsri, sris "retain, save"				cEA					ZC / AB	30/Jun/2013																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
1983	Bunan	louse	ʂik	ʂ i k	Widmer2014			n			- / WT shig / PTB *r(y)ik	Jk. shrig			MS					ZC	10/Feb/2014																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
1984	Bunan	arrow	ʂim	ʂ i m	Widmer2014			n			ZZ wer-hrim "arrow and bow"	Jk. shrim			MS					AB / TD	10/Feb/2014						1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
1985	Bunan	arrow shot's length (measure)	ʂimtsaŋ	ʂ i m ts a ŋ	Widmer2014			n			-		ʂimtsaŋbi	one arrow shot's length						TD	29/Jun/2013																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
1986	Bunan	epilepsy	ʂin	ʂ i n	Widmer2014			n			WT srin "worm" (ist aber auch im		tal ʂin pʰoti ni.	He is paralyzed.	MS					TL / ZC	10/Feb/2014																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														mit	belegt)																																																																																																																																																																				
1987	Bunan	tapeworm	ʂinbu	ʂ i n b u	Widmer2014			n			WT srin bu									TD	30/Jun/2013																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
1988	Bunan	sister	ʂiŋ	ʂ i ŋ	Widmer2014			n			WT sring				MS					ZC	10/Feb/2014																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
1989	Bunan	rib	ʂip	ʂ i p	Widmer2014			n			WT rtsib ma / ZZ hrib				MS					ZC	10/Feb/2014																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
1990	Bunan	send	ʂok	ʂ o k	Widmer2014			v	-tɕa		WT slog ~ *rlog "send back"		gi pat ʂoktɕum taː.	I want to send a letter.	cEDA					TL / ZC	17/Jul/2014																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
