ID	reflex	GLOSS	gfn	srcabbr	lgid	language	srcid
313735	gu¹	poison		PB-CLDB	1778	Tiddim	372
313737	gu¹ ta¹	thief		PB-CLDB	1778	Tiddim	373
313738	gu?³	bone		PB-CLDB	1778	Tiddim	374
313740	gu?³ ngeːk¹	bone marrow		PB-CLDB	1778	Tiddim	375
313741	gua²	bamboo		PB-CLDB	1778	Tiddim	376
313743	gua?³	rain		PB-CLDB	1778	Tiddim	377
313745	guai²	wilt; wither; shrivel	v	PB-CLDB	1778	Tiddim	378
313746	guai³ > guai?³	hire; pay for services [usually in kind]	v	PB-CLDB	1778	Tiddim	379
313747	guak¹ tang²	naked		PB-CLDB	1778	Tiddim	380
313749	gual³ > gual?³	arrange; line up	v	PB-CLDB	1778	Tiddim	381
313750	guan³ > guat³	provide things as part of responsibility [e.g. par	v	PB-CLDB	1778	Tiddim	382
313751	guang³ > guat³	put into a container that could be carried	v	PB-CLDB	1778	Tiddim	383
313752	gui¹	creeper; string		PB-CLDB	1778	Tiddim	384
313754	guk³	six		PB-CLDB	1778	Tiddim	385
313756	gum²	dry [as hair without oil rubbed into it]	vi	PB-CLDB	1778	Tiddim	386
313757	gum³ > gup³	show a favour; redeem	v	PB-CLDB	1778	Tiddim	387
313758	gum³ pa¹	redeemer		PB-CLDB	1778	Tiddim	388
313759	gun² va¹	bird species	n	PB-CLDB	1778	Tiddim	389
313760	gup³ na²	salvation		PB-CLDB	1778	Tiddim	390
313761	guː¹ > guːk¹	steal	v	PB-CLDB	1778	Tiddim	391
313762	guːi³ > gui?³	feel nauseated	v	PB-CLDB	1778	Tiddim	392
313763	guːl²	snake		PB-CLDB	1778	Tiddim	393
313764	guːl² ciː²	centepede		PB-CLDB	1778	Tiddim	394
313765	guːn²	river		PB-CLDB	1778	Tiddim	395
313766	guːn² kuang²	boat		PB-CLDB	1778	Tiddim	396
313767	ha?³	cleanse; clear away	v	PB-CLDB	1778	Tiddim	397
313768	ha¹ ni¹	gum (of teeth)		PB-CLDB	1778	Tiddim	398
313769	hai?³	miss; show signs of pregnancy; go astray	v	PB-CLDB	1778	Tiddim	399
313770	hai¹	foolish	vi	PB-CLDB	1778	Tiddim	400
313771	hai²	eat plenty	v	PB-CLDB	1778	Tiddim	401
313772	haik¹	take more time than expected	v	PB-CLDB	1778	Tiddim	402
313773	hak¹	difficult		PB-CLDB	1778	Tiddim	403
313775	hak³ > ha?³	open eyes	v	PB-CLDB	1778	Tiddim	404
313776	hal²	skip; separate; make a gap	v	PB-CLDB	1778	Tiddim	405
313777	ham¹	rough; coarse	vi	PB-CLDB	1778	Tiddim	406
313778	ham²	skim	v	PB-CLDB	1778	Tiddim	407
313779	hang² > han³	heat something by keeping it near a fire	v	PB-CLDB	1778	Tiddim	408
313780	haː¹ > haːt¹	form [of the solid part of curry after stewing]	v	PB-CLDB	1778	Tiddim	409
313782	haː²	tooth		PB-CLDB	1778	Tiddim	410
313783	haːi¹	basket (variety)		PB-CLDB	1778	Tiddim	411
313785	haːi¹	chew	v	PB-CLDB	1778	Tiddim	412
313787	haːi²	mango		PB-CLDB	1778	Tiddim	413
313788	haːi²	put near fire for drying	v	PB-CLDB	1778	Tiddim	414
313789	haːi³	cup		PB-CLDB	1778	Tiddim	415
313790	haːk¹	choke while eating	v	PB-CLDB	1778	Tiddim	416
313792	haːk¹ kol¹	yoke placed across shoulders (for carrying objects		PB-CLDB	1778	Tiddim	417
313793	haːl¹	burn (tr.)	v	PB-CLDB	1778	Tiddim	418
313794	haːm¹	cry (used with animals)	v	PB-CLDB	1778	Tiddim	419
313795	haːm²	old	vi	PB-CLDB	1778	Tiddim	420
313796	haːm²	thin out		PB-CLDB	1778	Tiddim	421
313798	haːm³ > hap³	yawn	v	PB-CLDB	1778	Tiddim	422
313799	haːn³	grave yard		PB-CLDB	1778	Tiddim	423
313801	haːn³ > hat³	shout loudly at somebody	v	PB-CLDB	1778	Tiddim	424
313802	haːn³ kuang²	coffin		PB-CLDB	1778	Tiddim	425
313803	haːn³ khuːk²	tomb		PB-CLDB	1778	Tiddim	426
313804	haːng¹	because		PB-CLDB	1778	Tiddim	427
313805	haːng² > haːn³	brave	vi	PB-CLDB	1778	Tiddim	428
313806	haːng² > haːn³	scold somebody out of dissatisfaction with that pe	v	PB-CLDB	1778	Tiddim	429
313807	haːt¹	strong	vi	PB-CLDB	1778	Tiddim	430
313808	haːt¹ lou¹	weak		PB-CLDB	1778	Tiddim	431
313809	haːu³ > hau?³	rich	vi	PB-CLDB	1778	Tiddim	432
313810	he?³	dislike; angry	v	PB-CLDB	1778	Tiddim	433
313811	he?³ bai?¹	annoying		PB-CLDB	1778	Tiddim	434
313812	hei?³	good; beautiful	vi	PB-CLDB	1778	Tiddim	435
313813	hei¹	divert water	v	PB-CLDB	1778	Tiddim	436
313814	hei²	turn; steer	v	PB-CLDB	1778	Tiddim	437
313815	hei³	axe		PB-CLDB	1778	Tiddim	438
313817	hek³ > he?³	get sprained	v	PB-CLDB	1778	Tiddim	439
313818	hel¹	mix (tr.)	v	PB-CLDB	1778	Tiddim	440
313819	hen¹	press something into a container which is already	v	PB-CLDB	1778	Tiddim	441
313820	heu?³	prune	v	PB-CLDB	1778	Tiddim	442
313821	heu¹	finished [of fruits on a tree]	vi	PB-CLDB	1778	Tiddim	443
313822	heːk¹	have portions scooped out or eaten away by worms	v	PB-CLDB	1778	Tiddim	444
313823	heːk²	betray; twist	v	PB-CLDB	1778	Tiddim	445
313824	heːl¹	date a girl	v	PB-CLDB	1778	Tiddim	446
313825	heːm²	cross-eyed		PB-CLDB	1778	Tiddim	447
313826	heːm² > hep³	remove	v	PB-CLDB	1778	Tiddim	448
313827	heːn²	tie	v	PB-CLDB	1778	Tiddim	449
313828	heːng² > hen³	have cavities [as teeth; sweet potatoes]	v	PB-CLDB	1778	Tiddim	450
313829	heːu¹	become hoarse as voice due to fatigue	v	PB-CLDB	1778	Tiddim	451
313830	hi³ lian¹	accurate		PB-CLDB	1778	Tiddim	452
313832	hi?¹	this		PB-CLDB	1778	Tiddim	453
313833	hi?¹ te¹	these		PB-CLDB	1778	Tiddim	454
313834	hi?³ lam¹	this side		PB-CLDB	1778	Tiddim	455
313835	hi?³ za?³	this much		PB-CLDB	1778	Tiddim	456
313837	hia?¹	here		PB-CLDB	1778	Tiddim	457
313838	hiam²	sharp	vi	PB-CLDB	1778	Tiddim	458
313839	hiam³	weapon		PB-CLDB	1778	Tiddim	459
313841	hiam³ > hiap³	sharpen	v	PB-CLDB	1778	Tiddim	460
313842	hiang²	birch tree		PB-CLDB	1778	Tiddim	461
313844	hiang²	branch		PB-CLDB	1778	Tiddim	462
313846	hiat¹	comb	v	PB-CLDB	1778	Tiddim	463
313847	hik³ > hi?³	go to sleep [of a limb due to lack of blood circul	v	PB-CLDB	1778	Tiddim	464
313848	hil?³	teach; instruct	v	PB-CLDB	1778	Tiddim	465
313849	hil²	tell	v	PB-CLDB	1778	Tiddim	466
313850	hing² > hin³	alive; exert pressure during defecation or deliv	vi	PB-CLDB	1778	Tiddim	467
313851	hing² > hin³	green	vi	PB-CLDB	1778	Tiddim	468
313852	hiː³ > hi?³	be	v	PB-CLDB	1778	Tiddim	469
313853	hiːk³	louse		PB-CLDB	1778	Tiddim	470
313855	hiːng³ >  hit³	spoilt as food [by becoming sour]	vi	PB-CLDB	1778	Tiddim	471
313856	ho?³	visit a friend's home casually	v	PB-CLDB	1778	Tiddim	472
313857	hoi¹	turn head	v	PB-CLDB	1778	Tiddim	473
313858	hoi?³	cute		PB-CLDB	1778	Tiddim	474
313859	hoi?³ bek¹	modest		PB-CLDB	1778	Tiddim	475
313860	hok¹ > ho?³	skin [= ho:k1]	v	PB-CLDB	1778	Tiddim	476
313861	hol?³	poke blindly	v	PB-CLDB	1778	Tiddim	477
313862	hon³ > hot³	rescue; save	v	PB-CLDB	1778	Tiddim	478
313863	hong² > hon³	open (tr.)	v	PB-CLDB	1778	Tiddim	479
313864	hot³ > ho?³	stir; row a canoe	v	PB-CLDB	1778	Tiddim	480
313865	hou²	talk with	v	PB-CLDB	1778	Tiddim	481
313866	hoːi¹	winnow	v	PB-CLDB	1778	Tiddim	482
313867	hoːi²	leave something for later use	v	PB-CLDB	1778	Tiddim	483
313868	hoːk¹	flow		PB-CLDB	1778	Tiddim	484
313869	hoːk¹	skin [ = hok1]	v	PB-CLDB	1778	Tiddim	485
313870	hoːk²	roar	v	PB-CLDB	1778	Tiddim	486
313871	hoːl²	drive; chase	v	PB-CLDB	1778	Tiddim	487
313872	hoːm¹	hollow; empty	vi	PB-CLDB	1778	Tiddim	488
313873	hoːm²	distribute; divide	v	PB-CLDB	1778	Tiddim	489
313874	hoːm³ > hop³	share	v	PB-CLDB	1778	Tiddim	490
313876	hoːng²	bark (of a tree)		PB-CLDB	1778	Tiddim	491
313877	hoːng³ > hot³	spongy	vi	PB-CLDB	1778	Tiddim	492
313878	hoːp¹	eat semi-liquid food [e.g. porridge]	v	PB-CLDB	1778	Tiddim	493
313879	hu?³	help	v	PB-CLDB	1778	Tiddim	494
313880	hua¹ > huat¹	hate	v	PB-CLDB	1778	Tiddim	495
313881	hua²	which		PB-CLDB	1778	Tiddim	496
313882	huai¹	bring people together as a group	v	PB-CLDB	1778	Tiddim	497
313883	huai¹ ham²	greedy		PB-CLDB	1778	Tiddim	498
313885	huai²	worth		PB-CLDB	1778	Tiddim	499
313886	hual²	dirt		PB-CLDB	1778	Tiddim	500
313887	hual²	roll something into a ball by hands	v	PB-CLDB	1778	Tiddim	501
313888	huan¹	cook	v	PB-CLDB	1778	Tiddim	502
313890	huan³	garden		PB-CLDB	1778	Tiddim	503
313891	huang¹ > huan¹	wave in the wind	v	PB-CLDB	1778	Tiddim	504
313892	huang² > huan³	crow like a cock	v	PB-CLDB	1778	Tiddim	505
313893	hui?³	wind		PB-CLDB	1778	Tiddim	506
313894	hul¹	well-cooked [of rice]; well-dried [of field]	vi	PB-CLDB	1778	Tiddim	507
313895	hul²	singed [of hair; leaves]	vi	PB-CLDB	1778	Tiddim	508
313896	hum¹	hold in the fist	v	PB-CLDB	1778	Tiddim	509
313898	hun¹	time		PB-CLDB	1778	Tiddim	510
313899	huː¹ > huːt¹	protect	v	PB-CLDB	1778	Tiddim	511
313900	huː³ > huk³	close the mouth of a bottle or a pipe	v	PB-CLDB	1778	Tiddim	512
313901	huːi¹ > huːi¹ = hui?³	gather together spread out particles or grains whi	v	PB-CLDB	1778	Tiddim	513
313902	huːk²	in heat [of a female animal]	vi	PB-CLDB	1778	Tiddim	514
313903	huːm³ pi¹	lion		PB-CLDB	1778	Tiddim	515
313904	huːp²	drink by sucking; to attract	v	PB-CLDB	1778	Tiddim	516
313906	huːt¹	intestinal worm		PB-CLDB	1778	Tiddim	517
313907	ik³ > i?³	belch	v	PB-CLDB	1778	Tiddim	518
313909	in¹	house		PB-CLDB	1778	Tiddim	519
313910	in¹ dei¹ sung²	room		PB-CLDB	1778	Tiddim	520
313911	in¹ hik³	house lizard		PB-CLDB	1778	Tiddim	521
313913	in¹ kiːng²	soot		PB-CLDB	1778	Tiddim	522
313914	in¹ kuan¹	family		PB-CLDB	1778	Tiddim	523
313915	in¹ kuːn¹	back of house		PB-CLDB	1778	Tiddim	524
313916	in¹ khum¹	house roof		PB-CLDB	1778	Tiddim	525
313917	in¹ liːm¹	sitting room		PB-CLDB	1778	Tiddim	526
313918	in¹ loːi¹	cockroach		PB-CLDB	1778	Tiddim	527
313919	in¹ meːng²	room		PB-CLDB	1778	Tiddim	528
313920	in¹ teːk²	host		PB-CLDB	1778	Tiddim	529
313921	in¹ va¹ khu²	pigeon		PB-CLDB	1778	Tiddim	530
313923	ip³	bag; pocket		PB-CLDB	1778	Tiddim	531
313924	ip³	measure of weight (= two ta:ng3s)		PB-CLDB	1778	Tiddim	532
313925	ip³ pi¹	sack		PB-CLDB	1778	Tiddim	533
313926	iːm³ > ip³	keep secret	v	PB-CLDB	1778	Tiddim	534
313927	iːt¹	love deeply [e.g. members of a family]	v	PB-CLDB	1778	Tiddim	535
313928	ka?³	climb; go to school	v	PB-CLDB	1778	Tiddim	536
313929	ka?³ lei³	ladder		PB-CLDB	1778	Tiddim	537
313930	kai?³	yard		PB-CLDB	1778	Tiddim	538
313931	kal?³	bolt and lock	v	PB-CLDB	1778	Tiddim	539
313933	kal¹	kidney		PB-CLDB	1778	Tiddim	540
313935	kal²	pace		PB-CLDB	1778	Tiddim	541
313936	kal³ > kal?³	uproot	v	PB-CLDB	1778	Tiddim	542
313937	kam¹ pha³	lucky		PB-CLDB	1778	Tiddim	543
313938	kam¹ sia¹	unlucky		PB-CLDB	1778	Tiddim	544
313940	kam²	bank of a river		PB-CLDB	1778	Tiddim	545
313942	kam²	mouth		PB-CLDB	1778	Tiddim	546
313943	kam²	set a trap	v	PB-CLDB	1778	Tiddim	547
313944	kam² kai?¹	bridle		PB-CLDB	1778	Tiddim	548
313945	kam³ > kap³	subside; be quiet after noisiness	v	PB-CLDB	1778	Tiddim	549
313946	kan¹	dryish after cooking [e.g. potatoes]	vi	PB-CLDB	1778	Tiddim	550
313947	kan²	inquire	v	PB-CLDB	1778	Tiddim	551
313948	kan?³	ditch		PB-CLDB	1778	Tiddim	552
313949	kang¹	get dried up [as a brook or a pond etc.]	v	PB-CLDB	1778	Tiddim	553
313950	kang² > kan³	fry	v	PB-CLDB	1778	Tiddim	554
313951	kang² > kan³	stretch [of rubber; string etc.]	v	PB-CLDB	1778	Tiddim	555
313952	kap³ > ka?³	cry; weep	v	PB-CLDB	1778	Tiddim	556
313953	kaː¹ > kaːt¹	bifurcated; fork-shaped	vi	PB-CLDB	1778	Tiddim	557
313954	kaːi¹	late	vi	PB-CLDB	1778	Tiddim	558
313955	kaːi³ > kai?³	pull; haul	v	PB-CLDB	1778	Tiddim	559
313957	kaːi³ kuang²	prawn		PB-CLDB	1778	Tiddim	560
313958	kaːk²	set apart; dilate	v	PB-CLDB	1778	Tiddim	561
313959	kaːl²	between		PB-CLDB	1778	Tiddim	562
313961	kaːl²	week		PB-CLDB	1778	Tiddim	563
313962	kaːm¹	luck		PB-CLDB	1778	Tiddim	564
313963	kaːm³ kei²	leopard		PB-CLDB	1778	Tiddim	565
313965	kaːn¹	jump over	v	PB-CLDB	1778	Tiddim	566
313966	kaːn²	weave a web or a net	v	PB-CLDB	1778	Tiddim	567
313967	kaːng¹ > kaːn¹	stand lightly [as a mosquito]	v	PB-CLDB	1778	Tiddim	568
313968	kaːng² > kaːn³	white	vi	PB-CLDB	1778	Tiddim	569
313969	kaːng³ > kat³	burnt	vi	PB-CLDB	1778	Tiddim	570
313970	kaːng³ kuːi³	rake		PB-CLDB	1778	Tiddim	571
313971	kaːng³ laːi²	wild goose		PB-CLDB	1778	Tiddim	572
313972	kaːp¹	shoot	v	PB-CLDB	1778	Tiddim	573
313973	kaːu²	become gray before falling [as leaves]	v	PB-CLDB	1778	Tiddim	574
313974	kaːu³	butterfly		PB-CLDB	1778	Tiddim	575
313975	kaːu³ pheː²	grasshopper		PB-CLDB	1778	Tiddim	576
313977	ke?³	leak; leaky	v	PB-CLDB	1778	Tiddim	577
313979	kei¹	I		PB-CLDB	1778	Tiddim	578
313981	kei¹ ma?²	I		PB-CLDB	1778	Tiddim	579
313982	kei² siːng²	owl (small)		PB-CLDB	1778	Tiddim	580
313983	kei² vom²|	wolf		PB-CLDB	1778	Tiddim	581
313984	kei³ > kei?³	bite as an animal	v	PB-CLDB	1778	Tiddim	582
313985	kei³ lem¹	jumping spider		PB-CLDB	1778	Tiddim	583
313986	keng² > ken³	bring; take along with	v	PB-CLDB	1778	Tiddim	584
313987	keu?³	hatch	v	PB-CLDB	1778	Tiddim	585
313988	keu²	dry	vi	PB-CLDB	1778	Tiddim	586
313990	keːk¹	thunderbolt		PB-CLDB	1778	Tiddim	587
313991	keːk¹	torn (like clothes; paper; husk of maize)	vi	PB-CLDB	1778	Tiddim	588
313992	keːk²	extend; cock a gun	v	PB-CLDB	1778	Tiddim	589
313994	keːl³	goat		PB-CLDB	1778	Tiddim	590
313995	keːm³ > kep³	keep	v	PB-CLDB	1778	Tiddim	591
313996	keːn² > keːn	sloping	vi	PB-CLDB	1778	Tiddim	592
313997	keːu¹	spoon made of gourd		PB-CLDB	1778	Tiddim	593
313998	ki?³	loathe	v	PB-CLDB	1778	Tiddim	594
314000	ki¹	horn		PB-CLDB	1778	Tiddim	595
314001	ki¹ gaːk¹	tight		PB-CLDB	1778	Tiddim	596
314002	ki¹ pan¹	from		PB-CLDB	1778	Tiddim	597
314003	ki² moːl²	play	v	PB-CLDB	1778	Tiddim	598
314004	ki³ bang³	seemly		PB-CLDB	1778	Tiddim	599
314005	ki³ cian³	distinct; clear	v	PB-CLDB	1778	Tiddim	600
314006	ki³ dim¹	crowded		PB-CLDB	1778	Tiddim	601
314007	ki³ heːk³ zia³	conduct		PB-CLDB	1778	Tiddim	602
314008	ki³ kim¹	equal	vi	PB-CLDB	1778	Tiddim	603
314009	ki³ kum³ > ki³ kup³	discuss	v	PB-CLDB	1778	Tiddim	604
314010	ki³ khaːt²	rare		PB-CLDB	1778	Tiddim	605
314011	ki³ khol?³ pi?³	companion		PB-CLDB	1778	Tiddim	606
314012	ki³ khoːl³ > ki³ khol?³	associate with [of people]	v	PB-CLDB	1778	Tiddim	607
314013	ki³ lang²	against		PB-CLDB	1778	Tiddim	608
314014	ki³ loːi¹	become dislocated [of joints]	v	PB-CLDB	1778	Tiddim	609
314015	ki³ lu¹	sexual intercourse		PB-CLDB	1778	Tiddim	610
314016	ki³ man³	cheap		PB-CLDB	1778	Tiddim	611
314018	ki³ ngam³ > ki³ ngap³	lean on something	v	PB-CLDB	1778	Tiddim	612
314019	ki³ pha³ sak³	proud		PB-CLDB	1778	Tiddim	613
314020	ki³ sam³	need		PB-CLDB	1778	Tiddim	614
314021	ki³ saː³	prepare for going out	v	PB-CLDB	1778	Tiddim	615
314022	ki³ sial³ > ki³ sial?³	proud of; boastful	vi	PB-CLDB	1778	Tiddim	616
314023	ki³ tam³ > ki³ tap³	broken	vi	PB-CLDB	1778	Tiddim	617
314024	ki³ teːng¹	marry	v	PB-CLDB	1778	Tiddim	618
314025	ki³ tuak¹	convenient		PB-CLDB	1778	Tiddim	619
314026	ki³ thoːi¹ > ki³ thoːi³	get prepared	v	PB-CLDB	1778	Tiddim	620
314027	ki³ vang¹ > ki³ van¹	sparse	vi	PB-CLDB	1778	Tiddim	621
314028	ki³ zen²	quick		PB-CLDB	1778	Tiddim	622
314029	ki³ zim² (mit³)	eye lid		PB-CLDB	1778	Tiddim	623
314030	ki³ ziːng¹	dense		PB-CLDB	1778	Tiddim	624
314032	ki³ zuːt³ ding¹	ointment		PB-CLDB	1778	Tiddim	625
314033	kia³ > kiat³	fall [of countables]	v	PB-CLDB	1778	Tiddim	626
314034	kial²	hungry	vi	PB-CLDB	1778	Tiddim	627
314035	kial³	famine		PB-CLDB	1778	Tiddim	628
314036	kiam¹	decrease; recede	v	PB-CLDB	1778	Tiddim	629
314037	kiat¹	die [old or poetic form]	v	PB-CLDB	1778	Tiddim	630
314038	kiat¹	scrape	v	PB-CLDB	1778	Tiddim	631
314039	kil?³	nail		PB-CLDB	1778	Tiddim	632
314041	kim²	present in full strength [e.g. when all people of	vi	PB-CLDB	1778	Tiddim	633
314042	kim³ > kip³	have a gritty feeling on the teeth after eating a	v	PB-CLDB	1778	Tiddim	634
314043	kin¹	very anxious; want to do something urgently	vi	PB-CLDB	1778	Tiddim	635
314044	kip³	firm	vi	PB-CLDB	1778	Tiddim	636
314046	kiu³	elbow		PB-CLDB	1778	Tiddim	637
314047	kiː¹	parrot		PB-CLDB	1778	Tiddim	638
314049	kiːk¹	return; repeat	v	PB-CLDB	1778	Tiddim	639
314050	kiːl¹	curly [of hair]	vi	PB-CLDB	1778	Tiddim	640
314051	kiːm¹	around		PB-CLDB	1778	Tiddim	641
314052	kiːn¹	shift from one place to another	vi	PB-CLDB	1778	Tiddim	642
314054	kiːu³	corner		PB-CLDB	1778	Tiddim	643
314055	kiːu³ > kiu?³	knock	v	PB-CLDB	1778	Tiddim	644
314056	ko?³	not to close properly [of foreskin]	v	PB-CLDB	1778	Tiddim	645
314057	koi?³	keep; place	v	PB-CLDB	1778	Tiddim	646
314058	koi¹	who		PB-CLDB	1778	Tiddim	647
314060	koi¹ a?³	where		PB-CLDB	1778	Tiddim	648
314061	koi¹ lam¹	which		PB-CLDB	1778	Tiddim	649
314062	kok¹ > ko?³	peel off	vi	PB-CLDB	1778	Tiddim	650
314063	kol?³	bald; be denuded	vi	PB-CLDB	1778	Tiddim	651
314064	kol²	loose [= not tight]	vi	PB-CLDB	1778	Tiddim	652
314065	kom²	have a dent	v	PB-CLDB	1778	Tiddim	653
314067	kong²	door		PB-CLDB	1778	Tiddim	654
314068	kong² koː²	cramps		PB-CLDB	1778	Tiddim	655
314069	kong² zing¹	street		PB-CLDB	1778	Tiddim	656
314070	kot³ > ko?³	carry on a yoke placed across shoulders	v	PB-CLDB	1778	Tiddim	657
314071	kou²	abuse; mock at; ridicule	v	PB-CLDB	1778	Tiddim	658
314072	kou³ > kou?³	inform and call	v	PB-CLDB	1778	Tiddim	659
314073	koː²	gum		PB-CLDB	1778	Tiddim	660
314074	koːi¹	crooked	vi	PB-CLDB	1778	Tiddim	661
314075	koːi²	embrace	v	PB-CLDB	1778	Tiddim	662
314076	koːk¹	point at	v	PB-CLDB	1778	Tiddim	663
314077	koːl²	Burmese		PB-CLDB	1778	Tiddim	664
314078	koːl² giːt¹	sparrow		PB-CLDB	1778	Tiddim	665
314079	koːl² kaːi¹	sweet potato		PB-CLDB	1778	Tiddim	666
314080	koːl² miːm²	sorghum		PB-CLDB	1778	Tiddim	667
314081	koːl² sing¹	guava		PB-CLDB	1778	Tiddim	668
314083	koːl² tu²	sugar cane		PB-CLDB	1778	Tiddim	669
314084	koːm¹	go from place to place	v	PB-CLDB	1778	Tiddim	670
314085	koːm²	borrow an object	v	PB-CLDB	1778	Tiddim	671
314086	koːm²	visit someone's house	v	PB-CLDB	1778	Tiddim	672
314087	koːm²	wall		PB-CLDB	1778	Tiddim	673
314088	koːm³	inside a dark place		PB-CLDB	1778	Tiddim	674
314089	koːm³ > kop³	lend an object	v	PB-CLDB	1778	Tiddim	675
314090	koːn²	do something continuously; visit houses one after	v	PB-CLDB	1778	Tiddim	676
314092	koːng¹	waist		PB-CLDB	1778	Tiddim	677
314093	koːng¹ gaːk¹	belt		PB-CLDB	1778	Tiddim	678
314094	koːt¹	wet	vi	PB-CLDB	1778	Tiddim	679
314095	ku?³	of a mature age with fully developed skills [of mo	vi	PB-CLDB	1778	Tiddim	680
314096	ku?³ kal¹	diligent		PB-CLDB	1778	Tiddim	681
314098	kua¹	nine		PB-CLDB	1778	Tiddim	682
314100	kua¹ no¹	village		PB-CLDB	1778	Tiddim	683
314101	kua¹ pi¹	town		PB-CLDB	1778	Tiddim	684
314102	kuai³ > kuai?³	bend; twist	v	PB-CLDB	1778	Tiddim	685
314103	kual¹	wavy or winding [e.g. a snake]	vi	PB-CLDB	1778	Tiddim	686
314104	kuan¹	set out for work	v	PB-CLDB	1778	Tiddim	687
314105	kuang¹ > kuan¹	burn with flames	v	PB-CLDB	1778	Tiddim	688
314107	kuang²	tray		PB-CLDB	1778	Tiddim	689
314108	kul² > kul?³	hunchbacked	vi	PB-CLDB	1778	Tiddim	690
314109	kum¹	descend	v	PB-CLDB	1778	Tiddim	691
314110	kum²	intrude into somebody's conversation	v	PB-CLDB	1778	Tiddim	692
314112	kum³	year; age		PB-CLDB	1778	Tiddim	693
314113	kun³ > kut³	request earnestly	v	PB-CLDB	1778	Tiddim	694
314114	kung¹	tree		PB-CLDB	1778	Tiddim	695
314116	kung¹ piː¹	trunk		PB-CLDB	1778	Tiddim	696
314117	kuː¹ > kuːt¹	scream	v	PB-CLDB	1778	Tiddim	697
314118	kuːi³ > kui?³	scratch	v	PB-CLDB	1778	Tiddim	698
314119	kuːl¹	necessary	vi	PB-CLDB	1778	Tiddim	699
314120	kuːm²	deep as a container [having high walls]	vi	PB-CLDB	1778	Tiddim	700
314121	kuːm²	spherical		PB-CLDB	1778	Tiddim	701
314122	kuːn¹	bow	v	PB-CLDB	1778	Tiddim	702
314123	kha?³	release; put in ingredients while cooking food or	v	PB-CLDB	1778	Tiddim	703
314124	kha³ de²	new moon		PB-CLDB	1778	Tiddim	704
314125	kha³ liːk³	full moon		PB-CLDB	1778	Tiddim	705
314126	kha³ oːk¹	lunar eclipse		PB-CLDB	1778	Tiddim	706
314127	kha³ piː¹	moon		PB-CLDB	1778	Tiddim	707
314128	kha³ sum²	salary		PB-CLDB	1778	Tiddim	708
314129	kha³ zaːi²	district		PB-CLDB	1778	Tiddim	709
314130	kha?³	body lice		PB-CLDB	1778	Tiddim	710
314132	khai?³	filter; siphon off [of beer]	v	PB-CLDB	1778	Tiddim	711
314133	khal²	train; control	v	PB-CLDB	1778	Tiddim	712
314134	khal³ > khal?³	solid	vi	PB-CLDB	1778	Tiddim	713
314135	kham¹	eat or drink one's fill	v	PB-CLDB	1778	Tiddim	714
314136	kham²	lie down horizontally	vi	PB-CLDB	1778	Tiddim	715
314137	kham³	gold		PB-CLDB	1778	Tiddim	716
314138	kham³	hilly		PB-CLDB	1778	Tiddim	717
314140	kham³ > khap³	slant	v	PB-CLDB	1778	Tiddim	718
314141	khan³ > khat³	extend	v	PB-CLDB	1778	Tiddim	719
314142	khang²	south		PB-CLDB	1778	Tiddim	720
314143	khang² > khan³	grow; prosper	v	PB-CLDB	1778	Tiddim	721
314144	khang² haːm²	old		PB-CLDB	1778	Tiddim	722
314145	khang² moi²	young		PB-CLDB	1778	Tiddim	723
314146	khang² no¹	young person		PB-CLDB	1778	Tiddim	724
314147	khat¹ ciat¹	each one		PB-CLDB	1778	Tiddim	725
314149	khat³	one		PB-CLDB	1778	Tiddim	726
314150	khat³ na²	first		PB-CLDB	1778	Tiddim	727
314151	khat³ tek¹	individually		PB-CLDB	1778	Tiddim	728
314152	khau?³	stiff; strong; rigid	vi	PB-CLDB	1778	Tiddim	729
314154	khaː¹	chin		PB-CLDB	1778	Tiddim	730
314155	khaː¹ > khaːk¹	bitter	vi	PB-CLDB	1778	Tiddim	731
314156	khaː²	soul		PB-CLDB	1778	Tiddim	732
314158	khaː³	month		PB-CLDB	1778	Tiddim	733
314160	khaː³	moon		PB-CLDB	1778	Tiddim	734
314162	khaː³	wing		PB-CLDB	1778	Tiddim	735
314164	khaːi²	hang (tr.)	v	PB-CLDB	1778	Tiddim	736
314165	khaːi³ > khai?³	gift	v	PB-CLDB	1778	Tiddim	737
314166	khaːk¹	close; send a letter; disturb or obstruct the flow	v	PB-CLDB	1778	Tiddim	738
314168	khaːk¹ so?³	phlegm		PB-CLDB	1778	Tiddim	739
314169	khaːl²	summer		PB-CLDB	1778	Tiddim	740
314170	khaːm¹	feast	v	PB-CLDB	1778	Tiddim	741
314171	khaːm¹	prohibit	v	PB-CLDB	1778	Tiddim	742
314172	khaːm² khum²	beetle		PB-CLDB	1778	Tiddim	743
314173	khaːm³ > khap³	promise something for getting something done	v	PB-CLDB	1778	Tiddim	744
314174	khaːn² khaː³	mynah bird		PB-CLDB	1778	Tiddim	745
314175	khaːn³	room		PB-CLDB	1778	Tiddim	746
314176	khaːng¹ > khaːn¹	cause to stand lightly	v	PB-CLDB	1778	Tiddim	747
314177	khaːng² > khaːn³	cracked	vi	PB-CLDB	1778	Tiddim	748
314178	khaːt²	of mature age having tusks and having fully develo	vi	PB-CLDB	1778	Tiddim	749
314179	khaːu²	thread		PB-CLDB	1778	Tiddim	750
